date,tsa,tot_confirmed_covid_patients_in_hosp,tot_suspected_covid_patients_in_hosp,tot_confirmed_covid_admits_last_24hrs,tot_suspected_covid_admits_last_24hrs,adult_suspected_covid_admits_in_the_last_24hr,pediatric_suspected_covid_admits_in_the_last_24hr,tot_lab_conf_covid_icu,tot_susp_covid_icu,hosp_onset_covid,ed_overflow,prev_day_covid_fatalities,Reporting Rate,Reported Date,Reported Time,Time Zone,Notes
2020-07-30,Q,2177,NA,63,54,NA,NA,NA,NA,5,5,NA,0.95,2020-07-31,11:55:00 AM,PDT,NA
2020-07-30,R,386,NA,14,6,NA,NA,NA,NA,0,3,NA,0.95,2020-07-31,11:55:00 AM,PDT,NA
2020-07-30,S,163,NA,15,3,NA,NA,NA,NA,7,0,NA,0.95,2020-07-31,11:55:00 AM,PDT,NA
2020-07-30,T,219,NA,33,0,NA,NA,NA,NA,0,7,NA,0.95,2020-07-31,11:55:00 AM,PDT,NA
2020-07-30,U,482,NA,38,15,NA,NA,NA,NA,1,39,NA,0.95,2020-07-31,11:55:00 AM,PDT,NA
2020-07-30,V,1449,NA,0,0,NA,NA,NA,NA,36,140,NA,0.95,2020-07-31,11:55:00 AM,PDT,NA
2020-07-30,Total,9336,NA,749,756,NA,NA,NA,NA,125,273,NA,0.95,2020-07-31,11:55:00 AM,PDT,NA
2020-07-31,A,77,NA,14,3,NA,NA,NA,NA,0,4,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,B,127,NA,25,61,NA,NA,NA,NA,1,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,C,38,NA,7,12,NA,NA,NA,NA,1,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,D,61,NA,4,9,NA,NA,NA,NA,0,1,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,E,1558,NA,292,334,NA,NA,NA,NA,12,30,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,F,113,NA,13,10,NA,NA,NA,NA,1,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,G,245,NA,27,21,NA,NA,NA,NA,0,9,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,H,144,NA,13,11,NA,NA,NA,NA,0,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,I,277,NA,41,33,NA,NA,NA,NA,1,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,J,90,NA,11,3,NA,NA,NA,NA,3,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,K,41,NA,4,1,NA,NA,NA,NA,0,1,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,L,64,NA,13,94,NA,NA,NA,NA,1,4,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,M,70,NA,13,17,NA,NA,NA,NA,0,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,N,70,NA,13,4,NA,NA,NA,NA,0,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,O,365,NA,32,39,NA,NA,NA,NA,27,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,P,1089,NA,169,86,NA,NA,NA,NA,33,21,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,Q,2049,NA,26,33,NA,NA,NA,NA,3,1,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,R,360,NA,2,0,NA,NA,NA,NA,0,1,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,S,162,NA,23,4,NA,NA,NA,NA,5,0,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,T,225,NA,13,1,NA,NA,NA,NA,21,9,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,U,434,NA,32,11,NA,NA,NA,NA,0,18,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,V,1310,NA,0,0,NA,NA,NA,NA,37,114,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-07-31,Total,8969,NA,787,787,NA,NA,NA,NA,146,213,NA,0.95,2020-08-01,7:26:00 AM,PDT,NA
2020-08-01,A,77,NA,13,4,NA,NA,NA,NA,0,4,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,B,138,NA,19,92,NA,NA,NA,NA,1,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,C,40,NA,8,13,NA,NA,NA,NA,1,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,D,55,NA,7,10,NA,NA,NA,NA,0,1,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,E,1523,NA,289,339,NA,NA,NA,NA,7,37,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,F,114,NA,9,8,NA,NA,NA,NA,1,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,G,241,NA,31,20,NA,NA,NA,NA,0,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,H,100,NA,3,12,NA,NA,NA,NA,0,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,I,277,NA,39,32,NA,NA,NA,NA,1,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,J,87,NA,9,3,NA,NA,NA,NA,3,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,K,51,NA,8,1,NA,NA,NA,NA,0,3,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,L,61,NA,11,7,NA,NA,NA,NA,1,4,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,M,74,NA,18,20,NA,NA,NA,NA,0,11,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,N,68,NA,12,5,NA,NA,NA,NA,0,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,O,368,NA,40,32,NA,NA,NA,NA,25,1,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,P,964,NA,109,30,NA,NA,NA,NA,18,25,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,Q,2023,NA,50,84,NA,NA,NA,NA,4,3,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,R,329,NA,7,0,NA,NA,NA,NA,0,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,S,165,NA,19,3,NA,NA,NA,NA,5,0,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,T,221,NA,17,1,NA,NA,NA,NA,21,8,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,U,385,NA,25,31,NA,NA,NA,NA,0,8,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,V,1249,NA,0,0,NA,NA,NA,NA,37,103,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-01,Total,8610,NA,743,747,NA,NA,NA,NA,125,208,NA,0.92,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,A,78,NA,12,5,NA,NA,NA,NA,0,4,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,B,162,NA,23,45,NA,NA,NA,NA,0,1,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,C,45,NA,4,7,NA,NA,NA,NA,1,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,D,61,NA,5,10,NA,NA,NA,NA,0,1,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,E,1576,NA,251,253,NA,NA,NA,NA,10,43,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,F,112,NA,12,10,NA,NA,NA,NA,1,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,G,243,NA,33,23,NA,NA,NA,NA,0,3,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,H,97,NA,7,7,NA,NA,NA,NA,12,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,I,290,NA,41,30,NA,NA,NA,NA,0,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,J,90,NA,7,3,NA,NA,NA,NA,3,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,K,49,NA,10,1,NA,NA,NA,NA,0,2,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,L,58,NA,10,4,NA,NA,NA,NA,1,4,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,M,67,NA,10,21,NA,NA,NA,NA,0,16,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,N,67,NA,11,5,NA,NA,NA,NA,0,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,O,348,NA,34,10,NA,NA,NA,NA,25,3,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,P,1012,NA,80,33,NA,NA,NA,NA,17,28,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,Q,2077,NA,41,78,NA,NA,NA,NA,15,1,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,R,371,NA,7,7,NA,NA,NA,NA,1,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,S,165,NA,19,3,NA,NA,NA,NA,5,0,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,T,219,NA,18,1,NA,NA,NA,NA,21,5,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,U,372,NA,14,33,NA,NA,NA,NA,0,3,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,V,1260,NA,0,0,NA,NA,NA,NA,36,113,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-02,Total,8819,NA,649,589,NA,NA,NA,NA,148,227,NA,0.91,2020-08-03,7:27:00 AM,PDT,"Data Systems Migration occurred on Aug 2nd, so no data was reported on that day. Reporting for Aug 1 and Aug 2nd occurred on 3rd."
2020-08-03,A,79,NA,10,9,NA,NA,NA,NA,0,4,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,B,130,NA,8,24,NA,NA,NA,NA,0,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,C,44,NA,4,15,NA,NA,NA,NA,1,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,D,58,NA,2,8,NA,NA,NA,NA,0,1,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,E,1544,NA,250,271,NA,NA,NA,NA,11,40,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,F,109,NA,10,8,NA,NA,NA,NA,1,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,G,256,NA,28,11,NA,NA,NA,NA,0,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,H,105,NA,6,1,NA,NA,NA,NA,0,1,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,I,288,NA,28,32,NA,NA,NA,NA,0,1,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,J,94,NA,11,2,NA,NA,NA,NA,3,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,K,46,NA,6,2,NA,NA,NA,NA,0,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,L,61,NA,16,35,NA,NA,NA,NA,1,4,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,M,68,NA,6,34,NA,NA,NA,NA,0,13,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,N,73,NA,10,12,NA,NA,NA,NA,1,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,O,347,NA,40,15,NA,NA,NA,NA,2,3,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,P,1089,NA,75,35,NA,NA,NA,NA,256,42,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,Q,1936,NA,28,51,NA,NA,NA,NA,0,6,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,R,345,NA,15,6,NA,NA,NA,NA,1,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,S,167,NA,6,0,NA,NA,NA,NA,5,0,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,T,221,NA,12,0,NA,NA,NA,NA,19,6,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,U,371,NA,22,22,NA,NA,NA,NA,1,9,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,V,1243,NA,0,0,NA,NA,NA,NA,36,86,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-03,Total,8674,NA,593,593,NA,NA,NA,NA,338,216,NA,0.93,2020-08-04,8:58:00 AM,PDT,NA
2020-08-04,A,72,NA,8,3,NA,NA,NA,NA,0,3,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,B,118,NA,62,10,NA,NA,NA,NA,0,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,C,46,NA,2,13,NA,NA,NA,NA,1,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,D,65,NA,4,11,NA,NA,NA,NA,0,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,E,1497,NA,208,372,NA,NA,NA,NA,16,44,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,F,109,NA,13,6,NA,NA,NA,NA,22,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,G,250,NA,35,12,NA,NA,NA,NA,0,4,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,H,100,NA,10,1,NA,NA,NA,NA,0,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,I,250,NA,31,22,NA,NA,NA,NA,1,1,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,J,82,NA,10,9,NA,NA,NA,NA,3,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,K,53,NA,10,4,NA,NA,NA,NA,0,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,L,69,NA,20,76,NA,NA,NA,NA,0,4,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,M,63,NA,9,18,NA,NA,NA,NA,0,13,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,N,62,NA,8,15,NA,NA,NA,NA,1,1,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,O,342,NA,34,22,NA,NA,NA,NA,2,1,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,P,1035,NA,87,39,NA,NA,NA,NA,18,38,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,Q,1923,NA,40,57,NA,NA,NA,NA,1,0,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,R,348,NA,19,3,NA,NA,NA,NA,0,1,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,S,166,NA,13,1,NA,NA,NA,NA,5,3,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,T,221,NA,22,0,NA,NA,NA,NA,20,10,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,U,372,NA,27,23,NA,NA,NA,NA,2,10,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,V,1212,NA,0,0,NA,NA,NA,NA,35,87,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-04,Total,8455,NA,672,717,NA,NA,NA,NA,127,220,NA,0.97,2020-08-05,4:02:00 PM,PDT,NA
2020-08-05,A,75,NA,4,4,NA,NA,NA,NA,0,4,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,B,113,NA,27,103,NA,NA,NA,NA,0,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,C,51,NA,6,6,NA,NA,NA,NA,1,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,D,66,NA,7,10,NA,NA,NA,NA,0,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,E,1443,NA,248,371,NA,NA,NA,NA,15,30,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,F,102,NA,7,5,NA,NA,NA,NA,19,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,G,259,NA,43,20,NA,NA,NA,NA,1,7,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,H,92,NA,5,14,NA,NA,NA,NA,0,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,I,255,NA,26,24,NA,NA,NA,NA,0,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,J,83,NA,7,5,NA,NA,NA,NA,3,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,K,51,NA,9,4,NA,NA,NA,NA,0,1,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,L,73,NA,18,48,NA,NA,NA,NA,0,9,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,M,68,NA,11,24,NA,NA,NA,NA,0,13,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,N,57,NA,5,7,NA,NA,NA,NA,1,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,O,342,NA,56,31,NA,NA,NA,NA,3,1,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,P,1010,NA,82,39,NA,NA,NA,NA,19,26,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,Q,1839,NA,42,550,NA,NA,NA,NA,4,4,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,R,368,NA,22,50,NA,NA,NA,NA,0,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,S,159,NA,12,2,NA,NA,NA,NA,5,0,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,T,219,NA,20,0,NA,NA,NA,NA,28,20,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,U,392,NA,20,22,NA,NA,NA,NA,2,13,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,V,1185,NA,0,0,NA,NA,NA,NA,35,85,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-05,Total,8302,NA,677,1339,NA,NA,NA,NA,136,213,NA,0.94,2020-08-06,7:52:00 AM,PDT,NA
2020-08-06,A,75,6,6,5,5,0,36,1,0,4,1,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,B,123,14,28,101,101,0,57,3,0,0,2,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,C,44,7,5,0,0,0,20,0,1,0,0,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,D,62,11,5,8,8,0,42,1,0,0,0,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,E,1397,445,324,374,341,33,431,91,15,34,22,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,F,113,10,7,6,6,0,59,3,19,0,0,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,G,263,46,36,27,26,1,87,6,0,2,1,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,H,88,13,7,2,2,0,19,1,0,0,2,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,I,236,28,19,21,17,4,87,3,0,0,6,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,J,71,6,4,5,5,0,26,0,3,0,3,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,K,52,5,8,5,5,0,10,0,0,3,1,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,L,67,20,18,48,44,4,23,16,0,4,2,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,M,71,16,15,15,13,2,20,1,1,13,2,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,N,48,5,9,3,3,0,15,1,1,0,0,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,O,326,24,47,26,26,0,107,6,3,1,4,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,P,944,45,88,33,30,3,350,6,17,28,19,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,Q,1871,293,52,79,70,9,603,19,3,5,4,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,R,289,29,18,5,5,0,108,3,0,0,1,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,S,144,1,8,1,1,0,35,0,5,0,5,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,T,209,0,10,0,0,0,73,0,21,0,5,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,U,371,17,19,19,19,0,124,3,2,11,8,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,V,1201,126,0,0,0,0,410,32,41,63,35,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-06,Total,8065,1167,733,783,727,56,2742,196,132,168,123,0.96,2020-08-07,8:13:00 AM,PDT,NA
2020-08-07,A,74,4,6,3,3,0,32,0,0,4,1,0.92,2020-08-08,6:49:00 AM,PDT,NA
2020-08-07,B,117,5,12,56,53,3,60,0,0,0,2,0.92,2020-08-08,6:49:00 AM,PDT,NA
2020-08-07,C,43,8,3,6,6,0,21,0,1,0,0,0.92,2020-08-08,6:49:00 AM,PDT,NA
2020-08-07,D,60,7,6,8,8,0,40,2,0,0,2,0.92,2020-08-08,6:49:00 AM,PDT,NA
2020-08-07,E,1337,485,310,374,347,27,434,127,13,22,15,0.92,2020-08-08,6:49:00 AM,PDT,NA
2020-08-07,F,111,12,9,10,9,1,58,3,19,0,0,0.92,2020-08-08,6:49:00 AM,PDT,NA
2020-08-07,G,262,48,35,25,25,0,85,10,0,0,5,0.92,2020-08-08,6:49:00 AM,PDT,NA
2020-08-07,H,66,6,5,3,3,0,12,0,0,0,3,0.92,2020-08-08,6:49:00 AM,PDT,NA
