tsa,location,tsa_counties,adult_icu,general,picu,pedi,psych,neg_iso,available_beds,beds_occupied,total_beds,total_er_visits,hosp_absentee,covid19_er_visits,covid19_admitted_gen_24h,covid19_admitted_icu_24h,suspected_covid19_hosp,covid19_lab_con_gen,covid19_lab_con_icu,total_covid19_lab_con,tsa_label,public_health_region,GEOID,geometry
TSA-U,Corpus Christi,Kenedy,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48261,"list(list(c(-97.372861, -97.347438, -97.350398, -97.363401, -97.370941, -97.377001, -97.37913, -97.378362, -97.370731, -97.364726, -97.351413, -97.333028, -97.30069, -97.287885, -97.275119, -97.269392, -97.229844, -97.223728, -97.194644, -97.185844, -97.173265, -97.161471, -97.154271, -97.161462, -97.169842, -97.171781, -97.179532, -97.178746, -97.183983, -97.194458, -97.214885, -97.226931, -97.240286, -97.240849, -97.243167, -97.247619, -97.254166, -97.262546, -97.276425, -97.292399, -97.31073, 
-97.308112, -97.308635, -97.317015, -97.318458, -97.324872, -97.338489, -97.336394, -97.345822, -97.363105, -97.370438, -97.370961, -97.367557, -97.364153, -97.364646, -97.368866, -97.370438, -97.368343, -97.373056, -97.387459, -97.383531, -97.385626, -97.391649, -97.389554, -97.39034, -97.389816, -97.386412, -97.387459, -97.390602, -97.390078, -97.377508, -97.379865, -97.386674, -97.382222, -97.37489, -97.373318, -97.372861, 27.278069, 27.277963, 27.268105, 27.210366, 27.161166, 27.101021, 27.047996, 
26.992877, 26.909706, 26.871693, 26.808604, 26.736479, 26.635375, 26.600341, 26.565415, 26.554046, 26.433569, 26.411492, 26.306513, 26.267103, 26.192314, 26.088705, 26.066841, 26.06764, 26.077853, 26.102522, 26.146202, 26.177103, 26.214289, 26.27164, 26.353606, 26.385555, 26.405981, 26.411504, 26.434263, 26.456261, 26.471188, 26.482972, 26.521729, 26.528014, 26.556558, 26.571223, 26.576723, 26.597673, 26.60027, 26.611814, 26.647429, 26.666022, 26.700589, 26.71054, 26.723896, 26.736204, 26.740394, 
26.758987, 26.767122, 26.774699, 26.781508, 26.795649, 26.808481, 26.820789, 26.875521, 26.888876, 26.90197, 26.945965, 27.052286, 27.067213, 27.083187, 27.090519, 27.094186, 27.156512, 27.199459, 27.202863, 27.204696, 27.229051, 27.250262, 27.27645, 27.278069)), list(c(-97.63668, -97.640111, -97.639094, -97.635022, -97.628916, -97.597363, -97.582605, -97.573953, -97.561231, -97.54291, -97.520009, -97.509831, -97.503215, -97.500162, -97.485149, -97.467083, -97.458431, -97.450289, -97.42408, -97.422299, 
-97.434767, -97.444945, -97.443673, -97.452324, -97.455887, -97.45665, -97.461739, -97.47548, -97.480569, -97.49151, -97.495836, -97.493291, -97.477515, -97.479042, -97.482257, -97.48693, -97.487693, -97.486676, -97.477515, -97.473953, -97.473444, -97.478533, -97.480569, -97.484131, -97.536803, -97.549271, -97.555378, -97.551053, -97.549526, -97.552325, -97.555378, -97.555378, -97.540874, -97.540111, -97.547999, -97.552325, -97.552325, -97.558432, -97.563266, -97.552579, -97.547745, -97.537566, -97.509831, 
-97.484385, -97.478024, -97.471663, -97.468609, -97.467337, -97.444945, -97.445708, -97.441206, -97.861688, -97.957405, -97.985303, -97.985494, -97.985887, -97.951904, -97.63668, 27.281727, 27.270943, 27.253131, 27.247024, 27.242953, 27.242444, 27.240409, 27.238882, 27.232775, 27.229213, 27.231248, 27.23532, 27.2399, 27.24448, 27.250841, 27.25364, 27.259493, 27.262546, 27.264073, 27.257712, 27.202241, 27.144734, 27.116235, 27.115217, 27.110383, 27.099695, 27.095624, 27.098423, 27.102494, 27.101222, 
27.094098, 27.078067, 27.066108, 27.0628, 27.061942, 27.057711, 27.053639, 27.03481, 27.03252, 27.029212, 27.02285, 26.999186, 26.997659, 27.000458, 26.999695, 26.995878, 26.99028, 26.980865, 26.965344, 26.952112, 26.947277, 26.93888, 26.90631, 26.900967, 26.895114, 26.888499, 26.867633, 26.864325, 26.842188, 26.827938, 26.824631, 26.824885, 26.803511, 26.763562, 26.7572, 26.758727, 26.740915, 26.710126, 26.633535, 26.609362, 26.599901, 26.597995, 26.611769, 26.615809, 26.780917, 27.209308, 27.233249, 
27.281727)))"
TSA-U,Corpus Christi,Kleberg,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48273,"list(list(c(-97.985887, -98.058078, -98.0598, -97.942146, -97.840678, -97.325118, -97.336802, -97.343418, -97.347489, -97.350543, -97.359194, -97.36581, -97.371917, -97.369881, -97.372935, -97.37955, -97.399398, -97.401942, -97.404996, -97.413138, -97.420263, -97.430441, -97.450798, -97.482859, -97.508304, -97.532223, -97.544437, -97.546981, -97.536803, -97.526625, -97.524589, -97.517465, -97.504742, -97.498126, -97.502706, -97.499144, -97.483877, -97.483877, -97.48693, -97.501688, -97.514411, -97.520518, 
-97.53833, -97.5709, -97.584132, -97.609068, -97.621791, -97.63146, -97.636549, -97.63668, -97.951904, -97.985887, 27.209308, 27.260981, 27.635869, 27.635932, 27.558358, 27.560927, 27.527433, 27.517764, 27.503005, 27.478578, 27.458221, 27.450588, 27.425142, 27.41242, 27.401224, 27.390028, 27.344735, 27.335574, 27.329977, 27.321325, 27.317254, 27.313691, 27.313691, 27.297915, 27.275014, 27.278577, 27.284175, 27.290791, 27.289264, 27.291808, 27.297915, 27.30504, 27.30504, 27.308602, 27.322343, 27.327941, 
27.338628, 27.351351, 27.358984, 27.366618, 27.361529, 27.352877, 27.335574, 27.315727, 27.30962, 27.285193, 27.287228, 27.28621, 27.282139, 27.281727, 27.233249, 27.209308)), list(c(-97.055823, -97.054724, -97.045409, -97.04598, -97.085395, -97.116277, -97.166682, -97.201866, -97.221912, -97.276091, -97.30447, -97.326523, -97.347438, -97.372861, -97.367033, -97.364676, -97.359963, -97.357606, -97.36232, -97.366771, -97.361796, -97.346607, -97.336132, -97.331157, -97.329585, -97.330895, -97.329847, 
-97.317277, -97.293709, -97.282972, -97.266474, -97.257832, -97.26176, -97.260451, -97.252071, -97.247877, -97.247619, -97.236882, -97.241072, -97.242643, -97.231383, -97.221955, -97.219075, -97.214099, -97.200743, -97.197339, -97.197601, -97.203474, -97.203089, -97.190007, -97.170628, -97.166176, -97.1612, -97.153606, -97.147321, -97.130823, -97.127942, -97.127681, -97.103326, -97.102279, -97.098874, -97.092851, -97.092589, -97.098874, -97.126109, -97.130299, -97.134489, -97.132394, -97.056713, 
-97.055823, 27.843404, 27.842419, 27.837452, 27.835004, 27.793245, 27.752599, 27.676583, 27.614858, 27.576315, 27.472145, 27.407734, 27.347612, 27.277963, 27.278069, 27.298709, 27.302637, 27.304732, 27.307875, 27.32673, 27.333276, 27.359988, 27.390365, 27.402411, 27.412362, 27.418124, 27.425456, 27.43436, 27.46369, 27.497209, 27.521564, 27.542514, 27.556393, 27.563464, 27.567392, 27.578652, 27.581366, 27.581533, 27.598293, 27.602483, 27.607458, 27.632336, 27.63286, 27.630241, 27.631551, 27.650144, 
27.664547, 27.678426, 27.684533, 27.688001, 27.692829, 27.720326, 27.732372, 27.734074, 27.733289, 27.735384, 27.75162, 27.75581, 27.76, 27.789068, 27.798233, 27.808447, 27.81447, 27.819183, 27.82285, 27.819707, 27.820493, 27.825206, 27.827301, 27.842294, 27.843404)))"
TSA-U,Corpus Christi,Live,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,NA,list()
TSA-U,Corpus Christi,Oak,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,NA,list()
TSA-U,Corpus Christi,McMullen,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48311,"list(list(c(-98.334323, -98.803325, -98.800848, -98.335047, -98.335031, -98.334323, 28.0578, 28.05748, 28.647306, 28.648275, 28.612658, 28.0578)))"
TSA-U,Corpus Christi,Nueces,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48355,"list(list(c(-97.377166, -97.361246, -97.379042, -97.391764, -97.393291, -97.386166, -97.368355, -97.34698, -97.316446, -97.253955, -97.259957, -97.266064, -97.296598, -97.298634, -97.297616, -97.294054, -97.302196, -97.321535, -97.325118, -97.840678, -97.942146, -97.934274, -97.798517, -97.805765, -97.691074, -97.589473, -97.377166, 27.875181, 27.849891, 27.837867, 27.813948, 27.782905, 27.76662, 27.741683, 27.725398, 27.712676, 27.696696, 27.679597, 27.678579, 27.613947, 27.604787, 27.59868, 27.5941, 
27.585957, 27.571199, 27.560927, 27.558358, 27.635932, 27.885202, 27.995659, 27.934287, 27.917353, 27.856101, 27.875181)))"
TSA-U,Corpus Christi,Refugio,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48391,"list(list(c(-97.260818, -97.351825, -97.427171, -97.541071, -97.375579, -97.375268, -97.160751, -97.048529, -96.982147, -96.890951, -96.76696, -96.768352, -96.772209, -96.775985, -96.780796, -96.790235, -96.794554, -96.794796, -96.794815, -96.794812, -96.794812, -96.794357, -96.794306, -96.794016, -96.793926, -96.793835, -96.793765, -96.79254, -96.790744, -96.791159, -97.123072, -97.023586, -97.144916, -97.260818, 28.075759, 28.123502, 28.117668, 28.164669, 28.388684, 28.389116, 28.553475, 28.549976, 
28.499639, 28.507178, 28.410737, 28.410389, 28.408074, 28.405809, 28.398421, 28.383926, 28.365688, 28.364668, 28.364587, 28.364515, 28.364503, 28.350865, 28.34932, 28.347249, 28.346606, 28.345959, 28.345453, 28.336705, 28.323874, 28.319095, 28.272817, 28.187657, 28.102622, 28.075759)))"
TSA-U,Corpus Christi,San,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,NA,list()
TSA-U,Corpus Christi,Patricio,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,NA,list()
TSA-V,Lower Rio Grande Valley,Cameron,105,504,26,94,71,72,872,1235,2107,806,3,69,13,7,103,32,19,51,Lower,11,48061,"list(list(c(-97.790358, -97.527582, -97.446987, -97.382485, -97.377769, -97.369627, -97.374461, -97.388965, -97.392019, -97.391001, -97.387947, -97.376242, -97.372171, -97.369372, -97.358176, -97.343418, -97.335275, -97.330441, -97.336802, -97.352833, -97.354359, -97.34698, -97.347489, -97.343927, -97.341128, -97.331967, -97.322807, -97.311866, -97.307031, -97.308049, -97.32128, -97.32128, -97.304486, -97.296598, -97.294817, -97.296089, -97.306776, -97.296598, -97.28536, -97.282094, -97.283112, -97.294054, 
-97.295072, -97.279804, -97.270898, -97.24698, -97.208048, -97.199651, -97.195071, -97.204995, -97.214918, -97.224842, -97.226114, -97.219244, -97.216954, -97.208557, -97.195834, -97.17446, -97.167208, -97.162755, -97.162628, -97.172043, -97.178659, -97.18273, -97.164982, -97.152009, -97.15321, -97.151922, -97.145567, -97.172633, -97.228025, -97.271382, -97.348275, -97.362345, -97.367045, -97.366723, -97.408357, -97.496861, -97.511161, -97.582565, -97.668099, -97.671568, -97.863056, -97.861822, -97.861837, 
-97.861875, -97.800874, -97.799073, -97.798373, -97.791666, -97.790358, 26.337438, 26.299304, 26.324947, 26.411326, 26.409107, 26.394603, 26.380862, 26.36585, 26.339386, 26.332262, 26.330481, 26.336333, 26.339895, 26.348547, 26.356435, 26.359234, 26.355672, 26.350582, 26.331753, 26.318521, 26.313941, 26.311396, 26.292821, 26.267376, 26.265595, 26.265595, 26.271956, 26.273737, 26.253126, 26.249055, 26.236078, 26.228699, 26.20249, 26.200709, 26.192312, 26.182388, 26.159487, 26.142439, 26.128378, 26.120301, 
26.117757, 26.11394, 26.108342, 26.092057, 26.086459, 26.080352, 26.079589, 26.077044, 26.04193, 26.030225, 26.030734, 26.027426, 26.024372, 25.996128, 25.993838, 25.991802, 25.993074, 26.000072, 26.007069, 26.014576, 26.023482, 26.044729, 26.045492, 26.053126, 26.063876, 26.062108, 26.038906, 26.017653, 25.971132, 25.962883, 25.958936, 25.951832, 25.931143, 25.915724, 25.903021, 25.885066, 25.856459, 25.880058, 25.887458, 25.937857, 26.022522, 26.033955, 26.061273, 26.069921, 26.15948, 26.348156, 
26.338949, 26.338749, 26.338549, 26.337715, 26.337438)))"
TSA-V,Lower Rio Grande Valley,Hidalgo,105,504,26,94,71,72,872,1235,2107,806,3,69,13,7,103,32,19,51,Lower,11,48215,"list(list(c(-97.861875, -97.861837, -97.861822, -97.863056, -97.888699, -98.008307, -98.011883, -98.044517, -98.132605, -98.241664, -98.264514, -98.386694, -98.438822, -98.466167, -98.58581, -98.58672, -98.493812, -98.491943, -98.478268, -98.32067, -97.985494, -97.985303, -97.957405, -98.004189, -97.86192, -97.861875, 26.348156, 26.15948, 26.069921, 26.061273, 26.064931, 26.061147, 26.056608, 26.043746, 26.057507, 26.074544, 26.085507, 26.157872, 26.212022, 26.223245, 26.257403, 26.257456, 26.441167, 
26.445362, 26.469813, 26.783081, 26.780917, 26.615809, 26.611769, 26.448784, 26.433579, 26.348156)))"
TSA-V,Lower Rio Grande Valley,Starr,105,504,26,94,71,72,872,1235,2107,806,3,69,13,7,103,32,19,51,Lower,11,48427,"list(list(c(-98.32067, -98.478268, -98.491943, -98.493812, -98.58672, -98.623335, -98.6329, -98.705676, -98.751164, -98.807348, -98.822373, -98.861354, -99.047575, -99.105719, -99.167996, -99.172058, -99.011112, -98.95423, -98.422616, -98.32067, 26.783081, 26.469813, 26.445362, 26.441167, 26.257456, 26.259592, 26.250348, 26.27748, 26.331307, 26.369421, 26.370902, 26.36599, 26.406922, 26.43872, 26.557799, 26.57086, 26.675023, 26.785694, 26.783535, 26.783081)))"
TSA-V,Lower Rio Grande Valley,Willacy,105,504,26,94,71,72,872,1235,2107,806,3,69,13,7,103,32,19,51,Lower,11,48489,"list(list(c(-97.790358, -97.791666, -97.798373, -97.799073, -97.800874, -97.861875, -97.86192, -98.004189, -97.957405, -97.861688, -97.441206, -97.428151, -97.416955, -97.422299, -97.425861, -97.430696, -97.430696, -97.42637, -97.429169, -97.43553, -97.441383, -97.441383, -97.437566, -97.425861, -97.421026, -97.41721, -97.411612, -97.412884, -97.42179, -97.4195, -97.406014, -97.398126, -97.394309, -97.395072, -97.382485, -97.446987, -97.527582, -97.790358, 26.337438, 26.337715, 26.338549, 26.338749, 
26.338949, 26.348156, 26.433579, 26.448784, 26.611769, 26.597995, 26.599901, 26.572466, 26.553637, 26.520303, 26.516741, 26.506563, 26.494603, 26.484425, 26.478064, 26.470176, 26.466614, 26.455418, 26.44982, 26.446003, 26.446766, 26.44982, 26.447275, 26.433026, 26.417249, 26.413178, 26.409107, 26.410888, 26.41445, 26.417249, 26.411326, 26.324947, 26.299304, 26.337438)))"
TOTAL,NA,NA,2386,12918,391,1573,584,2607,20459,27057,47516,14372,133,1865,591,228,2346,794,617,1411,NA,NA,NA,list()
