tsa,location,tsa_counties,adult_icu,general,picu,pedi,psych,neg_iso,available_beds,beds_occupied,total_beds,total_er_visits,hosp_absentee,covid19_er_visits,covid19_admitted_gen_24h,covid19_admitted_icu_24h,suspected_covid19_hosp,covid19_lab_con_gen,covid19_lab_con_icu,total_covid19_lab_con,tsa_label,public_health_region,GEOID,geometry
TSA-Q,Houston,Matagorda,373,2371,137,375,0,601,3857,7485,11342,3500,63,522,162,71,936,286,230,516,Southeast,6|5S,48321,"list(list(c(-96.322921, -96.323522, -96.309178, -95.965196, -95.874028, -95.84631, -95.770446, -95.764937, -95.67955, -95.567708, -95.507041, -95.568136, -95.812504, -95.884026, -96.000682, -96.077868, -96.194412, -96.220376, -96.244751, -96.270391, -96.303212, -96.32156, -96.328817, -96.341617, -96.371117, -96.372101, -96.370717, -96.378616, -96.379372, -96.381864, -96.37596, -96.374138, -96.335119, -96.268341, -96.223825, -96.218978, -96.21505, -96.145448, -96.104735, -96.046211, -96.032979, -96.007534, 
-95.98616, -95.982088, -95.985651, -95.983106, -95.978526, -95.986066, -95.996338, -96.002954, -96.006516, -96.033488, -96.047737, -96.072165, -96.099137, -96.148501, -96.187178, -96.198374, -96.221784, -96.228909, -96.233998, -96.233998, -96.222293, -96.21415, -96.212624, -96.230944, -96.208552, -96.214659, -96.192267, -96.19125, -96.19583, -96.202446, -96.222802, -96.231453, -96.256899, -96.263515, -96.268604, -96.287942, -96.304227, -96.305245, -96.303718, -96.322921, 28.64186, 28.675597, 28.963291, 
29.146865, 29.229702, 29.107799, 29.06621, 28.967359, 28.965734, 28.829758, 28.824755, 28.789998, 28.664942, 28.633098, 28.588238, 28.556626, 28.502224, 28.491966, 28.475055, 28.46193, 28.441871, 28.425148, 28.423659, 28.417334, 28.397661, 28.393875, 28.387667, 28.383909, 28.386089, 28.393276, 28.401682, 28.404275, 28.437795, 28.477992, 28.495067, 28.500383, 28.509679, 28.544741, 28.559499, 28.58698, 28.589016, 28.599703, 28.606319, 28.614461, 28.621077, 28.641942, 28.650594, 28.655468, 28.658736, 
28.656192, 28.648049, 28.652629, 28.649067, 28.635326, 28.624639, 28.611408, 28.593596, 28.58698, 28.580364, 28.580873, 28.596649, 28.601738, 28.607336, 28.613443, 28.622604, 28.641433, 28.662298, 28.665352, 28.687744, 28.69436, 28.69894, 28.700976, 28.698431, 28.696395, 28.68469, 28.683673, 28.688762, 28.683164, 28.671459, 28.660263, 28.644996, 28.64186)))"
TSA-Q,Houston,Montgomery,373,2371,137,375,0,601,3857,7485,11342,3500,63,522,162,71,936,286,230,516,Southeast,6|5S,48339,"list(list(c(-95.096708, -95.264013, -95.505125, -95.551421, -95.65543, -95.80333, -95.804306, -95.804351, -95.83024, -95.598971, -95.359156, -95.308395, -95.165897, -95.096708, 30.167214, 30.032217, 30.145153, 30.170606, 30.108994, 30.090096, 30.24557, 30.3378, 30.630284, 30.509002, 30.504369, 30.40575, 30.344976, 30.167214)))"
TSA-Q,Houston,Walker,373,2371,137,375,0,601,3857,7485,11342,3500,63,522,162,71,936,286,230,516,Southeast,6|5S,48471,"list(list(c(-95.434711, -95.434335, -95.327482, -95.359156, -95.598971, -95.83024, -95.863059, -95.617872, -95.434781, -95.434711, 31.04663, 30.937405, 30.859537, 30.504369, 30.509002, 30.630284, 30.864125, 30.930418, 31.058098, 31.04663)))"
TSA-Q,Houston,Waller,373,2371,137,375,0,601,3857,7485,11342,3500,63,522,162,71,936,286,230,516,Southeast,6|5S,48473,"list(list(c(-95.871864, -95.842138, -95.804872, -95.804306, -95.80333, -95.960733, -95.82622, -96.032711, -96.049234, -96.121313, -96.122754, -96.084541, -96.146052, -96.191418, -96.15901, -96.093165, -95.872022, -95.871864, 30.241108, 30.243445, 30.245645, 30.24557, 30.090096, 30.163415, 29.78828, 29.727944, 29.803187, 29.841963, 29.968545, 30.005137, 30.070224, 30.134669, 30.206613, 30.225187, 30.241097, 30.241108)))"
TSA-Q,Houston,Wharton,373,2371,137,375,0,601,3857,7485,11342,3500,63,522,162,71,936,286,230,516,Southeast,6|5S,48481,"list(list(c(-96.088912, -96.044596, -96.060676, -95.97343, -95.937434, -95.94681, -95.894468, -95.8796, -95.847656, -95.841948, -95.874028, -95.965196, -96.309178, -96.640315, -96.349217, -96.307672, -96.175422, -96.088912, 29.601658, 29.562238, 29.476473, 29.411445, 29.358086, 29.333433, 29.31498, 29.266761, 29.26259, 29.258707, 29.229702, 29.146865, 28.963291, 29.247804, 29.406052, 29.514523, 29.633806, 29.601658)))"
TSA-R,Galveston,Jasper,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,4|5N,48241,"list(list(c(-94.129632, -94.039034, -93.911126, -93.865711, -93.901452, -94.117604, -94.083386, -94.116498, -94.071689, -94.094812, -94.05096, -94.125824, -94.150119, -94.179343, -94.243766, -94.238424, -94.353782, -94.451127, -94.45782, -94.129632, 31.09928, 31.134271, 31.158071, 30.947218, 30.242672, 30.241665, 30.342181, 30.433966, 30.526033, 30.575543, 30.638568, 30.684052, 30.790203, 30.794974, 30.983554, 31.013705, 31.039371, 31.003445, 31.033326, 31.09928)))"
TSA-R,Galveston,Newton,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,4|5N,48351,"list(list(c(-93.901452, -93.865711, -93.911126, -93.600308, -93.599705, -93.598828, -93.588503, -93.579215, -93.552649, -93.55254, -93.548931, -93.535097, -93.531744, -93.527644, -93.540354, -93.530936, -93.554576, -93.55497, -93.558617, -93.558672, -93.563292, -93.578395, -93.727844, -93.740045, -93.710117, -93.697828, -93.698302, -93.702665, -93.741701, -93.751437, -93.757654, -93.765822, -93.735896, -93.723586, -93.720575, -93.716223, -93.901452, 30.242672, 30.947218, 31.158071, 31.176158, 31.176456, 
31.174679, 31.165581, 31.167422, 31.185575, 31.185605, 31.186601, 31.185614, 31.180817, 31.074509, 31.008135, 30.924534, 30.87747, 30.876685, 30.869424, 30.868829, 30.818503, 30.802047, 30.57407, 30.538765, 30.5064, 30.443838, 30.438657, 30.429947, 30.403007, 30.396288, 30.390423, 30.333318, 30.29944, 30.294951, 30.295961, 30.244318, 30.242672)))"
TSA-R,Galveston,Brazoria,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,6|5S,48039,"list(list(c(-95.424118, -95.297409, -95.216422, -95.216788, -95.217702, -95.217794, -95.219169, -95.219395, -95.219813, -95.220748, -95.221212, -95.221862, -95.223994, -95.225168, -95.229732, -95.231803, -95.233081, -95.056528, -95.119271, -95.122525, -95.125134, -95.191391, -95.238924, -95.272266, -95.297147, -95.309704, -95.353451, -95.376979, -95.38239, -95.416174, -95.439594, -95.486769, -95.507041, -95.567708, -95.67955, -95.764937, -95.770446, -95.84631, -95.874028, -95.841948, -95.847656, 
-95.752866, -95.654355, -95.579598, -95.549994, -95.462503, -95.443224, -95.424118, 29.580233, 29.596514, 29.55608, 29.554643, 29.549503, 29.548449, 29.541283, 29.539122, 29.536757, 29.532688, 29.529137, 29.526521, 29.514422, 29.503974, 29.480714, 29.472607, 29.465566, 29.199934, 29.077844, 29.074, 29.067321, 29.02309, 28.988644, 28.961546, 28.934073, 28.928262, 28.898145, 28.87616, 28.866348, 28.859482, 28.859022, 28.836287, 28.824755, 28.829758, 28.965734, 28.967359, 29.06621, 29.107799, 29.229702, 
29.258707, 29.26259, 29.324503, 29.290945, 29.340129, 29.438439, 29.43924, 29.510214, 29.580233)))"
TSA-R,Galveston,Chambers,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,6|5S,48071,"list(list(c(-94.370866, -94.371828, -94.408992, -94.412771, -94.511086, -94.522421, -94.523743, -94.526336, -94.532021, -94.541108, -94.542532, -94.546385, -94.553988, -94.570006, -94.570593, -94.570867, -94.578211, -94.593518, -94.610147, -94.618028, -94.621819, -94.621953, -94.62589, -94.682706, -94.689353, -94.691625, -94.718276, -94.740699, -94.755514, -94.757689, -94.757788, -94.757883, -94.767246, -94.768676, -94.769418, -94.769573, -94.77084, -94.774571, -94.774798, -94.779674, -94.779708, 
-94.779831, -94.780938, -94.783296, -94.784034, -94.786512, -94.786649, -94.78954, -94.790605, -94.779439, -94.771053, -94.755237, -94.734626, -94.708741, -94.693154, -94.692434, -94.695317, -94.724616, -94.735271, -94.740919, -94.771512, -94.792238, -94.816085, -94.851108, -94.865007, -94.867438, -94.872551, -94.893107, -94.915413, -94.921318, -94.931154, -94.908654, -94.98146, -94.442235, -94.357976, -94.354163, -94.370866, 29.55507, 29.597178, 29.597467, 29.572612, 29.542971, 29.545672, 29.545987, 
29.552634, 29.558379, 29.567561, 29.569, 29.572048, 29.573882, 29.572232, 29.571878, 29.571713, 29.567281, 29.561319, 29.556947, 29.554875, 29.553878, 29.553843, 29.552808, 29.539825, 29.538306, 29.537787, 29.533547, 29.525858, 29.524776, 29.524617, 29.524626, 29.524635, 29.525523, 29.525659, 29.525988, 29.526057, 29.526618, 29.528271, 29.528372, 29.530533, 29.530548, 29.530602, 29.531093, 29.535314, 29.536635, 29.541073, 29.541319, 29.546494, 29.548401, 29.549472, 29.548439, 29.562782, 29.584046, 
29.625226, 29.694453, 29.70361, 29.723052, 29.774766, 29.785433, 29.787081, 29.773889, 29.767433, 29.75671, 29.721373, 29.695337, 29.678768, 29.67125, 29.661336, 29.656614, 29.658178, 29.673874, 29.825181, 29.884276, 29.889538, 29.887464, 29.561459, 29.55507)))"
TSA-R,Galveston,Galveston,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,6|5S,48167,"list(list(c(-94.370866, -94.500807, -94.594853, -94.631084, -94.670389, -94.694158, -94.708473, -94.723959, -94.731047, -94.744834, -94.761491, -94.778691, -94.782356, -94.783131, -94.766848, -94.7541, -94.723818, -94.706365, -94.686386, -94.681541, -94.6724, -94.665853, -94.656737, -94.645948, -94.628217, -94.608557, -94.594211, -94.59544, -94.591407, -94.580274, -94.566674, -94.55399, -94.546994, -94.532348, -94.511045, -94.495025, -94.503429, -94.509487, -94.511086, -94.412771, -94.408992, -94.371828, 
-94.370866, 29.55507, 29.505367, 29.467903, 29.451464, 29.43078, 29.415632, 29.403049, 29.383268, 29.369141, 29.369158, 29.361883, 29.361483, 29.364266, 29.375642, 29.393489, 29.401, 29.426536, 29.436805, 29.466509, 29.471389, 29.476843, 29.478401, 29.478033, 29.473769, 29.475986, 29.483345, 29.492127, 29.507669, 29.513858, 29.525295, 29.531988, 29.529559, 29.524379, 29.5178, 29.51965, 29.525031, 29.54325, 29.54259, 29.542971, 29.572612, 29.597467, 29.597178, 29.55507)), list(c(-95.223994, -95.221862, 
-95.221212, -95.220748, -95.219813, -95.219395, -95.219169, -95.217794, -95.217702, -95.216788, -95.216422, -95.163927, -95.018191, -95.016889, -95.015165, -95.013378, -94.999581, -94.981916, -94.958443, -94.934876, -94.933483, -94.933039, -94.909898, -94.909465, -94.913385, -94.925914, -94.930861, -94.919401, -94.8908, -94.8873, -94.886536, -94.894234, -94.893994, -94.886536, -94.875952, -94.865126, -94.84973, -94.824953, -94.822547, -94.822307, -94.810696, -94.784895, -94.779995, -94.777064, -94.745529, 
-94.744945, -94.73132, -94.72253, -94.731082, -94.769695, -94.786095, -94.803695, -95.026219, -95.081773, -95.110484, -95.119271, -95.056528, -95.233081, -95.231803, -95.229732, -95.225168, -95.223994, 29.514422, 29.526521, 29.529137, 29.532688, 29.536757, 29.539122, 29.541283, 29.548449, 29.549503, 29.554643, 29.55608, 29.498051, 29.554584, 29.548303, 29.539989, 29.537822, 29.521093, 29.511141, 29.505013, 29.501079, 29.500847, 29.500773, 29.49691, 29.496838, 29.487254, 29.469047, 29.450504, 29.448031, 
29.433432, 29.415132, 29.366386, 29.338, 29.30817, 29.297826, 29.293015, 29.293977, 29.297345, 29.306005, 29.321882, 29.344254, 29.353435, 29.335535, 29.334935, 29.336811, 29.334235, 29.33641, 29.338066, 29.331446, 29.331833, 29.304936, 29.290737, 29.279237, 29.148064, 29.111222, 29.088224, 29.077844, 29.199934, 29.465566, 29.472607, 29.480714, 29.503974, 29.514422)))"
TSA-R,Galveston,Hardin,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,6|5S,48199,"list(list(c(-94.545717, -94.071689, -94.116498, -94.083386, -94.117604, -94.115917, -94.209577, -94.292629, -94.44491, -94.603159, -94.732732, -94.537926, -94.545717, 30.526977, 30.526033, 30.433966, 30.342181, 30.241665, 30.160347, 30.187724, 30.117671, 30.113015, 30.130904, 30.490066, 30.491059, 30.526977)))"
TSA-R,Galveston,Jefferson,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,6|5S,48245,"list(list(c(-94.354163, -94.357976, -94.442235, -94.445096, -94.44491, -94.292629, -94.209577, -94.115917, -94.031976, -93.860169, -93.840799, -93.890679, -93.89847, -93.892246, -93.837971, -93.852868, -93.866981, -93.88999, -93.931, -94.001406, -94.056506, -94.132577, -94.354163, 29.561459, 29.887464, 29.889538, 30.110966, 30.113015, 30.117671, 30.187724, 30.160347, 30.028013, 29.977397, 29.914423, 29.843159, 29.771577, 29.765241, 29.690619, 29.675885, 29.673085, 29.674013, 29.679612, 29.681486, 
29.671163, 29.646217, 29.561459)))"
TSA-R,Galveston,Liberty,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,6|5S,48291,"list(list(c(-95.165897, -95.03246, -95.024589, -94.849414, -94.777341, -94.732732, -94.603159, -94.44491, -94.445096, -94.442235, -94.98146, -94.985364, -95.031179, -95.096708, -95.165897, 30.344976, 30.404091, 30.406903, 30.493553, 30.489002, 30.490066, 30.130904, 30.113015, 30.110966, 29.889538, 29.884276, 29.972279, 29.993324, 30.167214, 30.344976)))"
TSA-R,Galveston,Orange,53,374,4,40,18,106,595,992,1587,612,8,125,20,5,81,67,43,110,East,6|5S,48361,"list(list(c(-93.901452, -93.716223, -93.712008, -93.695252, -93.695684, -93.712101, -93.721589, -93.722481, -93.752038, -93.75663, -93.789431, -93.840799, -93.860169, -94.031976, -94.115917, -94.117604, -93.901452, 30.242672, 30.244318, 30.194304, 30.1476, 30.135729, 30.067346, 30.051939, 30.050898, 30.016403, 30.014163, 29.987812, 29.914423, 29.977397, 30.028013, 30.160347, 30.241665, 30.242672)))"
TSA-S,Victoria,Calhoun,32,196,0,45,0,26,299,225,524,150,5,12,14,6,55,16,5,21,Golden,8,48057,"list(list(c(-96.655528, -96.664534, -96.657918, -96.635018, -96.634, -96.627893, -96.623313, -96.615679, -96.61059, -96.61059, -96.61975, -96.622804, -96.611099, -96.608045, -96.573949, -96.565297, -96.564279, -96.561226, -96.536289, -96.526111, -96.52204, -96.514406, -96.505755, -96.450284, -96.419749, -96.410589, -96.402446, -96.403973, -96.46148, -96.481836, -96.504737, -96.520513, -96.542905, -96.559699, -96.570386, -96.59176, -96.600412, -96.650794, -96.672677, -96.688453, -96.69456, -96.698122, 
-96.705247, -96.700158, -96.705756, -96.710336, -96.72255, -96.749013, -96.762245, -96.76696, -96.890951, -96.930367, -96.853757, -96.655528, 28.704167, 28.696904, 28.687744, 28.668914, 28.654665, 28.650085, 28.649576, 28.644487, 28.638889, 28.636344, 28.627693, 28.622095, 28.585962, 28.583418, 28.584436, 28.5824, 28.576293, 28.570695, 28.559499, 28.557972, 28.55441, 28.535071, 28.525911, 28.490796, 28.467387, 28.459244, 28.449066, 28.44245, 28.421585, 28.407844, 28.397666, 28.394104, 28.385452, 
28.377819, 28.368658, 28.357462, 28.354409, 28.346775, 28.335579, 28.347284, 28.347284, 28.342704, 28.348811, 28.369676, 28.400211, 28.406827, 28.408862, 28.408862, 28.411916, 28.410737, 28.507178, 28.586728, 28.635199, 28.704167)), list(c(-96.323522, -96.322921, -96.328655, -96.373439, -96.376492, -96.384635, -96.473694, -96.487943, -96.482854, -96.480309, -96.485907, -96.490488, -96.510844, -96.510335, -96.497612, -96.496595, -96.499648, -96.506264, -96.54545, -96.555119, -96.563262, -96.572931, 
-96.570386, -96.55919, -96.559699, -96.561226, -96.566824, -96.575141, -96.428394, -96.323522, 28.675597, 28.64186, 28.640924, 28.626675, 28.620059, 28.615988, 28.57324, 28.569677, 28.580364, 28.596649, 28.607845, 28.610899, 28.61497, 28.617515, 28.625148, 28.630746, 28.635835, 28.63838, 28.645505, 28.646013, 28.644487, 28.667897, 28.674003, 28.687235, 28.691306, 28.696395, 28.697922, 28.702837, 28.703523, 28.675597)), list(c(-96.83003, -96.827049, -96.816574, -96.81042, -96.810944, -96.816836, -96.820315, 
-96.822859, -96.818656, -96.816443, -96.791958, -96.733037, -96.703838, -96.697422, -96.702659, -96.703314, -96.686816, -96.662462, -96.660628, -96.663116, -96.651856, -96.607992, -96.608123, -96.611527, -96.61048, -96.592934, -96.581019, -96.55326, -96.546975, -96.542131, -96.528906, -96.476269, -96.450998, -96.434108, -96.418919, -96.415253, -96.417217, -96.412896, -96.403206, -96.401242, -96.397846, -96.4137, -96.439099, -96.547774, -96.621534, -96.694666, -96.758141, -96.849624, -96.853455, -96.853912, 
-96.847129, -96.844083, -96.837646, -96.837736, -96.830861, -96.83003, 28.111842, 28.112417, 28.119618, 28.126034, 28.136378, 28.158048, 28.163494, 28.167476, 28.17228, 28.174808, 28.188687, 28.190913, 28.198246, 28.202959, 28.211208, 28.216446, 28.21841, 28.227314, 28.228885, 28.233206, 28.251275, 28.27707, 28.280081, 28.281391, 28.283093, 28.296972, 28.30221, 28.302341, 28.305614, 28.315958, 28.322505, 28.330754, 28.337039, 28.344764, 28.354846, 28.362833, 28.367154, 28.369511, 28.371475, 28.366892, 
28.343513, 28.327343, 28.319052, 28.270798, 28.2297, 28.18212, 28.136873, 28.064939, 28.061345, 28.063699, 28.070604, 28.084351, 28.094673, 28.099491, 28.108, 28.111842)))"
TSA-S,Victoria,De,32,196,0,45,0,26,299,225,524,150,5,12,14,6,55,16,5,21,Golden,8,NA,list()
TSA-S,Victoria,Witt,32,196,0,45,0,26,299,225,524,150,5,12,14,6,55,16,5,21,Golden,8,NA,list()
TSA-S,Victoria,Goliad,32,196,0,45,0,26,299,225,524,150,5,12,14,6,55,16,5,21,Golden,8,48175,"list(list(c(-97.574639, -97.41734, -97.305916, -97.231971, -97.158933, -97.182359, -97.160751, -97.375268, -97.375579, -97.551369, -97.558496, -97.696945, -97.77853, -97.574639, 28.8133, 28.925228, 28.864037, 28.865303, 28.776156, 28.610602, 28.553475, 28.389116, 28.388684, 28.450441, 28.514054, 28.541856, 28.668027, 28.8133)))"
TSA-S,Victoria,Jackson,32,196,0,45,0,26,299,225,524,150,5,12,14,6,55,16,5,21,Golden,8,48239,"list(list(c(-96.309178, -96.323522, -96.428394, -96.575141, -96.577727, -96.57802, -96.579639, -96.579669, -96.580564, -96.584091, -96.584127, -96.584196, -96.591647, -96.593796, -96.604921, -96.634419, -96.634912, -96.645867, -96.711514, -96.792133, -96.832103, -96.938587, -96.658466, -96.643316, -96.642303, -96.640315, -96.309178, 28.963291, 28.675597, 28.703523, 28.702837, 28.704365, 28.704538, 28.712312, 28.712455, 28.716752, 28.722798, 28.722859, 28.722877, 28.724838, 28.725403, 28.72221, 28.713743, 
28.713601, 28.710457, 28.851411, 28.918803, 29.021299, 29.063244, 29.263876, 29.25025, 29.249576, 29.247804, 28.963291)))"
TSA-S,Victoria,Lavaca,32,196,0,45,0,26,299,225,524,150,5,12,14,6,55,16,5,21,Golden,8,48285,"list(list(c(-96.938587, -96.946942, -96.947333, -96.947959, -96.976378, -97.240108, -97.204087, -97.142643, -96.874222, -96.793132, -96.560555, -96.658466, -96.938587, 29.063244, 29.072235, 29.072716, 29.073335, 29.104046, 29.384488, 29.580613, 29.628101, 29.632706, 29.577378, 29.335439, 29.263876, 29.063244)))"
TSA-S,Victoria,Victoria,32,196,0,45,0,26,299,225,524,150,5,12,14,6,55,16,5,21,Golden,8,48469,"list(list(c(-96.645867, -96.648758, -96.655528, -96.853757, -96.930367, -96.890951, -96.982147, -97.048529, -97.160751, -97.182359, -97.158933, -97.231971, -97.305916, -96.976378, -96.947959, -96.947333, -96.946942, -96.938587, -96.832103, -96.792133, -96.711514, -96.645867, 28.710457, 28.709627, 28.704167, 28.635199, 28.586728, 28.507178, 28.499639, 28.549976, 28.553475, 28.610602, 28.776156, 28.865303, 28.864037, 29.104046, 29.073335, 29.072716, 29.072235, 29.063244, 29.021299, 28.918803, 28.851411, 
28.710457)))"
TSA-T,Laredo,Jim,13,92,0,9,0,10,124,201,325,123,2,7,0,1,27,13,14,27,Seven,11,NA,list()
TSA-T,Laredo,Hogg,13,92,0,9,0,10,124,201,325,123,2,7,0,1,27,13,14,27,Seven,11,NA,list()
TSA-T,Laredo,Webb,13,92,0,9,0,10,124,201,325,123,2,7,0,1,27,13,14,27,Seven,11,48479,"list(list(c(-98.954669, -99.33361, -99.370621, -99.453949, -99.463309, -99.47088, -99.494678, -99.529654, -99.536443, -99.537771, -99.50696, -99.492831, -99.487704, -99.480219, -99.519381, -99.541644, -99.600619, -99.623478, -99.626294, -99.627123, -99.666175, -99.843463, -99.876174, -99.901486, -99.904385, -99.895828, -99.922046, -99.991447, -100.057049, -100.080868, -100.083393, -100.088143, -100.14414, -100.171323, -100.202448, -100.209464, -100.113719, -99.394177, -99.388946, -98.803325, -98.798323, 
-98.798087, -98.954669, 27.269397, 27.273223, 27.319174, 27.264673, 27.268437, 27.265444, 27.277595, 27.306051, 27.312538, 27.316073, 27.35642, 27.390491, 27.409924, 27.485796, 27.573569, 27.605772, 27.641314, 27.644136, 27.64245, 27.638412, 27.638324, 27.77456, 27.806276, 27.864162, 27.875284, 27.904178, 27.922119, 27.99456, 28.095656, 28.137192, 28.144035, 28.147503, 28.168238, 28.17623, 28.190554, 28.196866, 28.197819, 28.204627, 28.030419, 28.05748, 27.354029, 27.268012, 27.269397)))"
TSA-T,Laredo,Zapata,13,92,0,9,0,10,124,201,325,123,2,7,0,1,27,13,14,27,Seven,11,48505,"list(list(c(-98.95423, -99.011112, -99.172058, -99.208951, -99.242444, -99.268613, -99.321819, -99.379149, -99.446524, -99.452316, -99.451035, -99.446593, -99.429879, -99.426348, -99.441549, -99.452391, -99.453949, -99.370621, -99.33361, -98.954669, -98.95423, 26.785694, 26.675023, 26.57086, 26.689489, 26.788262, 26.843213, 26.906846, 26.93449, 27.023008, 27.062669, 27.066765, 27.070593, 27.094323, 27.176262, 27.24992, 27.264046, 27.264673, 27.319174, 27.273223, 27.269397, 26.785694)))"
TSA-U,Corpus Christi,Aransas,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48007,"list(list(c(-96.853455, -96.929053, -96.966996, -97.001441, -97.03166, -97.041799, -97.045409, -97.054724, -97.055823, -97.043226, -97.013634, -97.017955, -97.016384, -96.985745, -96.977889, -96.978805, -96.9809, -96.986007, -96.986661, -96.978282, -96.967807, -96.966759, -96.965188, -96.962569, -96.952618, -96.946988, -96.932454, -96.92643, -96.929573, -96.927085, -96.906004, -96.890947, -96.886233, -96.888328, -96.889113, -96.886887, -96.879424, -96.874972, -96.870782, -96.864628, -96.857165, -96.84538, 
-96.83003, -96.830861, -96.837736, -96.837646, -96.844083, -96.847129, -96.853912, -96.853455, 28.061345, 27.99044, 27.950531, 27.911442, 27.869975, 27.852926, 27.837452, 27.842419, 27.843404, 27.859119, 27.90678, 27.911494, 27.917255, 27.954048, 27.976439, 27.978272, 27.978272, 27.976177, 27.980759, 28.001709, 28.020041, 28.020368, 28.013297, 28.012381, 28.01644, 28.026522, 28.035426, 28.043413, 28.0514, 28.057292, 28.076147, 28.076802, 28.084396, 28.086622, 28.099454, 28.11713, 28.131402, 28.133236, 
28.131271, 28.126296, 28.115559, 28.108881, 28.111842, 28.108, 28.099491, 28.094673, 28.084351, 28.070604, 28.063699, 28.061345)), list(c(-96.791159, -96.791761, -96.806011, -96.809573, -96.806011, -96.799302, -96.787181, -96.787181, -96.800413, -96.810037, -96.842143, -96.872678, -96.898123, -96.910337, -96.934765, -96.962755, -97.000414, -97.007539, -97.027386, -97.028913, -97.022806, -97.023824, -97.031966, -97.035528, -97.035528, -97.031457, -97.025859, -97.030948, -97.040618, -97.04876, -97.061992, 
-97.075732, -97.121534, -97.129168, -97.134801, -97.259401, -97.260818, -97.144916, -97.023586, -97.123072, -96.791159, 28.319095, 28.31217, 28.296902, 28.290287, 28.282144, 28.272716, 28.255681, 28.250083, 28.224128, 28.217086, 28.193594, 28.176291, 28.152881, 28.147283, 28.123873, 28.123365, 28.137614, 28.136087, 28.124382, 28.117258, 28.107588, 28.103517, 28.093848, 28.084688, 28.074, 28.053644, 28.041939, 28.033288, 28.028708, 28.022092, 27.996138, 27.986977, 27.923364, 27.919801, 27.902467, 
28.073196, 28.075759, 28.102622, 28.187657, 28.272817, 28.319095)))"
TSA-U,Corpus Christi,Bee,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48025,"list(list(c(-97.375579, -97.541071, -97.567622, -97.817716, -97.808774, -98.089764, -98.005252, -97.915106, -97.77853, -97.696945, -97.558496, -97.551369, -97.375579, 28.388684, 28.164669, 28.129683, 28.176848, 28.183415, 28.662979, 28.690239, 28.719648, 28.668027, 28.541856, 28.514054, 28.450441, 28.388684)))"
TSA-U,Corpus Christi,Brooks,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48047,"list(list(c(-98.232464, -98.058078, -97.985887, -97.985494, -98.32067, -98.422616, -98.417883, -98.466542, -98.492943, -98.523723, -98.232464, 27.262487, 27.260981, 27.209308, 26.780917, 26.783081, 26.783535, 27.055285, 27.054711, 27.235012, 27.265115, 27.262487)))"
TSA-U,Corpus Christi,Duval,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,48131,"list(list(c(-98.798323, -98.803325, -98.334323, -98.235497, -98.232464, -98.523723, -98.522293, -98.798323, 27.354029, 28.05748, 28.0578, 28.057966, 27.262487, 27.265115, 27.343284, 27.354029)))"
TSA-U,Corpus Christi,Jim,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,NA,list()
TSA-U,Corpus Christi,Wells,29,207,12,81,8,45,382,740,1122,441,0,25,8,6,32,6,3,9,Coastal,11,NA,list()
