tsa,location,tsa_counties,total_covid_on_vents,adult_vents_avail,pedi_vent_avail,adult_vents_in_use,pedi_vents_in_use,total_vents_avail,total_vents_in_use,adult_bi_pap_avail,pedi_bi_pap_avail,adult_bi_pap_in_use,pedi_bi_pap_in_use,total_bi_pap_avail,total_bi_pap_in_use,anesthsia_vents_avail,total_anesthesia_vents_in_use,geometry
TSA-A,Amarillo,Armstrong,0,92,27,20,4,119,24,42,0,25,0,42,25,24,0,"list(c(-99.99772, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.966896, -100.966969, -101.041484, -101.47158, -101.564856, -101.99802, -101.998493, -102.168839, -102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -103.04277, 
-103.042781, -103.042521, -103.042521, -103.04252, -103.0426, -103.042711, -103.042568, -103.042395, -103.042339, -103.042366, -103.042377, -103.042377, -103.042497, -103.041554, -103.041357, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, 
-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, 
-100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.000396, -100.000392, -100.000389, -100.000385, -100.000384, -100.000381, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.312711, 34.31264, 34.312444, 34.31229, 34.312493, 34.313039, 
34.74819, 34.747417, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.792224, 34.850243, 34.899546, 34.954101, 35.135596, 35.142766, 35.144735, 35.159318, 35.178573, 35.181922, 35.182786, 35.183149, 35.183156, 35.211862, 35.622487, 35.739274, 36.055231, 36.317534, 36.318267, 36.478514, 
36.500397, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 
36.499463, 36.499439, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 35.880948, 35.619115, 35.422364, 35.182702, 35.030385, 34.746461, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829))"
TSA-A,Amarillo,Briscoe,0,92,27,20,4,119,24,42,0,25,0,42,25,24,0,"list(c(-99.99772, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.966896, -100.966969, -101.041484, -101.47158, -101.564856, -101.99802, -101.998493, -102.168839, -102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -103.04277, 
-103.042781, -103.042521, -103.042521, -103.04252, -103.0426, -103.042711, -103.042568, -103.042395, -103.042339, -103.042366, -103.042377, -103.042377, -103.042497, -103.041554, -103.041357, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, 
-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, 
-100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.000396, -100.000392, -100.000389, -100.000385, -100.000384, -100.000381, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.312711, 34.31264, 34.312444, 34.31229, 34.312493, 34.313039, 
34.74819, 34.747417, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.792224, 34.850243, 34.899546, 34.954101, 35.135596, 35.142766, 35.144735, 35.159318, 35.178573, 35.181922, 35.182786, 35.183149, 35.183156, 35.211862, 35.622487, 35.739274, 36.055231, 36.317534, 36.318267, 36.478514, 
36.500397, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 
36.499463, 36.499439, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 35.880948, 35.619115, 35.422364, 35.182702, 35.030385, 34.746461, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829))"
TSA-A,Amarillo,Carson,0,92,27,20,4,119,24,42,0,25,0,42,25,24,0,"list(c(-99.99772, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.966896, -100.966969, -101.041484, -101.47158, -101.564856, -101.99802, -101.998493, -102.168839, -102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -103.04277, 
-103.042781, -103.042521, -103.042521, -103.04252, -103.0426, -103.042711, -103.042568, -103.042395, -103.042339, -103.042366, -103.042377, -103.042377, -103.042497, -103.041554, -103.041357, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, 
-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, 
-100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.000396, -100.000392, -100.000389, -100.000385, -100.000384, -100.000381, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.312711, 34.31264, 34.312444, 34.31229, 34.312493, 34.313039, 
34.74819, 34.747417, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.792224, 34.850243, 34.899546, 34.954101, 35.135596, 35.142766, 35.144735, 35.159318, 35.178573, 35.181922, 35.182786, 35.183149, 35.183156, 35.211862, 35.622487, 35.739274, 36.055231, 36.317534, 36.318267, 36.478514, 
36.500397, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 
36.499463, 36.499439, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 35.880948, 35.619115, 35.422364, 35.182702, 35.030385, 34.746461, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829))"
TSA-A,Amarillo,Childress,0,92,27,20,4,119,24,42,0,25,0,42,25,24,0,"list(c(-99.99772, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.966896, -100.966969, -101.041484, -101.47158, -101.564856, -101.99802, -101.998493, -102.168839, -102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -103.04277, 
-103.042781, -103.042521, -103.042521, -103.04252, -103.0426, -103.042711, -103.042568, -103.042395, -103.042339, -103.042366, -103.042377, -103.042377, -103.042497, -103.041554, -103.041357, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, 
-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, 
-100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.000396, -100.000392, -100.000389, -100.000385, -100.000384, -100.000381, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.312711, 34.31264, 34.312444, 34.31229, 34.312493, 34.313039, 
34.74819, 34.747417, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.792224, 34.850243, 34.899546, 34.954101, 35.135596, 35.142766, 35.144735, 35.159318, 35.178573, 35.181922, 35.182786, 35.183149, 35.183156, 35.211862, 35.622487, 35.739274, 36.055231, 36.317534, 36.318267, 36.478514, 
36.500397, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 
36.499463, 36.499439, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 35.880948, 35.619115, 35.422364, 35.182702, 35.030385, 34.746461, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829))"
TSA-A,Amarillo,Collingsworth,0,92,27,20,4,119,24,42,0,25,0,42,25,24,0,"list(c(-99.99772, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.966896, -100.966969, -101.041484, -101.47158, -101.564856, -101.99802, -101.998493, -102.168839, -102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -103.04277, 
-103.042781, -103.042521, -103.042521, -103.04252, -103.0426, -103.042711, -103.042568, -103.042395, -103.042339, -103.042366, -103.042377, -103.042377, -103.042497, -103.041554, -103.041357, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, 
-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, 
-100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.000396, -100.000392, -100.000389, -100.000385, -100.000384, -100.000381, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.312711, 34.31264, 34.312444, 34.31229, 34.312493, 34.313039, 
34.74819, 34.747417, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.792224, 34.850243, 34.899546, 34.954101, 35.135596, 35.142766, 35.144735, 35.159318, 35.178573, 35.181922, 35.182786, 35.183149, 35.183156, 35.211862, 35.622487, 35.739274, 36.055231, 36.317534, 36.318267, 36.478514, 
36.500397, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 
36.499463, 36.499439, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 35.880948, 35.619115, 35.422364, 35.182702, 35.030385, 34.746461, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829))"
TSA-A,Amarillo,Dallam,0,92,27,20,4,119,24,42,0,25,0,42,25,24,0,"list(c(-99.99772, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.966896, -100.966969, -101.041484, -101.47158, -101.564856, -101.99802, -101.998493, -102.168839, -102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -103.04277, 
-103.042781, -103.042521, -103.042521, -103.04252, -103.0426, -103.042711, -103.042568, -103.042395, -103.042339, -103.042366, -103.042377, -103.042377, -103.042497, -103.041554, -103.041357, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, 
-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, 
-100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.000396, -100.000392, -100.000389, -100.000385, -100.000384, -100.000381, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.312711, 34.31264, 34.312444, 34.31229, 34.312493, 34.313039, 
34.74819, 34.747417, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.792224, 34.850243, 34.899546, 34.954101, 35.135596, 35.142766, 35.144735, 35.159318, 35.178573, 35.181922, 35.182786, 35.183149, 35.183156, 35.211862, 35.622487, 35.739274, 36.055231, 36.317534, 36.318267, 36.478514, 
36.500397, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 
36.499463, 36.499439, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 35.880948, 35.619115, 35.422364, 35.182702, 35.030385, 34.746461, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829))"
TSA-A,Amarillo,Deaf Smith,0,92,27,20,4,119,24,42,0,25,0,42,25,24,0,"list(c(-99.99772, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.966896, -100.966969, -101.041484, -101.47158, -101.564856, -101.99802, -101.998493, -102.168839, -102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -103.04277, 
-103.042781, -103.042521, -103.042521, -103.04252, -103.0426, -103.042711, -103.042568, -103.042395, -103.042339, -103.042366, -103.042377, -103.042377, -103.042497, -103.041554, -103.041357, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, 
-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, 
-100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.000396, -100.000392, -100.000389, -100.000385, -100.000384, -100.000381, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.312711, 34.31264, 34.312444, 34.31229, 34.312493, 34.313039, 
34.74819, 34.747417, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.792224, 34.850243, 34.899546, 34.954101, 35.135596, 35.142766, 35.144735, 35.159318, 35.178573, 35.181922, 35.182786, 35.183149, 35.183156, 35.211862, 35.622487, 35.739274, 36.055231, 36.317534, 36.318267, 36.478514, 
36.500397, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 
36.499463, 36.499439, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 35.880948, 35.619115, 35.422364, 35.182702, 35.030385, 34.746461, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829))"
