county,cases,fatalities
Anderson,1152,3
Andrews,120,2
Angelina,610,9
Aransas,46,0
Archer,11,0
Armstrong,3,0
Atascosa,152,2
Austin,105,0
Bailey,109,1
Bandera,27,0
Bastrop,619,7
Baylor,1,0
Bee,98,0
Bell,1734,13
Bexar,15880,137
Blanco,49,1
Borden,0,0
Bosque,33,0
Bowie,467,15
Brazoria,3036,23
Brazos,2626,34
Brewster,147,1
Briscoe,8,0
Brooks,18,0
Brown,117,13
Burleson,120,0
Burnet,203,3
Caldwell,539,3
Calhoun,113,3
Callahan,25,2
Cameron,2997,70
Camp,128,2
Carson,7,0
Cass,52,2
Castro,107,1
Chambers,454,2
Cherokee,270,2
Childress,7,0
Clay,13,0
Cochran,4,0
Coke,5,1
Coleman,4,0
Collin,3825,50
Collingsworth,6,0
Colorado,111,0
Comal,750,9
Comanche,25,1
Concho,11,0
Cooke,75,0
Coryell,353,2
Cottle,4,1
Crane,62,9
Crockett,16,0
Crosby,30,1
Culberson,4,0
Dallam,104,1
Dallas,28131,410
Dawson,70,1
DeWitt,110,3
Deaf Smith,383,17
Delta,7,0
Denton,3459,37
Dickens,2,0
Dimmit,18,0
Donley,28,0
Duval,67,0
Eastland,13,0
Ector,946,11
Edwards,2,0
El Paso,8035,144
Ellis,1351,19
Erath,186,1
Falls,44,0
Fannin,122,8
Fayette,134,3
Fisher,11,1
Floyd,49,0
Foard,0,0
Fort Bend,4346,59
Franklin,53,0
Freestone,59,0
Frio,239,0
Gaines,36,0
Galveston,4809,50
Garza,18,0
Gillespie,53,0
Glasscock,6,0
Goliad,15,0
Gonzales,314,4
Gray,126,4
Grayson,688,5
Gregg,652,13
Grimes,617,2
Guadalupe,901,3
Hale,592,7
Hall,2,1
Hamilton,26,1
Hansford,31,2
Hardeman,5,0
Hardin,303,5
Harris,39311,407
Harrison,389,31
Hartley,40,2
Haskell,6,0
Hays,3243,10
Hemphill,17,0
Henderson,215,4
Hidalgo,5447,75
Hill,117,2
Hockley,96,1
Hood,154,5
Hopkins,78,0
Houston,174,0
Howard,60,1
Hudspeth,16,0
Hunt,616,8
Hutchinson,70,0
Irion,2,0
Jack,12,0
Jackson,68,1
Jasper,69,1
Jeff Davis,4,0
Jefferson,3094,36
Jim Hogg,25,0
Jim Wells,230,0
Johnson,737,4
Jones,611,0
Karnes,60,0
Kaufman,874,5
Kendall,95,0
Kenedy,1,0
Kent,0,0
Kerr,115,1
Kimble,9,0
King,0,0
Kinney,2,0
Kleberg,106,1
Knox,5,0
La Salle,41,0
Lamar,347,13
Lamb,71,0
Lampasas,30,0
Lavaca,198,1
Lee,88,3
Leon,78,0
Liberty,445,3
Limestone,74,1
Lipscomb,11,0
Live Oak,62,0
Llano,24,0
Loving,0,0
Lubbock,3051,56
Lynn,45,1
Madison,75,0
Marion,37,1
Martin,21,1
Mason,35,0
Matagorda,286,5
Maverick,550,5
McCulloch,22,0
McLennan,2044,13
McMullen,0,0
Medina,335,3
Menard,12,0
Midland,976,19
Milam,120,1
Mills,3,0
Mitchell,18,0
Montague,24,1
Montgomery,2654,38
Moore,909,15
Morris,49,0
Motley,2,0
Nacogdoches,479,29
Navarro,396,6
Newton,12,0
Nolan,49,0
Nueces,4472,27
Ochiltree,60,2
Oldham,4,1
Orange,415,5
Palo Pinto,52,2
Panola,218,24
Parker,473,1
Parmer,229,8
Pecos,135,1
Polk,205,0
Potter,3008,39
Presidio,19,0
Rains,16,0
Randall,971,7
Reagan,15,0
Real,4,0
Red River,117,12
Reeves,59,1
Refugio,37,0
Roberts,6,0
Robertson,77,0
Rockwall,420,16
Runnels,17,0
Rusk,292,3
Sabine,28,1
San Augustine,114,7
San Jacinto,64,0
San Patricio,204,0
San Saba,7,0
Schleicher,21,1
Scurry,71,1
Shackelford,5,0
Shelby,288,11
Sherman,30,0
Smith,1098,5
Somervell,20,0
Starr,843,4
Stephens,11,0
Sterling,0,0
Stonewall,0,0
Sutton,13,0
Swisher,45,1
Tarrant,15585,248
Taylor,573,6
Terrell,2,0
Terry,44,0
Throckmorton,1,0
Titus,843,6
Tom Green,595,1
Travis,12408,151
Trinity,48,0
Tyler,30,0
Upshur,78,0
Upton,7,0
Uvalde,179,1
Val Verde,387,1
Van Zandt,150,3
Victoria,1334,9
Walker,2149,28
Waller,205,0
Ward,29,0
Washington,333,32
Webb,2091,32
Wharton,251,1
Wheeler,19,0
Wichita,512,3
Wilbarger,16,0
Willacy,243,3
Williamson,3151,45
Wilson,146,5
Winkler,38,0
Wise,157,5
Wood,115,5
Yoakum,40,0
Young,38,1
Zapata,63,0
Zavala,29,0
Total,220564,2813
Probable cases are not included in the total case numbers,NA,NA
