county,cases,fatalities
Anderson,2435,15
Andrews,338,7
Angelina,1898,49
Aransas,186,16
Archer,31,0
Armstrong,8,0
Atascosa,509,19
Austin,315,4
Bailey,183,4
Bandera,98,3
Bastrop,1421,23
Baylor,13,0
Bee,1344,15
Bell,4195,46
Bexar,35823,865
Blanco,115,5
Borden,0,0
Bosque,179,2
Bowie,774,38
Brazoria,7917,105
Brazos,4147,50
Brewster,187,2
Briscoe,12,1
Brooks,144,4
Brown,502,17
Burleson,248,6
Burnet,572,10
Caldwell,1171,29
Calhoun,552,6
Callahan,51,3
Cameron,17618,528
Camp,248,6
Carson,17,0
Cass,197,9
Castro,205,4
Chambers,1018,5
Cherokee,1217,11
Childress,50,0
Clay,45,1
Cochran,32,0
Coke,42,2
Coleman,33,0
Collin,8445,89
Collingsworth,12,0
Colorado,354,2
Comal,2008,80
Comanche,171,3
Concho,33,0
Cooke,264,3
Coryell,712,6
Cottle,18,2
Crane,70,2
Crockett,157,4
Crosby,65,1
Culberson,21,2
Dallam,196,6
Dallas,56428,802
Dawson,162,5
DeWitt,728,21
Deaf Smith,723,18
Delta,17,0
Denton,8077,100
Dickens,5,1
Dimmit,163,4
Donley,49,0
Duval,195,7
Eastland,90,1
Ector,2506,49
Edwards,30,0
El Paso,17632,328
Ellis,3238,48
Erath,574,7
Falls,142,3
Fannin,276,9
Fayette,323,14
Fisher,30,1
Floyd,92,6
Foard,2,0
Fort Bend,10823,189
Franklin,92,2
Freestone,174,0
Frio,567,6
Gaines,191,3
Galveston,9800,122
Garza,101,3
Gillespie,185,6
Glasscock,6,0
Goliad,117,6
Gonzales,716,11
Gray,221,2
Grayson,1204,16
Gregg,1630,29
Grimes,920,27
Guadalupe,1762,58
Hale,1474,31
Hall,15,1
Hamilton,91,3
Hansford,91,2
Hardeman,22,0
Hardin,1099,18
Harris,89425,1771
Harrison,729,24
Hartley,93,0
Haskell,51,0
Hays,5103,45
Hemphill,44,0
Henderson,677,12
Hidalgo,21275,742
Hill,339,7
Hockley,221,5
Hood,650,13
Hopkins,213,3
Houston,320,7
Howard,189,7
Hudspeth,35,2
Hunt,1261,21
Hutchinson,133,3
Irion,9,0
Jack,66,0
Jackson,415,11
Jasper,332,13
Jeff Davis,8,0
Jefferson,6165,91
Jim Hogg,65,2
Jim Wells,813,18
Johnson,2103,32
Jones,601,0
Karnes,661,9
Kaufman,2406,29
Kendall,171,4
Kenedy,6,1
Kent,3,0
Kerr,415,6
Kimble,16,1
King,0,0
Kinney,21,0
Kleberg,476,17
Knox,62,4
La Salle,361,2
Lamar,690,19
Lamb,242,16
Lampasas,129,4
Lavaca,638,23
Lee,177,11
Leon,156,3
Liberty,1085,35
Limestone,290,3
Lipscomb,22,0
Live Oak,240,4
Llano,90,1
Loving,0,0
Lubbock,6429,76
Lynn,74,4
Madison,686,2
Marion,135,9
Martin,65,5
Mason,60,0
Matagorda,828,32
Maverick,2596,47
McCulloch,55,1
McLennan,5248,60
McMullen,10,0
Medina,963,31
Menard,18,0
Midland,2846,35
Milam,366,3
Mills,26,0
Mitchell,70,1
Montague,83,2
Montgomery,6864,97
Moore,1080,14
Morris,131,3
Motley,6,0
Nacogdoches,1187,43
Navarro,925,11
Newton,116,4
Nolan,137,3
Nueces,13185,183
Ochiltree,100,2
Oldham,14,1
Orange,1521,27
Palo Pinto,342,10
Panola,301,18
Parker,1379,19
Parmer,359,7
Pecos,256,2
Polk,769,14
Potter,3759,41
Presidio,49,4
Rains,54,1
Randall,1847,23
Reagan,65,3
Real,90,1
Red River,140,12
Reeves,150,5
Refugio,241,5
Roberts,6,0
Robertson,238,2
Rockwall,1090,15
Runnels,150,2
Rusk,398,2
Sabine,62,6
San Augustine,178,11
San Jacinto,185,8
San Patricio,1082,34
San Saba,26,0
Schleicher,36,1
Scurry,505,2
Shackelford,19,0
Shelby,411,18
Sherman,44,0
Smith,2717,31
Somervell,84,0
Starr,2368,83
Stephens,48,3
Sterling,1,0
Stonewall,7,0
Sutton,67,1
Swisher,82,2
Tarrant,33403,492
Taylor,1145,28
Terrell,2,0
Terry,166,2
Throckmorton,4,2
Titus,1249,17
Tom Green,1818,32
Travis,23718,293
Trinity,163,4
Tyler,127,2
Upshur,264,2
Upton,16,1
Uvalde,584,10
Val Verde,1687,44
Van Zandt,440,7
Victoria,3569,55
Walker,3184,42
Waller,515,5
Ward,96,1
Washington,523,40
Webb,9126,115
Wharton,982,30
Wheeler,35,0
Wichita,1099,11
Wilbarger,77,1
Willacy,751,30
Williamson,7148,102
Wilson,484,20
Winkler,88,1
Wise,508,10
Wood,358,9
Yoakum,119,3
Young,199,6
Zapata,190,3
Zavala,236,6
Unknown,0,4
Total,520593,9602
Probable cases are not included in the total case numbers,NA,NA
