county,cases,fatalities
Anderson,2077,4
Andrews,215,3
Angelina,1234,14
Aransas,114,0
Archer,13,0
Armstrong,3,0
Atascosa,390,3
Austin,170,0
Bailey,128,1
Bandera,56,0
Bastrop,1110,12
Baylor,2,0
Bee,285,1
Bell,2931,18
Bexar,28776,283
Blanco,78,1
Borden,0,0
Bosque,95,0
Bowie,661,17
Brazoria,5177,35
Brazos,3522,42
Brewster,164,1
Briscoe,9,1
Brooks,57,0
Brown,303,16
Burleson,212,0
Burnet,379,6
Caldwell,941,7
Calhoun,322,3
Callahan,37,2
Cameron,6854,137
Camp,176,2
Carson,10,0
Cass,99,3
Castro,146,1
Chambers,777,5
Cherokee,583,2
Childress,14,0
Clay,21,0
Cochran,10,0
Coke,17,1
Coleman,8,0
Collin,5748,72
Collingsworth,6,0
Colorado,219,0
Comal,1415,43
Comanche,69,1
Concho,20,0
Cooke,166,0
Coryell,490,3
Cottle,6,1
Crane,65,10
Crockett,126,1
Crosby,37,3
Culberson,13,1
Dallam,171,1
Dallas,43439,567
Dawson,112,1
DeWitt,442,11
Deaf Smith,491,19
Delta,12,0
Denton,5544,46
Dickens,4,0
Dimmit,72,0
Donley,37,0
Duval,110,0
Eastland,35,0
Ector,1767,34
Edwards,20,0
El Paso,12501,211
Ellis,2183,21
Erath,329,1
Falls,95,0
Fannin,181,8
Fayette,270,5
Fisher,23,1
Floyd,63,4
Foard,1,0
Fort Bend,6239,78
Franklin,71,1
Freestone,119,0
Frio,413,1
Gaines,77,0
Galveston,7663,68
Garza,88,1
Gillespie,143,0
Glasscock,6,0
Goliad,59,1
Gonzales,537,6
Gray,141,4
Grayson,898,8
Gregg,1147,15
Grimes,788,2
Guadalupe,1458,6
Hale,1032,21
Hall,4,1
Hamilton,49,1
Hansford,45,2
Hardeman,10,0
Hardin,636,5
Harris,59924,575
Harrison,540,34
Hartley,74,2
Haskell,25,0
Hays,4045,22
Hemphill,28,0
Henderson,466,5
Hidalgo,13776,400
Hill,232,2
Hockley,145,4
Hood,291,5
Hopkins,142,0
Houston,229,0
Howard,113,2
Hudspeth,18,0
Hunt,908,8
Hutchinson,100,1
Irion,5,0
Jack,23,0
Jackson,171,1
Jasper,97,1
Jeff Davis,7,0
Jefferson,4697,49
Jim Hogg,44,0
Jim Wells,466,0
Johnson,1133,7
Jones,652,0
Karnes,181,0
Kaufman,1363,5
Kendall,131,0
Kenedy,3,0
Kent,2,0
Kerr,295,1
Kimble,13,0
King,0,0
Kinney,14,0
Kleberg,284,2
Knox,18,0
La Salle,347,0
Lamar,523,15
Lamb,157,7
Lampasas,65,0
Lavaca,525,1
Lee,128,3
Leon,127,0
Liberty,700,3
Limestone,139,1
Lipscomb,12,0
Live Oak,106,1
Llano,71,0
Loving,0,0
Lubbock,4769,68
Lynn,57,3
Madison,229,0
Marion,113,4
Martin,38,1
Mason,38,0
Matagorda,523,5
Maverick,1283,19
McCulloch,33,0
McLennan,3688,28
McMullen,6,0
Medina,527,7
Menard,16,0
Midland,1249,29
Milam,260,2
Mills,11,0
Mitchell,34,0
Montague,39,1
Montgomery,5294,50
Moore,967,15
Morris,70,0
Motley,3,0
Nacogdoches,810,36
Navarro,637,10
Newton,32,0
Nolan,110,1
Nueces,9607,116
Ochiltree,63,2
Oldham,12,1
Orange,813,8
Palo Pinto,119,2
Panola,253,24
Parker,896,1
Parmer,284,8
Pecos,188,1
Polk,533,1
Potter,3294,42
Presidio,32,0
Rains,32,1
Randall,1394,16
Reagan,53,3
Real,63,0
Red River,129,12
Reeves,103,2
Refugio,123,0
Roberts,6,0
Robertson,186,0
Rockwall,622,16
Runnels,53,0
Rusk,292,3
Sabine,39,1
San Augustine,142,12
San Jacinto,130,2
San Patricio,557,0
San Saba,15,0
Schleicher,33,1
Scurry,376,1
Shackelford,15,0
Shelby,335,14
Sherman,35,0
Smith,2006,11
Somervell,39,0
Starr,1519,20
Stephens,18,0
Sterling,0,0
Stonewall,4,0
Sutton,48,0
Swisher,69,1
Tarrant,23536,310
Taylor,960,13
Terrell,2,0
Terry,71,0
Throckmorton,2,0
Titus,1029,6
Tom Green,1317,13
Travis,18696,222
Trinity,115,0
Tyler,51,0
Upshur,144,0
Upton,14,0
Uvalde,374,5
Val Verde,657,8
Van Zandt,281,3
Victoria,2681,24
Walker,2661,28
Waller,332,0
Ward,75,1
Washington,435,34
Webb,4472,77
Wharton,453,1
Wheeler,28,0
Wichita,795,9
Wilbarger,28,0
Willacy,535,4
Williamson,5071,79
Wilson,385,6
Winkler,63,0
Wise,265,5
Wood,205,5
Yoakum,61,1
Young,85,1
Zapata,116,1
Zavala,128,0
Total,361125,4521
Probable cases are not included in the total case numbers,NA,NA
