state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,37,0.00258596589321
Texas,48,cases,ages,1-9 years,168,0.01174168297456
Texas,48,cases,ages,10-19 years,432,0.03019289907744
Texas,48,cases,ages,20-29 years,2227,0.155647190383
Texas,48,cases,ages,30-39 years,2601,0.18178641319542
Texas,48,cases,ages,40-49 years,2674,0.18688845401174
Texas,48,cases,ages,50-59 years,2619,0.18304445065698
Texas,48,cases,ages,60-64 years,1105,0.07722952194576
Texas,48,cases,ages,65-69 years,794,0.05549343024881
Texas,48,cases,ages,70-74 years,533,0.03725188705619
Texas,48,cases,ages,75-79 years,354,0.02474140341068
Texas,48,cases,ages,80+ years,640,0.04473022085547
Texas,48,cases,ages,Unknown,124,0.00866648029075
Texas,48,cases,gender,Female,6591,0.46065138384121
Texas,48,cases,gender,Male,7437,0.51977914453453
Texas,48,cases,gender,Unknown,280,0.01956947162427
Texas,48,cases,race,Asian,491,0.03431646631255
Texas,48,cases,race,Black,2181,0.15243220575902
Texas,48,cases,race,Hispanic,5686,0.39740005591278
Texas,48,cases,race,Other,96,0.00670953312832
Texas,48,cases,race,White,3961,0.27683813251328
Texas,48,cases,race,Unknown,1893,0.13230360637406
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,2,0.0040899795501
Texas,48,fatalities,ages,20-29 years,10,0.02044989775051
Texas,48,fatalities,ages,30-39 years,9,0.01840490797546
Texas,48,fatalities,ages,40-49 years,21,0.04294478527607
Texas,48,fatalities,ages,50-59 years,54,0.11042944785276
Texas,48,fatalities,ages,60-64 years,45,0.0920245398773
Texas,48,fatalities,ages,65-69 years,59,0.12065439672802
Texas,48,fatalities,ages,70-74 years,45,0.0920245398773
Texas,48,fatalities,ages,75-79 years,45,0.0920245398773
Texas,48,fatalities,ages,80+ years,196,0.40081799591002
Texas,48,fatalities,ages,Unknown,3,0.00613496932515
Texas,48,fatalities,gender,Female,190,0.38854805725971
Texas,48,fatalities,gender,Male,268,0.5480572597137
Texas,48,fatalities,gender,Unknown,31,0.06339468302658
Texas,48,fatalities,race,Asian,6,0.01226993865031
Texas,48,fatalities,race,Black,67,0.13701431492843
Texas,48,fatalities,race,Hispanic,120,0.24539877300614
Texas,48,fatalities,race,Other,2,0.0040899795501
Texas,48,fatalities,race,White,180,0.3680981595092
Texas,48,fatalities,race,Unknown,114,0.23312883435583
