county,cases,fatalities
Anderson,63,0
Andrews,22,0
Angelina,168,2
Aransas,5,0
Archer,1,0
Armstrong,2,0
Atascosa,35,1
Austin,21,0
Bailey,10,0
Bandera,6,0
Bastrop,161,2
Baylor,0,0
Bee,8,0
Bell,282,3
Bexar,2322,63
Blanco,7,0
Borden,0,0
Bosque,6,0
Bowie,176,5
Brazoria,805,11
Brazos,362,18
Brewster,1,0
Briscoe,1,0
Brooks,1,0
Brown,55,7
Burleson,20,0
Burnet,29,0
Caldwell,41,0
Calhoun,37,3
Callahan,8,1
Cameron,664,32
Camp,32,0
Carson,6,0
Cass,21,0
Castro,29,1
Chambers,58,0
Cherokee,44,2
Childress,2,0
Clay,3,0
Cochran,1,0
Coke,1,0
Coleman,2,0
Collin,1090,31
Collingsworth,4,0
Colorado,19,0
Comal,78,6
Comanche,5,1
Concho,1,0
Cooke,13,0
Coryell,226,2
Cottle,4,1
Crane,3,0
Crockett,0,0
Crosby,3,1
Culberson,0,0
Dallam,18,0
Dallas,7904,191
Dawson,39,1
DeWitt,17,1
Deaf Smith,141,7
Delta,1,0
Denton,1161,28
Dickens,1,0
Dimmit,1,0
Donley,26,0
Duval,5,0
Eastland,5,0
Ector,130,4
Edwards,0,0
El Paso,2046,57
Ellis,266,12
Erath,15,1
Falls,6,0
Fannin,29,2
Fayette,31,2
Fisher,2,0
Floyd,5,0
Foard,0,0
Fort Bend,1621,40
Franklin,8,0
Freestone,7,0
Frio,35,0
Gaines,6,0
Galveston,721,31
Garza,4,0
Gillespie,5,0
Glasscock,1,0
Goliad,7,0
Gonzales,90,2
Gray,95,1
Grayson,268,1
Gregg,180,4
Grimes,91,1
Guadalupe,116,0
Hale,50,4
Hall,1,0
Hamilton,7,0
Hansford,18,2
Hardeman,0,0
Hardin,121,4
Harris,10095,210
Harrison,217,22
Hartley,11,2
Haskell,2,0
Hays,250,3
Hemphill,1,0
Henderson,51,0
Hidalgo,467,10
Hill,23,1
Hockley,27,1
Hood,23,3
Hopkins,12,0
Houston,81,0
Howard,6,1
Hudspeth,0,0
Hunt,71,3
Hutchinson,31,0
Irion,0,0
Jack,4,0
Jackson,16,1
Jasper,26,1
Jeff Davis,0,0
Jefferson,465,27
Jim Hogg,4,0
Jim Wells,9,0
Johnson,144,4
Jones,134,0
Karnes,4,0
Kaufman,173,2
Kendall,24,0
Kenedy,0,0
Kent,0,0
Kerr,11,0
Kimble,1,0
King,0,0
Kinney,0,0
Kleberg,14,1
Knox,1,0
La Salle,4,0
Lamar,126,9
Lamb,11,0
Lampasas,8,0
Lavaca,8,1
Lee,8,0
Leon,9,0
Liberty,81,3
Limestone,18,1
Lipscomb,2,0
Live Oak,9,0
Llano,3,0
Loving,0,0
Lubbock,639,50
Lynn,5,1
Madison,8,0
Marion,15,0
Martin,3,1
Mason,31,0
Matagorda,63,5
Maverick,94,1
McCulloch,3,0
McLennan,102,4
McMullen,0,0
Medina,64,2
Menard,0,0
Midland,123,12
Milam,27,1
Mills,1,0
Mitchell,1,0
Montague,9,1
Montgomery,861,21
Moore,579,13
Morris,15,0
Motley,1,0
Nacogdoches,244,17
Navarro,40,2
Newton,4,0
Nolan,2,0
Nueces,256,3
Ochiltree,41,3
Oldham,3,1
Orange,89,2
Palo Pinto,10,2
Panola,164,19
Parker,67,1
Parmer,39,0
Pecos,24,0
Polk,52,0
Potter,2196,24
Presidio,0,0
Rains,3,0
Randall,625,5
Reagan,0,0
Real,0,0
Red River,42,4
Reeves,5,0
Refugio,3,0
Roberts,2,0
Robertson,7,0
Rockwall,147,9
Runnels,2,0
Rusk,42,2
Sabine,4,0
San Augustine,28,1
San Jacinto,13,0
San Patricio,28,0
San Saba,1,0
Schleicher,0,0
Scurry,2,0
Shackelford,1,0
Shelby,180,5
Sherman,23,0
Smith,195,4
Somervell,0,0
Starr,22,0
Stephens,2,0
Sterling,0,0
Stonewall,0,0
Sutton,0,0
Swisher,15,0
Tarrant,4711,132
Taylor,224,5
Terrell,0,0
Terry,13,0
Throckmorton,0,0
Titus,189,2
Tom Green,63,1
Travis,2644,82
Trinity,11,0
Tyler,10,0
Upshur,18,0
Upton,0,0
Uvalde,6,0
Val Verde,13,0
Van Zandt,25,1
Victoria,157,7
Walker,430,27
Waller,45,0
Ward,0,0
Washington,187,22
Webb,498,18
Wharton,45,0
Wheeler,15,0
Wichita,82,2
Wilbarger,6,0
Willacy,15,1
Williamson,513,20
Wilson,38,5
Winkler,3,0
Wise,42,2
Wood,22,1
Yoakum,3,0
Young,4,1
Zapata,8,0
Zavala,11,0
Total,52268,1440
