county,cases,fatalities
Anderson,990,2
Andrews,30,0
Angelina,352,5
Aransas,7,0
Archer,3,0
Armstrong,3,0
Atascosa,42,2
Austin,37,0
Bailey,52,0
Bandera,7,0
Bastrop,338,4
Baylor,1,0
Bee,32,0
Bell,672,7
Bexar,4876,89
Blanco,12,1
Borden,0,0
Bosque,7,0
Bowie,381,8
Brazoria,1525,18
Brazos,880,25
Brewster,18,0
Briscoe,1,0
Brooks,2,0
Brown,61,10
Burleson,48,0
Burnet,66,1
Caldwell,170,1
Calhoun,46,3
Callahan,13,2
Cameron,1236,45
Camp,109,1
Carson,6,0
Cass,35,2
Castro,48,1
Chambers,128,0
Cherokee,61,2
Childress,6,0
Clay,5,0
Cochran,1,0
Coke,4,0
Coleman,3,0
Collin,1866,38
Collingsworth,5,0
Colorado,41,0
Comal,197,7
Comanche,14,1
Concho,1,0
Cooke,26,0
Coryell,303,2
Cottle,4,1
Crane,39,5
Crockett,5,0
Crosby,8,1
Culberson,0,0
Dallam,39,0
Dallas,14843,293
Dawson,45,1
DeWitt,31,1
Deaf Smith,223,16
Delta,3,0
Denton,1812,36
Dickens,2,0
Dimmit,1,0
Donley,27,0
Duval,5,0
Eastland,7,0
Ector,275,7
Edwards,0,0
El Paso,3999,113
Ellis,470,19
Erath,41,1
Falls,19,0
Fannin,59,6
Fayette,52,2
Fisher,2,1
Floyd,16,0
Foard,0,0
Fort Bend,2496,50
Franklin,29,0
Freestone,17,0
Frio,80,0
Gaines,14,0
Galveston,1378,40
Garza,7,0
Gillespie,9,0
Glasscock,3,0
Goliad,7,0
Gonzales,172,4
Gray,111,4
Grayson,473,4
Gregg,296,12
Grimes,287,2
Guadalupe,184,0
Hale,110,5
Hall,2,1
Hamilton,18,1
Hansford,23,2
Hardeman,4,0
Hardin,155,5
Harris,17707,289
Harrison,269,29
Hartley,13,2
Haskell,4,0
Hays,1093,5
Hemphill,2,0
Henderson,85,3
Hidalgo,1255,17
Hill,41,1
Hockley,29,1
Hood,35,4
Hopkins,44,0
Houston,148,0
Howard,24,1
Hudspeth,13,0
Hunt,217,5
Hutchinson,47,0
Irion,1,0
Jack,4,0
Jackson,21,1
Jasper,33,1
Jeff Davis,0,0
Jefferson,1319,32
Jim Hogg,4,0
Jim Wells,19,0
Johnson,244,4
Jones,615,0
Karnes,7,0
Kaufman,343,4
Kendall,36,0
Kenedy,0,0
Kent,0,0
Kerr,20,1
Kimble,1,0
King,0,0
Kinney,1,0
Kleberg,20,1
Knox,1,0
La Salle,5,0
Lamar,180,12
Lamb,25,0
Lampasas,13,0
Lavaca,22,1
Lee,39,3
Leon,13,0
Liberty,156,3
Limestone,41,1
Lipscomb,9,0
Live Oak,9,0
Llano,5,0
Loving,0,0
Lubbock,955,51
Lynn,21,1
Madison,23,0
Marion,21,1
Martin,4,1
Mason,33,0
Matagorda,94,5
Maverick,199,2
McCulloch,4,0
McLennan,196,4
McMullen,0,0
Medina,227,2
Menard,0,0
Midland,222,13
Milam,48,1
Mills,1,0
Mitchell,2,0
Montague,9,1
Montgomery,1359,33
Moore,872,14
Morris,31,0
Motley,1,0
Nacogdoches,329,25
Navarro,98,4
Newton,6,0
Nolan,5,0
Nueces,391,4
Ochiltree,53,2
Oldham,4,1
Orange,118,3
Palo Pinto,14,2
Panola,188,23
Parker,118,1
Parmer,132,0
Pecos,111,0
Polk,72,0
Potter,2798,37
Presidio,11,0
Rains,6,0
Randall,763,7
Reagan,2,0
Real,1,0
Red River,95,8
Reeves,14,0
Refugio,6,0
Roberts,2,0
Robertson,18,0
Rockwall,216,15
Runnels,2,0
Rusk,233,2
Sabine,15,1
San Augustine,74,5
San Jacinto,22,0
San Patricio,48,0
San Saba,2,0
Schleicher,8,0
Scurry,28,0
Shackelford,1,0
Shelby,230,8
Sherman,28,0
Smith,297,4
Somervell,3,0
Starr,159,0
Stephens,5,0
Sterling,0,0
Stonewall,0,0
Sutton,0,0
Swisher,23,1
Tarrant,7642,198
Taylor,259,5
Terrell,0,0
Terry,13,0
Throckmorton,0,0
Titus,635,4
Tom Green,131,1
Travis,4771,106
Trinity,20,0
Tyler,14,0
Upshur,42,0
Upton,0,0
Uvalde,29,0
Val Verde,21,0
Van Zandt,53,1
Victoria,207,8
Walker,1879,27
Waller,99,0
Ward,7,0
Washington,219,26
Webb,756,21
Wharton,98,1
Wheeler,16,0
Wichita,120,2
Wilbarger,7,0
Willacy,65,3
Williamson,1021,30
Wilson,53,5
Winkler,4,0
Wise,58,5
Wood,62,5
Yoakum,10,0
Young,15,1
Zapata,24,0
Zavala,13,0
Total,96335,2062
