county,cases,fatalities
Anderson,2744,18
Andrews,388,8
Angelina,2045,71
Aransas,298,18
Archer,63,1
Armstrong,11,0
Atascosa,586,29
Austin,444,7
Bailey,203,4
Bandera,109,6
Bastrop,1649,27
Baylor,14,0
Bee,1807,25
Bell,5041,69
Bexar,39010,1172
Blanco,133,5
Borden,0,0
Bosque,245,6
Bowie,1129,45
Brazoria,10004,148
Brazos,5442,59
Brewster,206,2
Briscoe,12,1
Brooks,272,20
Brown,506,20
Burleson,306,6
Burnet,666,12
Caldwell,1381,34
Calhoun,614,7
Callahan,74,3
Cameron,21802,824
Camp,326,8
Carson,17,0
Cass,271,12
Castro,239,4
Chambers,1184,6
Cherokee,1457,22
Childress,60,0
Clay,71,1
Cochran,42,1
Coke,49,3
Coleman,60,3
Collin,11676,119
Collingsworth,17,0
Colorado,451,4
Comal,2481,101
Comanche,224,3
Concho,60,1
Cooke,349,5
Coryell,1739,11
Cottle,18,2
Crane,71,2
Crockett,164,6
Crosby,81,1
Culberson,38,2
Dallam,213,8
Dallas,74100,1021
Dawson,245,8
DeWitt,890,27
Deaf Smith,818,20
Delta,21,0
Denton,10766,139
Dickens,46,1
Dimmit,188,7
Donley,57,1
Duval,405,10
Eastland,130,3
Ector,2905,71
Edwards,34,1
El Paso,21259,465
Ellis,3951,61
Erath,736,10
Falls,179,3
Fannin,622,12
Fayette,382,18
Fisher,61,1
Floyd,99,9
Foard,3,0
Fort Bend,15158,255
Franklin,118,6
Freestone,387,1
Frio,644,7
Gaines,268,8
Galveston,11007,147
Garza,102,4
Gillespie,206,9
Glasscock,6,0
Goliad,126,6
Gonzales,819,14
Gray,251,5
Grayson,1577,31
Gregg,1968,52
Grimes,1031,31
Guadalupe,1924,75
Hale,1686,49
Hall,16,1
Hamilton,105,4
Hansford,105,3
Hardeman,22,0
Hardin,1234,22
Harris,112039,2363
Harrison,826,29
Hartley,105,0
Haskell,57,2
Hays,5526,59
Hemphill,67,0
Henderson,867,19
Hidalgo,28893,1282
Hill,394,12
Hockley,286,6
Hood,812,25
Hopkins,260,8
Houston,349,9
Howard,351,9
Hudspeth,43,2
Hunt,1498,32
Hutchinson,154,3
Irion,10,0
Jack,127,1
Jackson,511,15
Jasper,411,21
Jeff Davis,14,0
Jefferson,6841,114
Jim Hogg,95,2
Jim Wells,1328,30
Johnson,2615,46
Jones,583,0
Karnes,750,14
Kaufman,2884,42
Kendall,198,5
Kenedy,7,1
Kent,7,0
Kerr,441,9
Kimble,16,1
King,0,0
Kinney,23,1
Kleberg,944,33
Knox,67,8
La Salle,361,9
Lamar,948,29
Lamb,301,20
Lampasas,181,7
Lavaca,691,32
Lee,208,14
Leon,207,5
Liberty,2055,46
Limestone,499,8
Lipscomb,26,0
Live Oak,357,8
Llano,105,1
Loving,0,0
Lubbock,9075,103
Lynn,87,5
Madison,699,5
Marion,147,13
Martin,74,6
Mason,76,1
Matagorda,965,40
Maverick,3458,101
McCulloch,126,1
McLennan,6813,90
McMullen,19,0
Medina,1133,38
Menard,22,0
Midland,3409,56
Milam,452,5
Mills,40,0
Mitchell,79,1
Montague,152,3
Montgomery,9377,137
Moore,1126,19
Morris,164,3
Motley,7,0
Nacogdoches,1412,54
Navarro,1165,21
Newton,164,8
Nolan,180,4
Nueces,15296,309
Ochiltree,113,4
Oldham,15,1
Orange,1767,38
Palo Pinto,464,14
Panola,335,24
Parker,1706,27
Parmer,393,7
Pecos,339,4
Polk,794,20
Potter,4194,49
Presidio,91,5
Rains,60,3
Randall,2341,32
Reagan,86,6
Real,105,5
Red River,152,14
Reeves,180,5
Refugio,301,10
Roberts,8,0
Robertson,266,4
Rockwall,1439,23
Runnels,224,4
Rusk,762,6
Sabine,75,8
San Augustine,195,13
San Jacinto,208,8
San Patricio,1369,62
San Saba,41,0
Schleicher,51,2
Scurry,563,2
Shackelford,23,0
Shelby,449,21
Sherman,56,0
Smith,3437,78
Somervell,126,4
Starr,3172,145
Stephens,130,4
Sterling,4,0
Stonewall,9,1
Sutton,77,2
Swisher,96,3
Tarrant,40443,643
Taylor,1370,39
Terrell,3,0
Terry,210,4
Throckmorton,5,2
Titus,1392,26
Tom Green,2097,60
Travis,27124,385
Trinity,182,6
Tyler,192,4
Upshur,340,8
Upton,21,2
Uvalde,729,27
Val Verde,1957,82
Van Zandt,532,18
Victoria,3876,84
Walker,3403,51
Waller,725,9
Ward,113,1
Washington,582,46
Webb,12144,210
Wharton,1245,46
Wheeler,42,0
Wichita,1429,17
Wilbarger,120,2
Willacy,1174,44
Williamson,8092,132
Wilson,552,26
Winkler,102,1
Wise,677,12
Wood,428,17
Yoakum,173,4
Young,238,6
Zapata,317,4
Zavala,272,13
Unknown,0,8
Total,645791,13692
Probable cases are not included in the total case numbers,NA,NA
