county,cases,fatalities
Anderson,95,0
Andrews,27,0
Angelina,281,5
Aransas,5,0
Archer,3,0
Armstrong,3,0
Atascosa,43,2
Austin,31,0
Bailey,29,0
Bandera,6,0
Bastrop,285,4
Baylor,1,0
Bee,27,0
Bell,530,6
Bexar,3648,80
Blanco,11,1
Borden,0,0
Bosque,7,0
Bowie,363,7
Brazoria,790,11
Brazos,684,24
Brewster,1,0
Briscoe,1,0
Brooks,1,0
Brown,60,10
Burleson,39,0
Burnet,56,1
Caldwell,85,0
Calhoun,45,3
Callahan,12,1
Cameron,990,42
Camp,98,1
Carson,6,0
Cass,33,1
Castro,37,1
Chambers,88,0
Cherokee,54,2
Childress,6,0
Clay,5,0
Cochran,1,0
Coke,2,0
Coleman,3,0
Collin,1553,37
Collingsworth,5,0
Colorado,28,0
Comal,137,7
Comanche,12,1
Concho,1,0
Cooke,23,0
Coryell,296,2
Cottle,4,1
Crane,32,5
Crockett,5,0
Crosby,4,1
Culberson,0,0
Dallam,35,0
Dallas,12945,274
Dawson,45,1
DeWitt,25,1
Deaf Smith,192,14
Delta,2,0
Denton,1599,36
Dickens,1,0
Dimmit,1,0
Donley,27,0
Duval,5,0
Eastland,7,0
Ector,221,6
Edwards,0,0
El Paso,3650,97
Ellis,429,18
Erath,30,1
Falls,14,0
Fannin,51,2
Fayette,43,2
Fisher,2,1
Floyd,16,0
Foard,0,0
Fort Bend,2299,47
Franklin,24,0
Freestone,12,0
Frio,54,0
Gaines,9,0
Galveston,1084,38
Garza,6,0
Gillespie,5,0
Glasscock,1,0
Goliad,7,0
Gonzales,157,4
Gray,107,3
Grayson,403,4
Gregg,274,11
Grimes,252,1
Guadalupe,154,0
Hale,67,5
Hall,2,1
Hamilton,10,1
Hansford,21,2
Hardeman,4,0
Hardin,144,5
Harris,15552,267
Harrison,261,28
Hartley,12,2
Haskell,3,0
Hays,492,5
Hemphill,1,0
Henderson,74,3
Hidalgo,842,12
Hill,33,1
Hockley,28,1
Hood,31,4
Hopkins,41,0
Houston,153,0
Howard,18,1
Hudspeth,11,0
Hunt,147,5
Hutchinson,44,0
Irion,1,0
Jack,4,0
Jackson,20,1
Jasper,32,1
Jeff Davis,0,0
Jefferson,1187,31
Jim Hogg,4,0
Jim Wells,15,0
Johnson,220,4
Jones,633,0
Karnes,4,0
Kaufman,316,3
Kendall,35,0
Kenedy,0,0
Kent,0,0
Kerr,20,1
Kimble,1,0
King,0,0
Kinney,1,0
Kleberg,20,1
Knox,1,0
La Salle,4,0
Lamar,160,11
Lamb,18,0
Lampasas,9,0
Lavaca,21,1
Lee,32,2
Leon,11,0
Liberty,115,3
Limestone,36,1
Lipscomb,7,0
Live Oak,9,0
Llano,4,0
Loving,0,0
Lubbock,775,50
Lynn,14,1
Madison,19,0
Marion,18,1
Martin,3,1
Mason,33,0
Matagorda,73,5
Maverick,149,2
McCulloch,3,0
McLennan,141,4
McMullen,0,0
Medina,218,2
Menard,0,0
Midland,180,13
Milam,38,1
Mills,1,0
Mitchell,2,0
Montague,9,1
Montgomery,1162,32
Moore,866,14
Morris,28,0
Motley,1,0
Nacogdoches,317,24
Navarro,74,3
Newton,6,0
Nolan,3,0
Nueces,310,3
Ochiltree,52,2
Oldham,4,1
Orange,102,2
Palo Pinto,14,2
Panola,214,23
Parker,105,1
Parmer,100,0
Pecos,107,0
Polk,62,0
Potter,2778,36
Presidio,2,0
Rains,4,0
Randall,747,6
Reagan,2,0
Real,1,0
Red River,86,8
Reeves,11,0
Refugio,5,0
Roberts,2,0
Robertson,18,0
Rockwall,199,14
Runnels,2,0
Rusk,68,2
Sabine,15,1
San Augustine,49,4
San Jacinto,20,0
San Patricio,41,0
San Saba,1,0
Schleicher,0,0
Scurry,27,0
Shackelford,1,0
Shelby,224,8
Sherman,28,0
Smith,244,4
Somervell,2,0
Starr,68,0
Stephens,4,0
Sterling,0,0
Stonewall,0,0
Sutton,0,0
Swisher,19,1
Tarrant,6599,189
Taylor,249,5
Terrell,0,0
Terry,13,0
Throckmorton,0,0
Titus,572,2
Tom Green,83,1
Travis,4109,99
Trinity,22,0
Tyler,16,0
Upshur,35,0
Upton,0,0
Uvalde,22,0
Val Verde,21,0
Van Zandt,44,1
Victoria,184,8
Walker,1866,27
Waller,86,0
Ward,2,0
Washington,214,25
Webb,652,20
Wharton,87,1
Wheeler,15,0
Wichita,92,2
Wilbarger,7,0
Willacy,48,3
Williamson,763,29
Wilson,46,5
Winkler,3,0
Wise,55,5
Wood,51,5
Yoakum,8,0
Young,13,1
Zapata,12,0
Zavala,12,0
Total,81583,1920
