county,cases,fatalities
Anderson,2355,10
Andrews,273,6
Angelina,1755,38
Aransas,162,12
Archer,20,0
Armstrong,7,0
Atascosa,419,16
Austin,218,3
Bailey,166,4
Bandera,89,3
Bastrop,1313,20
Baylor,8,0
Bee,696,9
Bell,3680,33
Bexar,34238,673
Blanco,98,5
Borden,0,0
Bosque,136,2
Bowie,708,31
Brazoria,6887,84
Brazos,3953,44
Brewster,186,2
Briscoe,11,1
Brooks,94,1
Brown,356,15
Burleson,235,6
Burnet,544,7
Caldwell,1096,24
Calhoun,511,4
Callahan,46,3
Cameron,15118,394
Camp,219,5
Carson,14,0
Cass,160,7
Castro,188,4
Chambers,924,2
Cherokee,832,5
Childress,36,0
Clay,36,1
Cochran,31,0
Coke,40,1
Coleman,16,0
Collin,6738,74
Collingsworth,7,0
Colorado,257,2
Comal,1720,67
Comanche,121,3
Concho,26,0
Cooke,206,3
Coryell,636,5
Cottle,14,2
Crane,70,2
Crockett,156,3
Crosby,58,1
Culberson,16,2
Dallam,183,5
Dallas,52131,687
Dawson,137,4
DeWitt,641,15
Deaf Smith,629,17
Delta,16,0
Denton,7127,80
Dickens,4,1
Dimmit,138,3
Donley,45,0
Duval,161,5
Eastland,63,1
Ector,2367,43
Edwards,27,0
El Paso,15427,260
Ellis,2691,37
Erath,489,5
Falls,114,3
Fannin,237,8
Fayette,301,14
Fisher,26,1
Floyd,86,5
Foard,2,0
Fort Bend,7867,151
Franklin,89,1
Freestone,142,0
Frio,495,5
Gaines,145,0
Galveston,9106,106
Garza,99,2
Gillespie,174,5
Glasscock,6,0
Goliad,77,4
Gonzales,646,9
Gray,205,2
Grayson,1051,11
Gregg,1348,22
Grimes,861,20
Guadalupe,1650,48
Hale,1244,24
Hall,10,1
Hamilton,55,2
Hansford,58,2
Hardeman,17,0
Hardin,902,11
Harris,79543,1409
Harrison,644,22
Hartley,82,0
Haskell,39,0
Hays,4931,35
Hemphill,42,0
Henderson,609,11
Hidalgo,18249,510
Hill,313,5
Hockley,191,4
Hood,490,9
Hopkins,183,1
Houston,307,6
Howard,162,3
Hudspeth,22,2
Hunt,1105,21
Hutchinson,120,2
Irion,9,0
Jack,47,0
Jackson,380,5
Jasper,302,5
Jeff Davis,8,0
Jefferson,5721,74
Jim Hogg,54,1
Jim Wells,658,13
Johnson,1730,30
Jones,631,0
Karnes,391,5
Kaufman,2007,22
Kendall,155,4
Kenedy,6,1
Kent,3,0
Kerr,384,6
Kimble,13,0
King,0,0
Kinney,18,0
Kleberg,389,6
Knox,53,0
La Salle,356,1
Lamar,642,16
Lamb,213,10
Lampasas,86,2
Lavaca,625,14
Lee,163,9
Leon,138,2
Liberty,869,30
Limestone,201,3
Lipscomb,16,0
Live Oak,222,2
Llano,86,1
Loving,0,0
Lubbock,5751,67
Lynn,66,4
Madison,645,2
Marion,128,8
Martin,48,3
Mason,45,0
Matagorda,692,23
Maverick,1852,29
McCulloch,45,1
McLennan,4694,43
McMullen,8,0
Medina,615,24
Menard,17,0
Midland,2423,28
Milam,327,3
Mills,16,0
Mitchell,58,0
Montague,61,1
Montgomery,6397,76
Moore,1035,12
Morris,98,1
Motley,4,0
Nacogdoches,1067,38
Navarro,810,8
Newton,92,4
Nolan,132,3
Nueces,10410,117
Ochiltree,89,2
Oldham,14,1
Orange,1369,18
Palo Pinto,236,6
Panola,273,17
Parker,1160,15
Parmer,323,7
Pecos,226,1
Polk,693,11
Potter,3571,39
Presidio,45,0
Rains,47,1
Randall,1646,18
Reagan,61,3
Real,86,0
Red River,135,11
Reeves,143,4
Refugio,216,1
Roberts,6,0
Robertson,220,2
Rockwall,786,12
Runnels,116,1
Rusk,341,2
Sabine,51,6
San Augustine,157,11
San Jacinto,175,8
San Patricio,867,19
San Saba,22,0
Schleicher,35,1
Scurry,454,1
Shackelford,17,0
Shelby,390,18
Sherman,39,0
Smith,2416,18
Somervell,65,0
Starr,2025,52
Stephens,31,2
Sterling,0,0
Stonewall,5,0
Sutton,60,1
Swisher,79,2
Tarrant,30162,410
Taylor,1106,21
Terrell,2,0
Terry,125,2
Throckmorton,4,0
Titus,1178,14
Tom Green,1659,20
Travis,21822,244
Trinity,153,3
Tyler,115,2
Upshur,200,2
Upton,16,1
Uvalde,506,7
Val Verde,1332,18
Van Zandt,362,3
Victoria,3331,34
Walker,2838,40
Waller,417,4
Ward,84,1
Washington,498,38
Webb,6921,81
Wharton,644,25
Wheeler,32,0
Wichita,946,11
Wilbarger,56,1
Willacy,644,21
Williamson,5930,83
Wilson,430,17
Winkler,70,1
Wise,365,6
Wood,313,5
Yoakum,90,2
Young,152,4
Zapata,165,2
Zavala,197,5
Unknown,0,2
Total,459887,7497
Probable cases are not included in the total case numbers,NA,NA
