county,cases,fatalities
Anderson,1016,2
Andrews,73,0
Angelina,464,6
Aransas,17,0
Archer,6,0
Armstrong,3,0
Atascosa,90,2
Austin,67,0
Bailey,93,1
Bandera,16,0
Bastrop,417,6
Baylor,1,0
Bee,43,0
Bell,1128,12
Bexar,9652,107
Blanco,26,1
Borden,0,0
Bosque,10,0
Bowie,418,13
Brazoria,2161,21
Brazos,1720,29
Brewster,85,0
Briscoe,2,0
Brooks,3,0
Brown,68,10
Burleson,74,0
Burnet,117,3
Caldwell,307,2
Calhoun,72,3
Callahan,16,2
Cameron,2183,55
Camp,117,1
Carson,6,0
Cass,37,2
Castro,74,1
Chambers,272,2
Cherokee,105,2
Childress,7,0
Clay,6,0
Cochran,1,0
Coke,5,1
Coleman,3,0
Collin,2671,42
Collingsworth,6,0
Colorado,87,0
Comal,470,7
Comanche,14,1
Concho,7,0
Cooke,35,0
Coryell,327,2
Cottle,4,1
Crane,50,8
Crockett,7,0
Crosby,15,1
Culberson,3,0
Dallam,84,1
Dallas,19595,351
Dawson,45,1
DeWitt,56,1
Deaf Smith,287,16
Delta,5,0
Denton,2630,37
Dickens,2,0
Dimmit,11,0
Donley,27,0
Duval,15,0
Eastland,9,0
Ector,506,7
Edwards,2,0
El Paso,5614,127
Ellis,711,19
Erath,69,1
Falls,26,0
Fannin,82,7
Fayette,80,2
Fisher,5,1
Floyd,22,0
Foard,0,0
Fort Bend,3716,53
Franklin,41,0
Freestone,20,0
Frio,178,0
Gaines,15,0
Galveston,2821,40
Garza,12,0
Gillespie,33,0
Glasscock,5,0
Goliad,12,0
Gonzales,248,4
Gray,114,4
Grayson,563,5
Gregg,339,13
Grimes,344,2
Guadalupe,638,1
Hale,235,7
Hall,2,1
Hamilton,19,1
Hansford,28,2
Hardeman,4,0
Hardin,217,5
Harris,29163,369
Harrison,288,30
Hartley,22,2
Haskell,4,0
Hays,2469,6
Hemphill,7,0
Henderson,117,4
Hidalgo,2892,31
Hill,59,1
Hockley,36,1
Hood,48,4
Hopkins,54,0
Houston,160,0
Howard,34,1
Hudspeth,15,0
Hunt,392,6
Hutchinson,57,0
Irion,2,0
Jack,7,0
Jackson,40,1
Jasper,51,1
Jeff Davis,1,0
Jefferson,1631,32
Jim Hogg,13,0
Jim Wells,105,0
Johnson,372,4
Jones,607,0
Karnes,21,0
Kaufman,518,4
Kendall,61,0
Kenedy,0,0
Kent,0,0
Kerr,72,1
Kimble,1,0
King,0,0
Kinney,2,0
Kleberg,52,1
Knox,1,0
La Salle,10,0
Lamar,265,13
Lamb,36,0
Lampasas,19,0
Lavaca,123,1
Lee,56,3
Leon,20,0
Liberty,275,3
Limestone,45,1
Lipscomb,9,0
Live Oak,21,0
Llano,8,0
Loving,0,0
Lubbock,1984,51
Lynn,28,1
Madison,30,0
Marion,26,1
Martin,11,1
Mason,33,0
Matagorda,152,5
Maverick,311,2
McCulloch,11,0
McLennan,697,6
McMullen,0,0
Medina,254,2
Menard,3,0
Midland,563,14
Milam,80,1
Mills,1,0
Mitchell,4,0
Montague,17,1
Montgomery,1952,36
Moore,888,15
Morris,37,0
Motley,1,0
Nacogdoches,381,26
Navarro,185,6
Newton,12,0
Nolan,33,0
Nueces,1727,6
Ochiltree,53,2
Oldham,4,1
Orange,198,3
Palo Pinto,17,2
Panola,205,25
Parker,255,1
Parmer,188,8
Pecos,117,0
Polk,106,0
Potter,2858,39
Presidio,15,0
Rains,8,0
Randall,825,6
Reagan,2,0
Real,1,0
Red River,105,10
Reeves,19,0
Refugio,10,0
Roberts,3,0
Robertson,35,0
Rockwall,331,16
Runnels,5,0
Rusk,264,3
Sabine,23,1
San Augustine,103,7
San Jacinto,31,0
San Patricio,109,0
San Saba,4,0
Schleicher,14,0
Scurry,32,0
Shackelford,1,0
Shelby,275,9
Sherman,30,0
Smith,499,4
Somervell,5,0
Starr,496,3
Stephens,7,0
Sterling,0,0
Stonewall,0,0
Sutton,3,0
Swisher,31,1
Tarrant,11083,224
Taylor,346,5
Terrell,1,0
Terry,16,0
Throckmorton,0,0
Titus,683,4
Tom Green,268,1
Travis,7825,117
Trinity,32,0
Tyler,25,0
Upshur,46,0
Upton,2,0
Uvalde,70,1
Val Verde,108,0
Van Zandt,78,3
Victoria,480,8
Walker,1967,28
Waller,145,0
Ward,14,0
Washington,261,31
Webb,1262,24
Wharton,189,1
Wheeler,16,0
Wichita,300,2
Wilbarger,9,0
Willacy,137,3
Williamson,1850,35
Wilson,86,5
Winkler,14,0
Wise,90,5
Wood,80,5
Yoakum,21,0
Young,22,1
Zapata,45,0
Zavala,19,0
Total,148723,2393
