county,cases,fatalities
Anderson,1761,3
Andrews,132,2
Angelina,683,9
Aransas,50,0
Archer,10,0
Armstrong,3,0
Atascosa,197,2
Austin,124,0
Bailey,112,1
Bandera,38,0
Bastrop,689,8
Baylor,1,0
Bee,133,0
Bell,1992,13
Bexar,17679,165
Blanco,49,1
Borden,0,0
Bosque,37,0
Bowie,484,15
Brazoria,3272,24
Brazos,2804,34
Brewster,150,1
Briscoe,9,1
Brooks,35,0
Brown,156,13
Burleson,134,0
Burnet,217,3
Caldwell,604,5
Calhoun,143,3
Callahan,26,2
Cameron,3246,71
Camp,130,2
Carson,10,0
Cass,52,2
Castro,112,1
Chambers,548,2
Cherokee,331,2
Childress,7,0
Clay,14,0
Cochran,6,0
Coke,6,1
Coleman,5,0
Collin,4108,56
Collingsworth,6,0
Colorado,152,0
Comal,866,18
Comanche,26,1
Concho,13,0
Cooke,86,0
Coryell,374,2
Cottle,4,1
Crane,63,9
Crockett,29,0
Crosby,33,1
Culberson,6,0
Dallam,116,1
Dallas,30361,436
Dawson,75,1
DeWitt,131,3
Deaf Smith,403,17
Delta,7,0
Denton,3697,38
Dickens,2,0
Dimmit,30,0
Donley,28,0
Duval,74,0
Eastland,17,0
Ector,1105,13
Edwards,2,0
El Paso,8746,150
Ellis,1485,20
Erath,207,1
Falls,50,0
Fannin,135,8
Fayette,142,3
Fisher,11,1
Floyd,50,0
Foard,1,0
Fort Bend,4524,61
Franklin,55,1
Freestone,69,0
Frio,298,0
Gaines,39,0
Galveston,5320,50
Garza,20,1
Gillespie,63,0
Glasscock,6,0
Goliad,27,0
Gonzales,318,4
Gray,130,4
Grayson,708,7
Gregg,728,13
Grimes,644,2
Guadalupe,966,3
Hale,707,8
Hall,2,1
Hamilton,28,1
Hansford,32,2
Hardeman,5,0
Hardin,369,5
Harris,40919,423
Harrison,398,31
Hartley,55,2
Haskell,6,0
Hays,3409,11
Hemphill,20,0
Henderson,230,4
Hidalgo,6060,103
Hill,139,2
Hockley,99,1
Hood,169,5
Hopkins,80,0
Houston,175,0
Howard,64,1
Hudspeth,17,0
Hunt,666,8
Hutchinson,72,0
Irion,3,0
Jack,12,0
Jackson,79,1
Jasper,70,1
Jeff Davis,5,0
Jefferson,3438,37
Jim Hogg,32,0
Jim Wells,260,0
Johnson,769,4
Jones,604,0
Karnes,66,0
Kaufman,952,5
Kendall,97,0
Kenedy,1,0
Kent,0,0
Kerr,134,1
Kimble,9,0
King,0,0
Kinney,3,0
Kleberg,145,1
Knox,6,0
La Salle,68,0
Lamar,377,14
Lamb,73,0
Lampasas,37,0
Lavaca,228,1
Lee,89,3
Leon,87,0
Liberty,482,3
Limestone,93,1
Lipscomb,11,0
Live Oak,65,0
Llano,29,0
Loving,0,0
Lubbock,3376,59
Lynn,49,1
Madison,97,0
Marion,37,1
Martin,24,1
Mason,35,0
Matagorda,337,5
Maverick,720,7
McCulloch,23,0
McLennan,2438,15
McMullen,0,0
Medina,338,3
Menard,14,0
Midland,1070,19
Milam,137,1
Mills,6,0
Mitchell,23,0
Montague,26,1
Montgomery,2876,40
Moore,915,15
Morris,51,0
Motley,2,0
Nacogdoches,525,29
Navarro,433,7
Newton,12,0
Nolan,60,0
Nueces,5260,37
Ochiltree,60,2
Oldham,4,1
Orange,493,5
Palo Pinto,55,2
Panola,223,24
Parker,516,1
Parmer,236,8
Pecos,138,1
Polk,288,0
Potter,3038,39
Presidio,26,0
Rains,17,0
Randall,1026,7
Reagan,28,0
Real,4,0
Red River,119,12
Reeves,77,1
Refugio,42,0
Roberts,6,0
Robertson,86,0
Rockwall,430,16
Runnels,20,0
Rusk,249,3
Sabine,29,1
San Augustine,121,7
San Jacinto,63,0
San Patricio,284,0
San Saba,10,0
Schleicher,23,1
Scurry,90,1
Shackelford,8,0
Shelby,292,14
Sherman,32,0
Smith,1220,7
Somervell,23,0
Starr,877,4
Stephens,13,0
Sterling,0,0
Stonewall,0,0
Sutton,20,0
Swisher,53,1
Tarrant,16700,259
Taylor,622,7
Terrell,2,0
Terry,47,0
Throckmorton,1,0
Titus,851,6
Tom Green,641,1
Travis,13864,159
Trinity,56,0
Tyler,36,0
Upshur,86,0
Upton,11,0
Uvalde,207,1
Val Verde,503,3
Van Zandt,167,3
Victoria,1599,10
Walker,2194,28
Waller,226,0
Ward,36,0
Washington,349,32
Webb,2405,39
Wharton,312,1
Wheeler,19,0
Wichita,567,3
Wilbarger,17,0
Willacy,256,3
Williamson,3617,51
Wilson,173,5
Winkler,40,0
Wise,174,5
Wood,120,5
Yoakum,40,0
Young,46,1
Zapata,66,0
Zavala,46,0
Total,240111,3013
Probable cases are not included in the total case numbers,NA,NA
