county,cases,fatalities
Anderson,2519,18
Andrews,377,8
Angelina,2013,69
Aransas,215,18
Archer,56,1
Armstrong,11,0
Atascosa,576,27
Austin,419,6
Bailey,202,4
Bandera,109,6
Bastrop,1616,27
Baylor,15,0
Bee,1643,24
Bell,4942,65
Bexar,38327,1136
Blanco,129,5
Borden,0,0
Bosque,232,5
Bowie,968,44
Brazoria,9591,143
Brazos,4872,57
Brewster,203,2
Briscoe,12,1
Brooks,251,16
Brown,488,20
Burleson,293,6
Burnet,669,12
Caldwell,1255,34
Calhoun,614,7
Callahan,72,3
Cameron,21342,793
Camp,316,8
Carson,17,0
Cass,261,12
Castro,231,4
Chambers,1166,5
Cherokee,1432,18
Childress,57,0
Clay,69,1
Cochran,39,1
Coke,49,3
Coleman,55,2
Collin,11198,114
Collingsworth,16,0
Colorado,448,4
Comal,2395,96
Comanche,218,3
Concho,58,1
Cooke,335,4
Coryell,1436,10
Cottle,18,2
Crane,71,2
Crockett,162,6
Crosby,81,1
Culberson,36,2
Dallam,211,8
Dallas,72610,984
Dawson,230,8
DeWitt,870,25
Deaf Smith,809,20
Delta,17,0
Denton,10340,135
Dickens,44,1
Dimmit,186,6
Donley,55,1
Duval,351,10
Eastland,118,3
Ector,2865,68
Edwards,34,1
El Paso,20686,446
Ellis,3843,58
Erath,706,10
Falls,172,3
Fannin,611,12
Fayette,378,17
Fisher,60,1
Floyd,99,8
Foard,3,0
Fort Bend,15036,243
Franklin,116,6
Freestone,388,1
Frio,641,7
Gaines,262,7
Galveston,10646,143
Garza,102,3
Gillespie,203,7
Glasscock,6,0
Goliad,121,6
Gonzales,818,13
Gray,246,4
Grayson,1532,29
Gregg,1936,51
Grimes,1000,31
Guadalupe,1903,74
Hale,1667,47
Hall,16,1
Hamilton,105,3
Hansford,103,3
Hardeman,22,0
Hardin,1181,21
Harris,108085,2281
Harrison,811,28
Hartley,104,0
Haskell,56,2
Hays,5425,58
Hemphill,60,0
Henderson,834,17
Hidalgo,27908,1206
Hill,383,11
Hockley,278,5
Hood,791,23
Hopkins,251,8
Houston,342,9
Howard,285,8
Hudspeth,39,2
Hunt,1441,30
Hutchinson,150,3
Irion,10,0
Jack,128,1
Jackson,505,14
Jasper,410,19
Jeff Davis,13,0
Jefferson,6680,107
Jim Hogg,79,2
Jim Wells,1088,24
Johnson,2564,45
Jones,599,0
Karnes,746,12
Kaufman,2833,41
Kendall,197,5
Kenedy,7,1
Kent,7,0
Kerr,439,9
Kimble,16,1
King,0,0
Kinney,23,1
Kleberg,673,29
Knox,67,8
La Salle,365,4
Lamar,791,28
Lamb,292,19
Lampasas,158,6
Lavaca,688,32
Lee,197,14
Leon,204,5
Liberty,1860,43
Limestone,467,8
Lipscomb,25,0
Live Oak,353,7
Llano,101,1
Loving,0,0
Lubbock,8027,100
Lynn,82,4
Madison,695,5
Marion,143,12
Martin,74,5
Mason,73,1
Matagorda,939,39
Maverick,3335,84
McCulloch,114,1
McLennan,6549,83
McMullen,16,0
Medina,1133,37
Menard,20,0
Midland,3322,53
Milam,441,5
Mills,35,0
Mitchell,75,1
Montague,135,3
Montgomery,8904,132
Moore,1125,18
Morris,158,3
Motley,7,0
Nacogdoches,1379,50
Navarro,1110,18
Newton,164,8
Nolan,158,4
Nueces,15157,289
Ochiltree,110,4
Oldham,15,1
Orange,1799,36
Palo Pinto,430,11
Panola,326,22
Parker,1666,25
Parmer,390,7
Pecos,310,4
Polk,778,18
Potter,4114,49
Presidio,66,5
Rains,60,3
Randall,2252,31
Reagan,86,6
Real,105,5
Red River,148,14
Reeves,172,5
Refugio,273,10
Roberts,8,0
Robertson,252,5
Rockwall,1378,21
Runnels,208,3
Rusk,716,5
Sabine,75,8
San Augustine,192,12
San Jacinto,204,8
San Patricio,1326,60
San Saba,39,0
Schleicher,51,2
Scurry,557,2
Shackelford,23,0
Shelby,445,20
Sherman,55,0
Smith,3359,70
Somervell,121,4
Starr,2782,140
Stephens,112,4
Sterling,4,0
Stonewall,10,1
Sutton,77,2
Swisher,94,3
Tarrant,39659,624
Taylor,1339,35
Terrell,3,0
Terry,207,3
Throckmorton,5,2
Titus,1371,25
Tom Green,2057,56
Travis,26622,371
Trinity,180,6
Tyler,191,4
Upshur,332,8
Upton,20,2
Uvalde,705,24
Val Verde,1957,78
Van Zandt,521,18
Victoria,3819,82
Walker,3417,48
Waller,685,8
Ward,109,1
Washington,575,45
Webb,11389,195
Wharton,1215,43
Wheeler,42,0
Wichita,1362,16
Wilbarger,111,2
Willacy,891,43
Williamson,7984,126
Wilson,541,25
Winkler,96,1
Wise,665,12
Wood,412,16
Yoakum,163,4
Young,226,6
Zapata,281,4
Zavala,266,11
Unknown,0,8
Total,625347,13091
Probable cases are not included in the total case numbers,NA,NA
