state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,160,0.0032
Texas,48,cases,ages,1-9 years,769,0.0154
Texas,48,cases,ages,10-19 years,2041,0.0408
Texas,48,cases,ages,20-29 years,9597,0.1917
Texas,48,cases,ages,30-39 years,10591,0.2115
Texas,48,cases,ages,40-49 years,9622,0.19219999999999998
Texas,48,cases,ages,50-59 years,8424,0.16829999999999998
Texas,48,cases,ages,60-64 years,3152,0.063
Texas,48,cases,ages,65-69 years,2186,0.0437
Texas,48,cases,ages,70-74 years,1290,0.0258
Texas,48,cases,ages,75-79 years,843,0.016837101542
Texas,48,cases,ages,80+ years,1371,0.0274
Texas,48,cases,ages,Pending DOB,22,4e-4
Texas,48,cases,gender,Female,16979,0.33909999999999996
Texas,48,cases,gender,Male,32145,0.642
Texas,48,cases,gender,Unknown,944,0.0189
Texas,48,cases,race,Asian,771,0.015399057281999999
Texas,48,cases,race,Black,8143,0.16260000000000002
Texas,48,cases,race,Hispanic,19961,0.3987
Texas,48,cases,race,Other,225,0.004493888312
Texas,48,cases,race,White,14529,0.2902
Texas,48,cases,race,Unknown,6439,0.1286
Texas,48,fatalities,ages,<1 year,3,2e-4
Texas,48,fatalities,ages,1-9 years,6,4e-4
Texas,48,fatalities,ages,10-19 years,16,0.0011
Texas,48,fatalities,ages,20-29 years,94,0.0066
Texas,48,fatalities,ages,30-39 years,263,0.018534178999
Texas,48,fatalities,ages,40-49 years,789,0.0556
Texas,48,fatalities,ages,50-59 years,1707,0.12029999999999999
Texas,48,fatalities,ages,60-64 years,1351,0.09519999999999999
Texas,48,fatalities,ages,65-69 years,1672,0.11779999999999999
Texas,48,fatalities,ages,70-74 years,1851,0.1304
Texas,48,fatalities,ages,75-79 years,1727,0.1217
Texas,48,fatalities,ages,80+ years,4711,0.332
Texas,48,fatalities,ages,Unknown,0,0
Texas,48,fatalities,gender,Female,5907,0.4163
Texas,48,fatalities,gender,Male,8283,0.5837
Texas,48,fatalities,gender,Unknown,0,0
Texas,48,fatalities,race,Asian,275,0.0194
Texas,48,fatalities,race,Black,1620,0.1142
Texas,48,fatalities,race,Hispanic,7929,0.5588000000000001
Texas,48,fatalities,race,Other,78,0.0055000000000000005
Texas,48,fatalities,race,White,4281,0.3017
Texas,48,fatalities,race,Unknown,7,5e-4
