state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,99,0.004047589844229118
Texas,48,cases,ages,1-9 years,451,0.018439020401488204
Texas,48,cases,ages,10-19 years,1172,0.04791692219632855
Texas,48,cases,ages,20-29 years,4462,0.18242773621161945
Texas,48,cases,ages,30-39 years,4532,0.18528966842471073
Texas,48,cases,ages,40-49 years,4360,0.17825749212968642
Texas,48,cases,ages,50-59 years,4102,0.16770922768714994
Texas,48,cases,ages,60-64 years,1633,0.0667647900568298
Texas,48,cases,ages,65-69 years,1183,0.048366654401242895
Texas,48,cases,ages,70-74 years,769,0.031440369598102945
Texas,48,cases,ages,75-79 years,584,0.023876691606361668
Texas,48,cases,ages,80+ years,1097,0.04485056625373073
Texas,48,cases,ages,Unknown,15,6.132711885195633e-4
Texas,48,cases,gender,Female,11798,0.48235823214358725
Texas,48,cases,gender,Male,12396,0.5068073101925672
Texas,48,cases,gender,Unknown,265,0.01083445766384562
Texas,48,cases,race,Asian,634,0.0259209289014269
Texas,48,cases,race,Black,2821,0.115335868187579
Texas,48,cases,race,Hispanic,9548,0.390367553865653
Texas,48,cases,race,Other,130,0.00531501696716955
Texas,48,cases,race,White,6137,0.250909685596304
Texas,48,cases,race,Unknown,5189,0.212150946481868
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,0,0
Texas,48,fatalities,ages,20-29 years,4,0.005689900426742532
Texas,48,fatalities,ages,30-39 years,12,0.017069701280227598
Texas,48,fatalities,ages,40-49 years,25,0.03556187766714083
Texas,48,fatalities,ages,50-59 years,75,0.10668563300142248
Texas,48,fatalities,ages,60-64 years,71,0.10099573257467995
Texas,48,fatalities,ages,65-69 years,80,0.11379800853485064
Texas,48,fatalities,ages,70-74 years,75,0.10668563300142248
Texas,48,fatalities,ages,75-79 years,80,0.11379800853485064
Texas,48,fatalities,ages,80+ years,281,0.39971550497866287
Texas,48,fatalities,ages,Unknown,0,0
Texas,48,fatalities,gender,Female,292,0.41536273115220484
Texas,48,fatalities,gender,Male,408,0.5803698435277382
Texas,48,fatalities,gender,Unknown,3,0.004267425320056899
Texas,48,fatalities,race,Asian,14,0.01991465149359886
Texas,48,fatalities,race,Black,90,0.12802275960170698
Texas,48,fatalities,race,Hispanic,204,0.2901849217638691
Texas,48,fatalities,race,Other,1,0.001422475106685633
Texas,48,fatalities,race,White,304,0.43243243243243246
Texas,48,fatalities,race,Unknown,90,0.12802275960170698
