county,cases,fatalities
Anderson,2428,14
Andrews,304,7
Angelina,1869,47
Aransas,183,16
Archer,28,0
Armstrong,8,0
Atascosa,487,19
Austin,287,4
Bailey,179,4
Bandera,93,3
Bastrop,1390,22
Baylor,12,0
Bee,1277,12
Bell,4036,44
Bexar,35437,826
Blanco,114,5
Borden,0,0
Bosque,174,2
Bowie,775,36
Brazoria,7591,100
Brazos,4092,47
Brewster,187,2
Briscoe,12,1
Brooks,135,4
Brown,402,17
Burleson,247,6
Burnet,571,10
Caldwell,1163,28
Calhoun,547,6
Callahan,48,3
Cameron,17069,485
Camp,239,6
Carson,16,0
Cass,185,8
Castro,205,4
Chambers,993,4
Cherokee,1167,8
Childress,48,0
Clay,43,1
Cochran,32,0
Coke,42,2
Coleman,28,0
Collin,8052,86
Collingsworth,12,0
Colorado,333,2
Comal,1929,72
Comanche,160,3
Concho,31,0
Cooke,252,3
Coryell,696,5
Cottle,18,2
Crane,71,2
Crockett,156,3
Crosby,63,1
Culberson,18,2
Dallam,195,5
Dallas,55553,773
Dawson,157,4
DeWitt,716,20
Deaf Smith,680,18
Delta,17,0
Denton,7867,95
Dickens,5,1
Dimmit,158,4
Donley,49,0
Duval,191,6
Eastland,83,1
Ector,2455,46
Edwards,28,0
El Paso,17210,307
Ellis,3218,48
Erath,564,5
Falls,139,3
Fannin,269,8
Fayette,318,14
Fisher,29,1
Floyd,90,6
Foard,2,0
Fort Bend,10335,173
Franklin,92,2
Freestone,164,0
Frio,516,5
Gaines,186,3
Galveston,9605,116
Garza,99,3
Gillespie,177,6
Glasscock,6,0
Goliad,96,5
Gonzales,699,10
Gray,218,2
Grayson,1191,13
Gregg,1589,28
Grimes,895,25
Guadalupe,1723,56
Hale,1439,31
Hall,14,1
Hamilton,89,3
Hansford,82,2
Hardeman,22,0
Hardin,999,16
Harris,87505,1679
Harrison,711,24
Hartley,91,0
Haskell,43,0
Hays,5066,42
Hemphill,44,0
Henderson,657,12
Hidalgo,20431,672
Hill,331,7
Hockley,216,4
Hood,588,10
Hopkins,205,3
Houston,318,7
Howard,178,6
Hudspeth,33,2
Hunt,1202,21
Hutchinson,129,3
Irion,9,0
Jack,68,0
Jackson,411,9
Jasper,332,12
Jeff Davis,8,0
Jefferson,6067,88
Jim Hogg,64,1
Jim Wells,787,16
Johnson,2037,31
Jones,599,0
Karnes,646,7
Kaufman,2321,27
Kendall,165,4
Kenedy,6,1
Kent,3,0
Kerr,404,6
Kimble,14,1
King,0,0
Kinney,20,0
Kleberg,459,8
Knox,61,2
La Salle,362,2
Lamar,668,18
Lamb,233,14
Lampasas,114,3
Lavaca,635,22
Lee,177,11
Leon,145,3
Liberty,1041,34
Limestone,258,3
Lipscomb,21,0
Live Oak,236,4
Llano,89,1
Loving,0,0
Lubbock,6295,75
Lynn,74,4
Madison,676,2
Marion,134,9
Martin,64,5
Mason,60,0
Matagorda,786,31
Maverick,2321,44
McCulloch,53,1
McLennan,5106,58
McMullen,10,0
Medina,934,29
Menard,18,0
Midland,2788,34
Milam,355,3
Mills,24,0
Mitchell,69,1
Montague,79,2
Montgomery,6776,90
Moore,1064,14
Morris,127,3
Motley,6,0
Nacogdoches,1171,42
Navarro,905,9
Newton,116,4
Nolan,136,3
Nueces,12612,157
Ochiltree,99,2
Oldham,14,1
Orange,1493,23
Palo Pinto,304,9
Panola,297,18
Parker,1329,19
Parmer,349,7
Pecos,249,2
Polk,762,13
Potter,3711,41
Presidio,47,2
Rains,51,1
Randall,1765,21
Reagan,64,3
Real,88,1
Red River,137,11
Reeves,148,5
Refugio,235,4
Roberts,6,0
Robertson,236,2
Rockwall,1033,15
Runnels,140,2
Rusk,384,2
Sabine,62,6
San Augustine,175,11
San Jacinto,182,8
San Patricio,972,31
San Saba,25,0
Schleicher,36,1
Scurry,488,1
Shackelford,20,0
Shelby,406,18
Sherman,43,0
Smith,2612,28
Somervell,79,0
Starr,2264,79
Stephens,49,3
Sterling,0,0
Stonewall,5,0
Sutton,66,1
Swisher,82,2
Tarrant,32666,469
Taylor,1137,28
Terrell,2,0
Terry,161,2
Throckmorton,4,2
Titus,1231,15
Tom Green,1786,28
Travis,23249,277
Trinity,157,4
Tyler,127,2
Upshur,257,2
Upton,16,1
Uvalde,562,10
Val Verde,1332,38
Van Zandt,432,4
Victoria,3543,52
Walker,3095,42
Waller,485,5
Ward,93,1
Washington,520,39
Webb,8490,109
Wharton,862,26
Wheeler,33,0
Wichita,1056,11
Wilbarger,77,1
Willacy,720,30
Williamson,7011,98
Wilson,458,19
Winkler,85,1
Wise,475,8
Wood,345,8
Yoakum,114,3
Young,190,5
Zapata,179,3
Zavala,233,6
Unknown,0,3
Total,506820,9034
Probable cases are not included in the total case numbers,NA,NA
