county,cases,fatalities
Anderson,2449,18
Andrews,356,8
Angelina,1968,63
Aransas,198,16
Archer,40,0
Armstrong,11,0
Atascosa,551,23
Austin,398,5
Bailey,198,4
Bandera,106,3
Bastrop,1542,25
Baylor,13,0
Bee,1489,20
Bell,4636,58
Bexar,37060,1007
Blanco,122,5
Borden,0,0
Bosque,200,5
Bowie,860,42
Brazoria,8824,127
Brazos,4390,53
Brewster,188,2
Briscoe,12,1
Brooks,197,14
Brown,447,19
Burleson,275,6
Burnet,630,12
Caldwell,1217,32
Calhoun,586,7
Callahan,60,3
Cameron,19862,668
Camp,280,7
Carson,17,0
Cass,229,9
Castro,219,4
Chambers,1123,5
Cherokee,1353,14
Childress,51,0
Clay,60,1
Cochran,36,1
Coke,48,3
Coleman,45,2
Collin,10474,105
Collingsworth,15,0
Colorado,421,3
Comal,2293,94
Comanche,206,3
Concho,41,0
Cooke,298,4
Coryell,786,9
Cottle,18,2
Crane,70,2
Crockett,161,5
Crosby,80,1
Culberson,23,2
Dallam,204,6
Dallas,69086,899
Dawson,189,8
DeWitt,798,24
Deaf Smith,781,19
Delta,18,0
Denton,9235,119
Dickens,13,1
Dimmit,174,5
Donley,52,1
Duval,230,9
Eastland,106,2
Ector,2703,59
Edwards,34,0
El Paso,19622,395
Ellis,3562,55
Erath,633,8
Falls,156,3
Fannin,559,10
Fayette,354,15
Fisher,50,1
Floyd,98,7
Foard,3,0
Fort Bend,14640,220
Franklin,101,4
Freestone,374,0
Frio,622,7
Gaines,236,5
Galveston,10400,135
Garza,102,3
Gillespie,196,6
Glasscock,6,0
Goliad,121,6
Gonzales,795,12
Gray,241,3
Grayson,1391,20
Gregg,1803,43
Grimes,977,29
Guadalupe,1871,67
Hale,1554,40
Hall,16,1
Hamilton,97,3
Hansford,100,3
Hardeman,22,0
Hardin,1233,19
Harris,99290,2072
Harrison,774,26
Hartley,99,0
Haskell,51,1
Hays,5297,53
Hemphill,53,0
Henderson,765,16
Hidalgo,25169,995
Hill,346,8
Hockley,246,5
Hood,725,21
Hopkins,236,5
Houston,526,8
Howard,258,8
Hudspeth,37,2
Hunt,1385,25
Hutchinson,142,3
Irion,9,0
Jack,120,0
Jackson,486,13
Jasper,393,17
Jeff Davis,8,0
Jefferson,6559,104
Jim Hogg,73,2
Jim Wells,943,23
Johnson,2427,42
Jones,604,0
Karnes,730,10
Kaufman,2685,33
Kendall,198,4
Kenedy,7,1
Kent,7,0
Kerr,430,9
Kimble,16,1
King,0,0
Kinney,22,1
Kleberg,567,21
Knox,64,8
La Salle,365,2
Lamar,791,24
Lamb,267,19
Lampasas,143,5
Lavaca,665,28
Lee,191,13
Leon,167,4
Liberty,1602,41
Limestone,389,5
Lipscomb,23,0
Live Oak,282,5
Llano,100,1
Loving,0,0
Lubbock,6918,87
Lynn,76,4
Madison,779,4
Marion,139,10
Martin,70,5
Mason,67,0
Matagorda,887,38
Maverick,3168,67
McCulloch,75,1
McLennan,5796,76
McMullen,11,0
Medina,1073,34
Menard,20,0
Midland,3094,45
Milam,402,4
Mills,31,0
Mitchell,73,1
Montague,110,3
Montgomery,8122,115
Moore,1109,18
Morris,142,3
Motley,6,0
Nacogdoches,1292,45
Navarro,1037,13
Newton,162,6
Nolan,147,4
Nueces,14584,248
Ochiltree,103,3
Oldham,14,1
Orange,1744,34
Palo Pinto,412,10
Panola,305,20
Parker,1607,23
Parmer,379,7
Pecos,284,3
Polk,774,16
Potter,3943,45
Presidio,49,4
Rains,58,1
Randall,2077,25
Reagan,77,5
Real,100,5
Red River,144,14
Reeves,167,5
Refugio,251,10
Roberts,8,0
Robertson,246,3
Rockwall,1274,21
Runnels,183,3
Rusk,556,4
Sabine,72,6
San Augustine,186,12
San Jacinto,197,8
San Patricio,1208,52
San Saba,33,0
Schleicher,38,1
Scurry,532,2
Shackelford,21,0
Shelby,428,19
Sherman,49,0
Smith,3044,53
Somervell,114,2
Starr,2618,118
Stephens,114,3
Sterling,1,0
Stonewall,8,1
Sutton,76,2
Swisher,91,3
Tarrant,37924,570
Taylor,1249,33
Terrell,3,0
Terry,191,3
Throckmorton,4,2
Titus,1295,20
Tom Green,1975,43
Travis,25890,338
Trinity,172,4
Tyler,175,3
Upshur,316,5
Upton,18,1
Uvalde,660,16
Val Verde,1775,60
Van Zandt,499,12
Victoria,3749,71
Walker,3344,46
Waller,635,5
Ward,103,1
Washington,561,44
Webb,10130,157
Wharton,1156,40
Wheeler,41,0
Wichita,1227,14
Wilbarger,95,2
Willacy,818,41
Williamson,7747,115
Wilson,530,24
Winkler,88,1
Wise,620,11
Wood,386,13
Yoakum,142,4
Young,211,6
Zapata,247,3
Zavala,257,8
Unknown,0,7
Total,586730,11576
Probable cases are not included in the total case numbers,NA,NA
