county,cases,fatalities
Anderson,1006,2
Andrews,44,0
Angelina,380,6
Aransas,7,0
Archer,3,0
Armstrong,3,0
Atascosa,70,2
Austin,45,0
Bailey,83,0
Bandera,15,0
Bastrop,340,4
Baylor,1,0
Bee,36,0
Bell,822,10
Bexar,6344,96
Blanco,14,1
Borden,0,0
Bosque,10,0
Bowie,400,12
Brazoria,1728,19
Brazos,1225,25
Brewster,24,0
Briscoe,1,0
Brooks,3,0
Brown,62,10
Burleson,55,0
Burnet,80,3
Caldwell,216,1
Calhoun,55,3
Callahan,13,2
Cameron,1546,48
Camp,110,1
Carson,6,0
Cass,36,2
Castro,51,1
Chambers,156,0
Cherokee,67,2
Childress,6,0
Clay,5,0
Cochran,1,0
Coke,4,0
Coleman,3,0
Collin,2189,38
Collingsworth,5,0
Colorado,55,0
Comal,280,7
Comanche,14,1
Concho,2,0
Cooke,27,0
Coryell,310,2
Cottle,4,1
Crane,46,5
Crockett,5,0
Crosby,8,1
Culberson,1,0
Dallam,49,0
Dallas,16437,313
Dawson,45,1
DeWitt,37,1
Deaf Smith,233,16
Delta,4,0
Denton,2113,36
Dickens,2,0
Dimmit,3,0
Donley,27,0
Duval,5,0
Eastland,7,0
Ector,325,7
Edwards,0,0
El Paso,4488,120
Ellis,510,19
Erath,44,1
Falls,22,0
Fannin,65,6
Fayette,60,2
Fisher,2,1
Floyd,18,0
Foard,0,0
Fort Bend,2951,50
Franklin,33,0
Freestone,19,0
Frio,139,0
Gaines,14,0
Galveston,1784,40
Garza,7,0
Gillespie,17,0
Glasscock,5,0
Goliad,7,0
Gonzales,215,4
Gray,113,4
Grayson,514,5
Gregg,305,12
Grimes,301,2
Guadalupe,323,1
Hale,139,5
Hall,2,1
Hamilton,18,1
Hansford,23,2
Hardeman,4,0
Hardin,172,5
Harris,20874,322
Harrison,272,32
Hartley,13,2
Haskell,4,0
Hays,1608,5
Hemphill,2,0
Henderson,97,3
Hidalgo,1556,21
Hill,48,1
Hockley,29,1
Hood,35,4
Hopkins,50,2
Houston,148,0
Howard,26,1
Hudspeth,14,0
Hunt,258,5
Hutchinson,49,0
Irion,1,0
Jack,4,0
Jackson,25,1
Jasper,36,1
Jeff Davis,0,0
Jefferson,1393,32
Jim Hogg,9,0
Jim Wells,27,0
Johnson,254,4
Jones,650,0
Karnes,14,0
Kaufman,360,4
Kendall,44,0
Kenedy,0,0
Kent,0,0
Kerr,33,1
Kimble,1,0
King,0,0
Kinney,2,0
Kleberg,27,1
Knox,1,0
La Salle,7,0
Lamar,205,13
Lamb,29,0
Lampasas,17,0
Lavaca,85,1
Lee,49,3
Leon,15,0
Liberty,182,3
Limestone,41,1
Lipscomb,9,0
Live Oak,9,0
Llano,5,0
Loving,0,0
Lubbock,1288,51
Lynn,21,1
Madison,28,0
Marion,21,1
Martin,6,1
Mason,33,0
Matagorda,109,5
Maverick,214,2
McCulloch,5,0
McLennan,303,5
McMullen,0,0
Medina,250,2
Menard,0,0
Midland,322,13
Milam,57,1
Mills,1,0
Mitchell,2,0
Montague,12,1
Montgomery,1555,34
Moore,877,14
Morris,34,0
Motley,1,0
Nacogdoches,345,25
Navarro,120,4
Newton,8,0
Nolan,10,0
Nueces,597,6
Ochiltree,53,2
Oldham,4,1
Orange,143,3
Palo Pinto,14,2
Panola,193,23
Parker,124,1
Parmer,155,0
Pecos,112,0
Polk,75,0
Potter,2822,39
Presidio,11,0
Rains,8,0
Randall,775,6
Reagan,2,0
Real,1,0
Red River,99,8
Reeves,14,0
Refugio,6,0
Roberts,2,0
Robertson,27,0
Rockwall,228,16
Runnels,3,0
Rusk,250,2
Sabine,19,1
San Augustine,87,6
San Jacinto,23,0
San Patricio,66,0
San Saba,2,0
Schleicher,12,0
Scurry,29,0
Shackelford,1,0
Shelby,254,9
Sherman,30,0
Smith,340,4
Somervell,3,0
Starr,244,0
Stephens,5,0
Sterling,0,0
Stonewall,0,0
Sutton,1,0
Swisher,23,1
Tarrant,8511,208
Taylor,282,5
Terrell,0,0
Terry,14,0
Throckmorton,0,0
Titus,656,4
Tom Green,186,1
Travis,5704,109
Trinity,23,0
Tyler,18,0
Upshur,43,0
Upton,1,0
Uvalde,37,0
Val Verde,59,0
Van Zandt,54,3
Victoria,241,8
Walker,1912,28
Waller,110,0
Ward,8,0
Washington,229,26
Webb,874,22
Wharton,118,1
Wheeler,16,0
Wichita,169,2
Wilbarger,7,0
Willacy,87,3
Williamson,1237,32
Wilson,72,5
Winkler,6,0
Wise,62,5
Wood,71,5
Yoakum,13,0
Young,16,1
Zapata,33,0
Zavala,13,0
Total,111601,2182
