county,cases,fatalities
Anderson,2520,18
Andrews,368,8
Angelina,2013,69
Aransas,212,18
Archer,53,0
Armstrong,11,0
Atascosa,569,27
Austin,418,6
Bailey,202,4
Bandera,109,5
Bastrop,1596,27
Baylor,15,0
Bee,1614,22
Bell,4858,65
Bexar,37937,1101
Blanco,127,5
Borden,0,0
Bosque,222,5
Bowie,969,44
Brazoria,9419,138
Brazos,4719,56
Brewster,192,2
Briscoe,12,1
Brooks,218,16
Brown,480,20
Burleson,292,6
Burnet,670,12
Caldwell,1236,33
Calhoun,607,7
Callahan,70,3
Cameron,21048,767
Camp,296,8
Carson,17,0
Cass,260,12
Castro,229,4
Chambers,1149,5
Cherokee,1424,16
Childress,57,0
Clay,67,1
Cochran,37,1
Coke,49,3
Coleman,53,2
Collin,11054,114
Collingsworth,16,0
Colorado,446,3
Comal,2382,96
Comanche,216,3
Concho,56,1
Cooke,325,4
Coryell,1431,10
Cottle,18,2
Crane,71,2
Crockett,162,6
Crosby,81,1
Culberson,29,2
Dallam,209,7
Dallas,71630,959
Dawson,224,8
DeWitt,850,25
Deaf Smith,806,20
Delta,17,0
Denton,10125,132
Dickens,34,1
Dimmit,181,6
Donley,55,1
Duval,322,10
Eastland,114,3
Ector,2818,67
Edwards,34,1
El Paso,20539,433
Ellis,3801,56
Erath,693,9
Falls,168,3
Fannin,593,12
Fayette,374,16
Fisher,59,1
Floyd,99,7
Foard,3,0
Fort Bend,14957,239
Franklin,111,6
Freestone,385,1
Frio,638,7
Gaines,251,7
Galveston,10575,140
Garza,102,3
Gillespie,200,6
Glasscock,6,0
Goliad,121,6
Gonzales,817,13
Gray,243,4
Grayson,1512,27
Gregg,1901,48
Grimes,986,30
Guadalupe,1901,72
Hale,1644,45
Hall,16,1
Hamilton,102,3
Hansford,102,3
Hardeman,22,0
Hardin,1254,20
Harris,106595,2208
Harrison,805,28
Hartley,102,0
Haskell,54,2
Hays,5396,56
Hemphill,58,0
Henderson,825,16
Hidalgo,27538,1144
Hill,369,9
Hockley,269,5
Hood,779,22
Hopkins,246,7
Houston,341,9
Howard,281,8
Hudspeth,39,2
Hunt,1429,29
Hutchinson,148,3
Irion,10,0
Jack,126,1
Jackson,502,14
Jasper,406,18
Jeff Davis,8,0
Jefferson,6642,107
Jim Hogg,79,2
Jim Wells,1044,24
Johnson,2533,45
Jones,598,0
Karnes,746,12
Kaufman,2817,38
Kendall,197,5
Kenedy,7,1
Kent,7,0
Kerr,438,9
Kimble,16,1
King,0,0
Kinney,22,1
Kleberg,642,26
Knox,67,8
La Salle,365,4
Lamar,791,26
Lamb,287,19
Lampasas,154,6
Lavaca,687,31
Lee,196,14
Leon,192,5
Liberty,1829,43
Limestone,459,8
Lipscomb,25,0
Live Oak,330,6
Llano,101,1
Loving,0,0
Lubbock,7485,96
Lynn,81,4
Madison,690,5
Marion,140,10
Martin,73,5
Mason,73,1
Matagorda,913,38
Maverick,3293,82
McCulloch,109,1
McLennan,6355,81
McMullen,15,0
Medina,1121,36
Menard,20,0
Midland,3272,51
Milam,430,5
Mills,35,0
Mitchell,73,1
Montague,129,3
Montgomery,8736,125
Moore,1122,18
Morris,158,3
Motley,6,0
Nacogdoches,1354,49
Navarro,1095,17
Newton,163,6
Nolan,153,4
Nueces,15087,277
Ochiltree,110,3
Oldham,15,1
Orange,1782,35
Palo Pinto,430,11
Panola,318,21
Parker,1666,25
Parmer,386,7
Pecos,299,4
Polk,778,18
Potter,4055,49
Presidio,52,5
Rains,60,3
Randall,2187,30
Reagan,84,6
Real,105,5
Red River,145,14
Reeves,173,5
Refugio,268,10
Roberts,8,0
Robertson,251,5
Rockwall,1360,21
Runnels,200,3
Rusk,713,5
Sabine,73,8
San Augustine,192,12
San Jacinto,202,8
San Patricio,1286,60
San Saba,38,0
Schleicher,38,2
Scurry,546,2
Shackelford,24,0
Shelby,438,19
Sherman,53,0
Smith,3315,63
Somervell,119,4
Starr,2782,135
Stephens,113,3
Sterling,3,0
Stonewall,10,1
Sutton,76,2
Swisher,94,3
Tarrant,39334,614
Taylor,1317,34
Terrell,3,0
Terry,203,3
Throckmorton,5,2
Titus,1360,25
Tom Green,2041,53
Travis,26516,360
Trinity,178,6
Tyler,185,3
Upshur,328,6
Upton,19,2
Uvalde,704,18
Val Verde,1957,78
Van Zandt,520,18
Victoria,3796,77
Walker,3651,48
Waller,674,8
Ward,109,1
Washington,565,45
Webb,10845,183
Wharton,1198,43
Wheeler,42,0
Wichita,1324,14
Wilbarger,103,2
Willacy,866,42
Williamson,7949,123
Wilson,540,25
Winkler,95,1
Wise,661,12
Wood,407,15
Yoakum,149,4
Young,227,6
Zapata,281,4
Zavala,261,10
Unknown,0,8
Total,617333,12681
Probable cases are not included in the total case numbers,NA,NA
