county,cases,fatalities
Anderson,66,0
Andrews,27,0
Angelina,193,4
Aransas,5,0
Archer,1,0
Armstrong,2,0
Atascosa,35,2
Austin,24,0
Bailey,14,0
Bandera,6,0
Bastrop,190,2
Baylor,0,0
Bee,9,0
Bell,329,3
Bexar,2480,69
Blanco,8,0
Borden,0,0
Bosque,6,0
Bowie,156,6
Brazoria,853,12
Brazos,444,19
Brewster,1,0
Briscoe,1,0
Brooks,1,0
Brown,57,9
Burleson,22,0
Burnet,30,0
Caldwell,52,0
Calhoun,37,3
Callahan,9,1
Cameron,711,33
Camp,58,0
Carson,6,0
Cass,25,0
Castro,32,1
Chambers,62,0
Cherokee,44,2
Childress,2,0
Clay,3,0
Cochran,1,0
Coke,1,0
Coleman,2,0
Collin,1189,33
Collingsworth,5,0
Colorado,21,0
Comal,83,6
Comanche,9,1
Concho,1,0
Cooke,13,0
Coryell,227,2
Cottle,4,1
Crane,22,1
Crockett,0,0
Crosby,3,1
Culberson,0,0
Dallam,22,0
Dallas,9188,213
Dawson,40,1
DeWitt,17,1
Deaf Smith,158,14
Delta,1,0
Denton,1255,30
Dickens,1,0
Dimmit,1,0
Donley,26,0
Duval,5,0
Eastland,6,0
Ector,152,5
Edwards,0,0
El Paso,2461,68
Ellis,290,13
Erath,16,1
Falls,6,0
Fannin,37,2
Fayette,32,2
Fisher,2,1
Floyd,7,0
Foard,0,0
Fort Bend,1732,41
Franklin,13,0
Freestone,10,0
Frio,37,0
Gaines,7,0
Galveston,763,32
Garza,5,0
Gillespie,5,0
Glasscock,1,0
Goliad,7,0
Gonzales,100,2
Gray,96,2
Grayson,310,2
Gregg,197,5
Grimes,111,1
Guadalupe,124,0
Hale,56,4
Hall,2,0
Hamilton,7,1
Hansford,18,2
Hardeman,1,0
Hardin,136,5
Harris,11281,221
Harrison,236,25
Hartley,11,2
Haskell,2,0
Hays,279,3
Hemphill,1,0
Henderson,56,0
Hidalgo,516,10
Hill,24,1
Hockley,27,1
Hood,26,3
Hopkins,21,0
Houston,40,0
Howard,6,1
Hudspeth,1,0
Hunt,76,4
Hutchinson,30,0
Irion,0,0
Jack,4,0
Jackson,17,1
Jasper,28,1
Jeff Davis,0,0
Jefferson,506,27
Jim Hogg,4,0
Jim Wells,9,0
Johnson,158,4
Jones,101,0
Karnes,4,0
Kaufman,199,2
Kendall,28,0
Kenedy,0,0
Kent,0,0
Kerr,17,0
Kimble,1,0
King,0,0
Kinney,0,0
Kleberg,16,1
Knox,1,0
La Salle,4,0
Lamar,134,9
Lamb,16,0
Lampasas,8,0
Lavaca,11,1
Lee,11,0
Leon,9,0
Liberty,80,3
Limestone,23,1
Lipscomb,2,0
Live Oak,9,0
Llano,3,0
Loving,0,0
Lubbock,674,50
Lynn,6,1
Madison,8,0
Marion,16,1
Martin,3,1
Mason,31,0
Matagorda,65,5
Maverick,97,1
McCulloch,3,0
McLennan,112,4
McMullen,0,0
Medina,68,2
Menard,0,0
Midland,125,12
Milam,28,1
Mills,1,0
Mitchell,1,0
Montague,9,1
Montgomery,913,24
Moore,518,13
Morris,22,0
Motley,1,0
Nacogdoches,261,17
Navarro,49,2
Newton,4,0
Nolan,2,0
Nueces,266,3
Ochiltree,43,2
Oldham,3,1
Orange,96,2
Palo Pinto,11,2
Panola,173,21
Parker,68,1
Parmer,54,0
Pecos,27,0
Polk,53,0
Potter,2251,26
Presidio,1,0
Rains,3,0
Randall,652,6
Reagan,1,0
Real,0,0
Red River,50,5
Reeves,7,0
Refugio,3,0
Roberts,2,0
Robertson,7,0
Rockwall,156,12
Runnels,2,0
Rusk,44,2
Sabine,5,0
San Augustine,31,2
San Jacinto,14,0
San Patricio,29,0
San Saba,1,0
Schleicher,0,0
Scurry,2,0
Shackelford,1,0
Shelby,187,6
Sherman,22,0
Smith,199,4
Somervell,0,0
Starr,26,0
Stephens,4,0
Sterling,0,0
Stonewall,0,0
Sutton,0,0
Swisher,17,0
Tarrant,5039,144
Taylor,230,5
Terrell,0,0
Terry,13,0
Throckmorton,0,0
Titus,347,2
Tom Green,64,1
Travis,2984,88
Trinity,13,0
Tyler,11,0
Upshur,19,0
Upton,0,0
Uvalde,6,0
Val Verde,14,0
Van Zandt,30,1
Victoria,157,7
Walker,716,27
Waller,56,0
Ward,1,0
Washington,196,23
Webb,521,19
Wharton,56,0
Wheeler,15,0
Wichita,84,2
Wilbarger,6,0
Willacy,15,1
Williamson,584,22
Wilson,38,5
Winkler,3,0
Wise,45,3
Wood,25,1
Yoakum,3,0
Young,4,1
Zapata,8,0
Zavala,11,0
Total,57921,1562
