county,cases,fatalities
Anderson,1009,2
Andrews,44,0
Angelina,415,6
Aransas,10,0
Archer,4,0
Armstrong,3,0
Atascosa,79,2
Austin,56,0
Bailey,88,1
Bandera,16,0
Bastrop,369,4
Baylor,1,0
Bee,36,0
Bell,875,10
Bexar,7156,97
Blanco,24,1
Borden,0,0
Bosque,10,0
Bowie,404,13
Brazoria,1814,19
Brazos,1260,25
Brewster,45,0
Briscoe,1,0
Brooks,3,0
Brown,65,10
Burleson,67,0
Burnet,97,3
Caldwell,275,1
Calhoun,56,3
Callahan,13,2
Cameron,1647,49
Camp,110,1
Carson,6,0
Cass,36,2
Castro,63,1
Chambers,175,0
Cherokee,77,2
Childress,6,0
Clay,5,0
Cochran,1,0
Coke,5,1
Coleman,3,0
Collin,2250,38
Collingsworth,5,0
Colorado,55,0
Comal,280,7
Comanche,14,1
Concho,2,0
Cooke,30,0
Coryell,321,2
Cottle,4,1
Crane,47,6
Crockett,5,0
Crosby,9,1
Culberson,3,0
Dallam,62,0
Dallas,17299,317
Dawson,45,1
DeWitt,42,1
Deaf Smith,254,16
Delta,4,0
Denton,2219,36
Dickens,2,0
Dimmit,3,0
Donley,27,0
Duval,6,0
Eastland,7,0
Ector,359,7
Edwards,0,0
El Paso,4677,122
Ellis,539,19
Erath,44,1
Falls,25,0
Fannin,67,7
Fayette,71,2
Fisher,2,1
Floyd,21,0
Foard,0,0
Fort Bend,3132,50
Franklin,35,0
Freestone,20,0
Frio,142,0
Gaines,14,0
Galveston,1968,40
Garza,7,0
Gillespie,23,0
Glasscock,5,0
Goliad,7,0
Gonzales,217,4
Gray,113,4
Grayson,521,5
Gregg,310,12
Grimes,312,2
Guadalupe,417,1
Hale,176,6
Hall,2,1
Hamilton,19,1
Hansford,24,2
Hardeman,4,0
Hardin,194,5
Harris,23047,332
Harrison,276,33
Hartley,13,2
Haskell,4,0
Hays,1871,5
Hemphill,3,0
Henderson,102,3
Hidalgo,1882,23
Hill,50,1
Hockley,30,1
Hood,36,4
Hopkins,51,1
Houston,153,0
Howard,29,1
Hudspeth,14,0
Hunt,258,5
Hutchinson,53,0
Irion,1,0
Jack,6,0
Jackson,27,1
Jasper,39,1
Jeff Davis,0,0
Jefferson,1447,32
Jim Hogg,9,0
Jim Wells,46,0
Johnson,267,4
Jones,604,0
Karnes,14,0
Kaufman,374,4
Kendall,47,0
Kenedy,0,0
Kent,0,0
Kerr,43,1
Kimble,1,0
King,0,0
Kinney,3,0
Kleberg,32,1
Knox,1,0
La Salle,7,0
Lamar,227,13
Lamb,32,0
Lampasas,19,0
Lavaca,86,1
Lee,53,3
Leon,19,0
Liberty,196,3
Limestone,42,1
Lipscomb,9,0
Live Oak,15,0
Llano,8,0
Loving,0,0
Lubbock,1407,51
Lynn,23,1
Madison,28,0
Marion,21,1
Martin,7,1
Mason,33,0
Matagorda,117,5
Maverick,214,2
McCulloch,6,0
McLennan,371,5
McMullen,0,0
Medina,251,2
Menard,2,0
Midland,417,13
Milam,63,1
Mills,1,0
Mitchell,3,0
Montague,14,1
Montgomery,1647,34
Moore,881,14
Morris,35,0
Motley,1,0
Nacogdoches,349,26
Navarro,148,4
Newton,11,0
Nolan,13,0
Nueces,742,6
Ochiltree,53,2
Oldham,4,1
Orange,155,3
Palo Pinto,14,2
Panola,195,23
Parker,138,1
Parmer,165,2
Pecos,112,0
Polk,85,0
Potter,2831,39
Presidio,14,0
Rains,8,0
Randall,780,6
Reagan,2,0
Real,1,0
Red River,99,8
Reeves,15,0
Refugio,6,0
Roberts,3,0
Robertson,33,0
Rockwall,231,16
Runnels,3,0
Rusk,253,2
Sabine,21,1
San Augustine,88,6
San Jacinto,24,0
San Patricio,80,0
San Saba,4,0
Schleicher,12,0
Scurry,29,0
Shackelford,1,0
Shelby,259,9
Sherman,30,0
Smith,378,4
Somervell,3,0
Starr,334,3
Stephens,5,0
Sterling,0,0
Stonewall,0,0
Sutton,3,0
Swisher,23,1
Tarrant,9126,210
Taylor,298,5
Terrell,1,0
Terry,14,0
Throckmorton,0,0
Titus,663,4
Tom Green,201,1
Travis,6339,112
Trinity,24,0
Tyler,20,0
Upshur,44,0
Upton,2,0
Uvalde,41,0
Val Verde,85,0
Van Zandt,59,3
Victoria,309,8
Walker,1928,28
Waller,119,0
Ward,8,0
Washington,239,27
Webb,948,22
Wharton,120,1
Wheeler,16,0
Wichita,201,2
Wilbarger,8,0
Willacy,103,3
Williamson,1411,32
Wilson,76,5
Winkler,6,0
Wise,63,5
Wood,76,5
Yoakum,15,0
Young,17,1
Zapata,40,0
Zavala,14,0
Total,120370,2220
