county,cases,fatalities
Anderson,2379,10
Andrews,279,6
Angelina,1796,43
Aransas,169,13
Archer,21,0
Armstrong,8,0
Atascosa,434,18
Austin,230,3
Bailey,170,4
Bandera,89,3
Bastrop,1350,21
Baylor,9,0
Bee,885,9
Bell,3785,36
Bexar,34687,739
Blanco,98,5
Borden,0,0
Bosque,155,2
Bowie,764,32
Brazoria,7090,88
Brazos,3997,46
Brewster,188,2
Briscoe,11,1
Brooks,99,2
Brown,388,16
Burleson,240,6
Burnet,551,9
Caldwell,1122,26
Calhoun,529,4
Callahan,46,3
Cameron,15865,415
Camp,229,5
Carson,15,0
Cass,171,8
Castro,197,4
Chambers,942,3
Cherokee,953,6
Childress,40,0
Clay,40,1
Cochran,31,0
Coke,42,1
Coleman,19,0
Collin,7074,78
Collingsworth,11,0
Colorado,272,2
Comal,1775,68
Comanche,141,3
Concho,28,0
Cooke,223,3
Coryell,660,5
Cottle,16,2
Crane,70,2
Crockett,155,3
Crosby,59,1
Culberson,17,2
Dallam,187,5
Dallas,52869,716
Dawson,143,4
DeWitt,643,18
Deaf Smith,657,17
Delta,16,0
Denton,7374,84
Dickens,4,1
Dimmit,146,3
Donley,48,0
Duval,164,6
Eastland,70,1
Ector,2407,45
Edwards,25,0
El Paso,15908,274
Ellis,2808,40
Erath,520,5
Falls,124,3
Fannin,242,8
Fayette,308,14
Fisher,26,1
Floyd,88,6
Foard,2,0
Fort Bend,8878,158
Franklin,90,2
Freestone,161,0
Frio,505,5
Gaines,158,3
Galveston,9230,111
Garza,99,3
Gillespie,175,6
Glasscock,6,0
Goliad,77,4
Gonzales,680,9
Gray,214,2
Grayson,1103,13
Gregg,1379,24
Grimes,872,21
Guadalupe,1673,52
Hale,1257,25
Hall,11,1
Hamilton,80,3
Hansford,69,2
Hardeman,17,0
Hardin,947,15
Harris,81919,1514
Harrison,681,23
Hartley,84,0
Haskell,42,0
Hays,4989,37
Hemphill,42,0
Henderson,633,12
Hidalgo,19103,587
Hill,318,7
Hockley,200,4
Hood,522,9
Hopkins,200,1
Houston,312,6
Howard,168,5
Hudspeth,23,2
Hunt,1137,21
Hutchinson,123,2
Irion,9,0
Jack,56,0
Jackson,400,6
Jasper,304,9
Jeff Davis,8,0
Jefferson,5828,77
Jim Hogg,62,1
Jim Wells,705,13
Johnson,1810,30
Jones,629,0
Karnes,562,6
Kaufman,2125,24
Kendall,157,4
Kenedy,6,1
Kent,3,0
Kerr,396,6
Kimble,13,1
King,0,0
Kinney,19,0
Kleberg,424,7
Knox,59,1
La Salle,362,2
Lamar,658,18
Lamb,219,11
Lampasas,90,2
Lavaca,620,15
Lee,171,9
Leon,141,2
Liberty,962,33
Limestone,220,3
Lipscomb,18,0
Live Oak,222,2
Llano,88,1
Loving,0,0
Lubbock,5959,71
Lynn,66,4
Madison,658,2
Marion,130,8
Martin,55,4
Mason,51,0
Matagorda,733,25
Maverick,2321,38
McCulloch,46,1
McLennan,4846,52
McMullen,9,0
Medina,762,26
Menard,17,0
Midland,2570,30
Milam,333,3
Mills,19,0
Mitchell,59,1
Montague,67,1
Montgomery,6510,79
Moore,1047,13
Morris,105,3
Motley,5,0
Nacogdoches,1133,41
Navarro,841,8
Newton,93,4
Nolan,133,3
Nueces,10755,135
Ochiltree,94,2
Oldham,14,1
Orange,1369,18
Palo Pinto,256,6
Panola,285,18
Parker,1201,18
Parmer,335,7
Pecos,242,1
Polk,748,11
Potter,3644,40
Presidio,46,0
Rains,51,1
Randall,1714,21
Reagan,62,3
Real,87,1
Red River,137,11
Reeves,144,5
Refugio,217,4
Roberts,6,0
Robertson,231,2
Rockwall,875,12
Runnels,121,1
Rusk,366,2
Sabine,51,6
San Augustine,162,11
San Jacinto,177,8
San Patricio,905,22
San Saba,23,0
Schleicher,36,1
Scurry,474,1
Shackelford,18,0
Shelby,398,18
Sherman,40,0
Smith,2470,21
Somervell,73,0
Starr,2117,64
Stephens,34,3
Sterling,0,0
Stonewall,5,0
Sutton,61,1
Swisher,80,2
Tarrant,30650,437
Taylor,1117,22
Terrell,2,0
Terry,137,2
Throckmorton,4,2
Titus,1196,15
Tom Green,1700,21
Travis,22256,256
Trinity,156,3
Tyler,116,2
Upshur,212,2
Upton,16,1
Uvalde,526,9
Val Verde,1332,31
Van Zandt,375,3
Victoria,3436,40
Walker,2874,41
Waller,441,5
Ward,89,1
Washington,499,39
Webb,7417,88
Wharton,690,25
Wheeler,33,0
Wichita,983,11
Wilbarger,64,1
Willacy,682,24
Williamson,6058,90
Wilson,434,18
Winkler,80,1
Wise,390,6
Wood,316,6
Yoakum,100,3
Young,160,4
Zapata,170,2
Zavala,205,5
Unknown,0,2
Total,474524,8096
Probable cases are not included in the total case numbers,NA,NA
