county,cases,fatalities
Anderson,2495,18
Andrews,362,8
Angelina,2002,66
Aransas,208,17
Archer,48,0
Armstrong,11,0
Atascosa,565,26
Austin,401,6
Bailey,202,4
Bandera,109,3
Bastrop,1573,25
Baylor,15,0
Bee,1516,22
Bell,4747,62
Bexar,37404,1062
Blanco,124,5
Borden,0,0
Bosque,211,5
Bowie,914,44
Brazoria,9093,134
Brazos,4550,55
Brewster,191,2
Briscoe,12,1
Brooks,209,16
Brown,466,19
Burleson,275,6
Burnet,637,12
Caldwell,1232,32
Calhoun,591,7
Callahan,87,3
Cameron,20739,731
Camp,292,8
Carson,17,0
Cass,255,10
Castro,223,4
Chambers,1123,5
Cherokee,1402,15
Childress,56,0
Clay,63,1
Cochran,37,1
Coke,48,3
Coleman,52,2
Collin,10812,110
Collingsworth,16,0
Colorado,422,3
Comal,2308,94
Comanche,213,3
Concho,48,0
Cooke,312,4
Coryell,914,10
Cottle,18,2
Crane,70,2
Crockett,162,5
Crosby,81,1
Culberson,23,2
Dallam,206,7
Dallas,70100,938
Dawson,200,8
DeWitt,817,25
Deaf Smith,798,19
Delta,17,0
Denton,9745,128
Dickens,22,1
Dimmit,180,6
Donley,54,1
Duval,243,10
Eastland,130,2
Ector,2790,65
Edwards,34,1
El Paso,20072,423
Ellis,3740,55
Erath,660,9
Falls,160,3
Fannin,584,12
Fayette,365,16
Fisher,52,1
Floyd,99,7
Foard,3,0
Fort Bend,14761,231
Franklin,109,4
Freestone,381,0
Frio,629,7
Gaines,244,6
Galveston,10430,137
Garza,102,3
Gillespie,198,6
Glasscock,6,0
Goliad,121,6
Gonzales,808,12
Gray,241,4
Grayson,1435,25
Gregg,1859,45
Grimes,980,30
Guadalupe,1891,72
Hale,1606,42
Hall,16,1
Hamilton,100,3
Hansford,101,3
Hardeman,22,0
Hardin,1206,19
Harris,101670,2153
Harrison,793,27
Hartley,101,0
Haskell,54,2
Hays,5340,56
Hemphill,54,0
Henderson,794,16
Hidalgo,27077,1093
Hill,369,8
Hockley,259,5
Hood,765,22
Hopkins,241,7
Houston,535,8
Howard,276,8
Hudspeth,38,2
Hunt,1405,29
Hutchinson,146,3
Irion,10,0
Jack,122,0
Jackson,496,14
Jasper,393,18
Jeff Davis,8,0
Jefferson,6590,106
Jim Hogg,77,2
Jim Wells,980,24
Johnson,2493,42
Jones,601,0
Karnes,736,11
Kaufman,2752,36
Kendall,196,4
Kenedy,7,1
Kent,7,0
Kerr,434,9
Kimble,16,1
King,0,0
Kinney,22,1
Kleberg,604,24
Knox,67,8
La Salle,366,3
Lamar,791,25
Lamb,276,19
Lampasas,151,5
Lavaca,678,29
Lee,194,14
Leon,180,4
Liberty,1670,42
Limestone,408,7
Lipscomb,23,0
Live Oak,330,6
Llano,101,1
Loving,0,0
Lubbock,7173,92
Lynn,77,4
Madison,833,5
Marion,140,10
Martin,71,5
Mason,73,0
Matagorda,895,38
Maverick,3258,78
McCulloch,91,1
McLennan,6100,80
McMullen,11,0
Medina,1103,35
Menard,20,0
Midland,3201,46
Milam,420,5
Mills,33,0
Mitchell,73,1
Montague,118,3
Montgomery,8515,120
Moore,1117,18
Morris,155,3
Motley,6,0
Nacogdoches,1328,48
Navarro,1068,14
Newton,162,6
Nolan,147,4
Nueces,14841,263
Ochiltree,106,3
Oldham,14,1
Orange,1817,35
Palo Pinto,420,11
Panola,312,20
Parker,1639,25
Parmer,383,7
Pecos,294,3
Polk,778,16
Potter,4007,47
Presidio,50,5
Rains,59,3
Randall,2152,27
Reagan,82,6
Real,104,5
Red River,145,14
Reeves,169,5
Refugio,263,10
Roberts,8,0
Robertson,248,4
Rockwall,1318,21
Runnels,189,3
Rusk,718,4
Sabine,72,6
San Augustine,188,12
San Jacinto,200,8
San Patricio,1230,58
San Saba,38,0
Schleicher,38,2
Scurry,543,2
Shackelford,23,0
Shelby,436,19
Sherman,53,0
Smith,3172,57
Somervell,117,3
Starr,2780,129
Stephens,110,3
Sterling,2,0
Stonewall,10,1
Sutton,76,2
Swisher,93,3
Tarrant,38644,599
Taylor,1270,33
Terrell,3,0
Terry,198,3
Throckmorton,4,2
Titus,1343,22
Tom Green,2004,51
Travis,26239,353
Trinity,176,6
Tyler,175,3
Upshur,323,6
Upton,18,1
Uvalde,682,18
Val Verde,1912,73
Van Zandt,515,18
Victoria,3758,75
Walker,3443,46
Waller,640,8
Ward,106,1
Washington,560,45
Webb,10434,178
Wharton,1169,42
Wheeler,42,0
Wichita,1276,14
Wilbarger,103,2
Willacy,834,42
Williamson,7867,119
Wilson,538,25
Winkler,91,1
Wise,643,12
Wood,395,14
Yoakum,142,4
Young,243,6
Zapata,263,4
Zavala,261,10
Unknown,0,7
Total,601768,12266
Probable cases are not included in the total case numbers,NA,NA
