county,cases,fatalities
Anderson,2017,4
Andrews,187,2
Angelina,1000,12
Aransas,85,0
Archer,12,0
Armstrong,3,0
Atascosa,355,2
Austin,155,0
Bailey,120,1
Bandera,47,0
Bastrop,952,12
Baylor,1,0
Bee,218,1
Bell,2640,17
Bexar,23639,240
Blanco,68,1
Borden,0,0
Bosque,56,0
Bowie,596,17
Brazoria,4545,31
Brazos,3313,38
Brewster,161,1
Briscoe,9,1
Brooks,55,0
Brown,273,13
Burleson,182,0
Burnet,320,6
Caldwell,820,5
Calhoun,212,3
Callahan,32,2
Cameron,5565,91
Camp,163,2
Carson,10,0
Cass,84,3
Castro,142,1
Chambers,698,5
Cherokee,489,2
Childress,9,0
Clay,19,0
Cochran,9,0
Coke,9,1
Coleman,7,0
Collin,5154,64
Collingsworth,6,0
Colorado,189,0
Comal,1300,37
Comanche,44,1
Concho,17,0
Cooke,120,0
Coryell,426,3
Cottle,6,1
Crane,65,10
Crockett,96,1
Crosby,36,2
Culberson,13,1
Dallam,146,1
Dallas,39191,514
Dawson,106,1
DeWitt,306,7
Deaf Smith,439,17
Delta,9,0
Denton,4765,42
Dickens,4,0
Dimmit,55,0
Donley,35,0
Duval,97,0
Eastland,29,0
Ector,1575,27
Edwards,13,0
El Paso,11132,179
Ellis,1972,21
Erath,286,1
Falls,66,0
Fannin,165,8
Fayette,206,4
Fisher,22,1
Floyd,61,3
Foard,1,0
Fort Bend,5689,71
Franklin,66,1
Freestone,93,0
Frio,349,1
Gaines,57,0
Galveston,6911,58
Garza,60,1
Gillespie,120,0
Glasscock,6,0
Goliad,31,0
Gonzales,432,4
Gray,139,4
Grayson,844,8
Gregg,1008,15
Grimes,702,2
Guadalupe,1281,4
Hale,886,19
Hall,2,1
Hamilton,41,1
Hansford,43,2
Hardeman,6,0
Hardin,524,5
Harris,53555,526
Harrison,504,33
Hartley,67,2
Haskell,24,0
Hays,3865,17
Hemphill,23,0
Henderson,380,5
Hidalgo,10492,240
Hill,194,2
Hockley,128,3
Hood,246,5
Hopkins,124,0
Houston,203,0
Howard,90,2
Hudspeth,18,0
Hunt,823,8
Hutchinson,91,1
Irion,4,0
Jack,14,0
Jackson,174,1
Jasper,92,1
Jeff Davis,6,0
Jefferson,4255,47
Jim Hogg,42,0
Jim Wells,399,0
Johnson,973,7
Jones,641,0
Karnes,152,0
Kaufman,1222,5
Kendall,115,0
Kenedy,3,0
Kent,2,0
Kerr,242,1
Kimble,11,0
King,0,0
Kinney,4,0
Kleberg,263,1
Knox,17,0
La Salle,311,0
Lamar,455,15
Lamb,118,1
Lampasas,45,0
Lavaca,464,1
Lee,117,3
Leon,116,0
Liberty,627,3
Limestone,114,1
Lipscomb,12,0
Live Oak,101,1
Llano,57,0
Loving,0,0
Lubbock,4309,65
Lynn,55,3
Madison,175,0
Marion,71,2
Martin,32,1
Mason,38,0
Matagorda,452,5
Maverick,1061,13
McCulloch,30,0
McLennan,3210,22
McMullen,1,0
Medina,492,4
Menard,15,0
Midland,1387,25
Milam,217,2
Mills,7,0
Mitchell,27,0
Montague,35,1
Montgomery,4721,46
Moore,940,15
Morris,63,0
Motley,2,0
Nacogdoches,663,34
Navarro,562,9
Newton,28,0
Nolan,86,1
Nueces,8171,82
Ochiltree,62,2
Oldham,7,1
Orange,720,7
Palo Pinto,84,2
Panola,238,24
Parker,697,1
Parmer,257,8
Pecos,166,1
Polk,414,1
Potter,3159,39
Presidio,28,0
Rains,25,1
Randall,1260,7
Reagan,47,1
Real,8,0
Red River,129,12
Reeves,89,2
Refugio,76,0
Roberts,6,0
Robertson,143,0
Rockwall,537,16
Runnels,35,0
Rusk,270,3
Sabine,35,1
San Augustine,139,12
San Jacinto,128,2
San Patricio,402,0
San Saba,10,0
Schleicher,30,1
Scurry,367,1
Shackelford,13,0
Shelby,321,14
Sherman,34,0
Smith,1762,10
Somervell,35,0
Starr,1247,14
Stephens,16,0
Sterling,0,0
Stonewall,4,0
Sutton,39,0
Swisher,64,1
Tarrant,20907,288
Taylor,879,11
Terrell,2,0
Terry,64,0
Throckmorton,2,0
Titus,971,6
Tom Green,1135,11
Travis,17215,196
Trinity,97,0
Tyler,48,0
Upshur,121,0
Upton,11,0
Uvalde,308,4
Val Verde,657,8
Van Zandt,244,3
Victoria,2188,18
Walker,2568,28
Waller,286,0
Ward,67,1
Washington,379,33
Webb,3677,59
Wharton,395,1
Wheeler,26,0
Wichita,709,8
Wilbarger,23,0
Willacy,471,3
Williamson,4490,67
Wilson,344,5
Winkler,55,0
Wise,219,5
Wood,174,5
Yoakum,56,0
Young,71,1
Zapata,113,1
Zavala,90,0
Total,317730,3865
Probable cases are not included in the total case numbers,NA,NA
