county,cases,fatalities
Anderson,2760,20
Andrews,400,8
Angelina,2072,72
Aransas,299,18
Archer,67,1
Armstrong,12,1
Atascosa,603,29
Austin,456,7
Bailey,203,4
Bandera,112,6
Bastrop,1672,27
Baylor,14,0
Bee,1793,26
Bell,5081,72
Bexar,39159,1191
Blanco,135,5
Borden,0,0
Bosque,250,6
Bowie,1159,46
Brazoria,10219,154
Brazos,5569,60
Brewster,208,2
Briscoe,12,1
Brooks,281,20
Brown,509,20
Burleson,309,6
Burnet,677,12
Caldwell,1393,34
Calhoun,618,7
Callahan,74,3
Cameron,21943,839
Camp,331,9
Carson,17,0
Cass,279,14
Castro,241,4
Chambers,1215,8
Cherokee,1458,23
Childress,63,0
Clay,72,1
Cochran,46,1
Coke,50,3
Coleman,60,3
Collin,11804,122
Collingsworth,18,0
Colorado,545,4
Comal,2493,102
Comanche,238,3
Concho,62,2
Cooke,355,5
Coryell,1756,11
Cottle,20,2
Crane,71,2
Crockett,164,6
Crosby,83,1
Culberson,38,2
Dallam,217,8
Dallas,74628,1037
Dawson,268,8
DeWitt,893,27
Deaf Smith,832,20
Delta,22,0
Denton,10916,140
Dickens,47,2
Dimmit,189,7
Donley,57,1
Duval,404,13
Eastland,144,3
Ector,2940,72
Edwards,34,1
El Paso,21335,470
Ellis,3988,62
Erath,754,11
Falls,185,3
Fannin,638,12
Fayette,392,18
Fisher,62,1
Floyd,100,9
Foard,3,0
Fort Bend,15331,263
Franklin,119,6
Freestone,389,1
Frio,647,8
Gaines,279,8
Galveston,11177,148
Garza,102,4
Gillespie,208,9
Glasscock,6,0
Goliad,129,6
Gonzales,822,14
Gray,254,5
Grayson,1577,32
Gregg,1999,56
Grimes,1053,31
Guadalupe,1942,76
Hale,1704,49
Hall,17,1
Hamilton,105,4
Hansford,108,4
Hardeman,24,0
Hardin,1284,26
Harris,113504,2395
Harrison,835,30
Hartley,106,0
Haskell,59,2
Hays,5568,59
Hemphill,71,0
Henderson,885,20
Hidalgo,29082,1319
Hill,399,12
Hockley,297,6
Hood,842,25
Hopkins,284,8
Houston,351,9
Howard,403,10
Hudspeth,43,2
Hunt,1506,32
Hutchinson,158,3
Irion,10,0
Jack,127,1
Jackson,517,15
Jasper,411,21
Jeff Davis,14,0
Jefferson,6912,122
Jim Hogg,96,2
Jim Wells,1356,31
Johnson,2659,48
Jones,569,0
Karnes,752,16
Kaufman,2911,44
Kendall,203,5
Kenedy,7,1
Kent,7,0
Kerr,444,10
Kimble,16,1
King,0,0
Kinney,24,1
Kleberg,953,35
Knox,67,8
La Salle,362,10
Lamar,959,29
Lamb,304,20
Lampasas,202,7
Lavaca,698,32
Lee,208,14
Leon,209,5
Liberty,2091,46
Limestone,507,8
Lipscomb,28,0
Live Oak,359,8
Llano,107,1
Loving,0,0
Lubbock,9402,107
Lynn,89,5
Madison,702,5
Marion,147,13
Martin,75,6
Mason,76,2
Matagorda,973,40
Maverick,3499,102
McCulloch,129,1
McLennan,6991,91
McMullen,19,0
Medina,1151,39
Menard,23,0
Midland,3421,56
Milam,462,5
Mills,42,0
Mitchell,80,1
Montague,157,3
Montgomery,9586,140
Moore,1132,19
Morris,173,3
Motley,7,0
Nacogdoches,1444,56
Navarro,1180,22
Newton,164,8
Nolan,183,4
Nueces,15335,321
Ochiltree,114,4
Oldham,15,1
Orange,1801,39
Palo Pinto,468,14
Panola,345,24
Parker,1735,28
Parmer,402,7
Pecos,343,4
Polk,811,21
Potter,4244,51
Presidio,91,5
Rains,60,3
Randall,2395,34
Reagan,86,6
Real,105,6
Red River,155,14
Reeves,182,5
Refugio,301,10
Roberts,9,0
Robertson,270,5
Rockwall,1443,24
Runnels,226,4
Rusk,790,6
Sabine,75,8
San Augustine,197,13
San Jacinto,215,8
San Patricio,1372,64
San Saba,42,0
Schleicher,51,2
Scurry,578,2
Shackelford,23,0
Shelby,455,21
Sherman,57,0
Smith,3471,83
Somervell,132,5
Starr,3235,146
Stephens,126,4
Sterling,4,0
Stonewall,9,1
Sutton,78,3
Swisher,96,3
Tarrant,40950,657
Taylor,1386,42
Terrell,3,0
Terry,215,4
Throckmorton,6,2
Titus,1406,26
Tom Green,2108,60
Travis,27424,387
Trinity,187,6
Tyler,192,4
Upshur,353,9
Upton,21,2
Uvalde,729,28
Val Verde,1957,92
Van Zandt,539,18
Victoria,3931,84
Walker,3416,52
Waller,752,11
Ward,115,1
Washington,593,47
Webb,12464,223
Wharton,1259,47
Wheeler,42,0
Wichita,1465,19
Wilbarger,121,2
Willacy,1179,46
Williamson,8125,134
Wilson,565,26
Winkler,104,1
Wise,687,13
Wood,451,17
Yoakum,183,4
Young,243,6
Zapata,317,4
Zavala,275,14
Unknown,0,8
Total,653356,13997
Probable cases are not included in the total case numbers,NA,NA
