county,cases,fatalities
Anderson,1108,2
Andrews,103,1
Angelina,610,9
Aransas,44,0
Archer,10,0
Armstrong,3,0
Atascosa,148,2
Austin,100,0
Bailey,108,1
Bandera,27,0
Bastrop,522,6
Baylor,1,0
Bee,91,0
Bell,1626,13
Bexar,15102,132
Blanco,31,1
Borden,0,0
Bosque,18,0
Bowie,462,15
Brazoria,2925,22
Brazos,2532,34
Brewster,146,1
Briscoe,8,0
Brooks,11,0
Brown,99,13
Burleson,93,0
Burnet,181,3
Caldwell,449,2
Calhoun,110,3
Callahan,24,2
Cameron,2880,67
Camp,126,2
Carson,7,0
Cass,50,2
Castro,108,1
Chambers,454,2
Cherokee,250,2
Childress,7,0
Clay,9,0
Cochran,3,0
Coke,5,1
Coleman,3,0
Collin,3707,47
Collingsworth,6,0
Colorado,109,0
Comal,750,9
Comanche,21,1
Concho,11,0
Cooke,68,0
Coryell,336,2
Cottle,4,1
Crane,61,9
Crockett,15,0
Crosby,28,1
Culberson,4,0
Dallam,102,1
Dallas,27054,401
Dawson,70,1
DeWitt,110,3
Deaf Smith,371,17
Delta,7,0
Denton,3403,37
Dickens,2,0
Dimmit,18,0
Donley,28,0
Duval,65,0
Eastland,11,0
Ector,946,11
Edwards,2,0
El Paso,7642,139
Ellis,1182,19
Erath,160,1
Falls,35,0
Fannin,122,7
Fayette,104,3
Fisher,11,1
Floyd,46,0
Foard,0,0
Fort Bend,4286,57
Franklin,53,0
Freestone,39,0
Frio,238,0
Gaines,30,0
Galveston,4586,50
Garza,14,0
Gillespie,49,0
Glasscock,5,0
Goliad,15,0
Gonzales,314,4
Gray,122,4
Grayson,648,5
Gregg,471,13
Grimes,575,2
Guadalupe,896,3
Hale,592,7
Hall,2,1
Hamilton,22,1
Hansford,31,2
Hardeman,5,0
Hardin,275,5
Harris,37776,401
Harrison,383,30
Hartley,36,2
Haskell,6,0
Hays,3193,10
Hemphill,15,0
Henderson,196,4
Hidalgo,5345,59
Hill,82,2
Hockley,86,1
Hood,138,4
Hopkins,75,0
Houston,172,0
Howard,55,1
Hudspeth,16,0
Hunt,616,8
Hutchinson,70,0
Irion,2,0
Jack,12,0
Jackson,68,1
Jasper,69,1
Jeff Davis,4,0
Jefferson,2959,36
Jim Hogg,24,0
Jim Wells,218,0
Johnson,553,4
Jones,609,0
Karnes,58,0
Kaufman,828,5
Kendall,95,0
Kenedy,1,0
Kent,0,0
Kerr,115,1
Kimble,10,0
King,0,0
Kinney,2,0
Kleberg,105,1
Knox,4,0
La Salle,24,0
Lamar,332,13
Lamb,53,0
Lampasas,20,0
Lavaca,197,1
Lee,85,3
Leon,43,0
Liberty,428,3
Limestone,62,1
Lipscomb,11,0
Live Oak,50,0
Llano,11,0
Loving,0,0
Lubbock,2918,56
Lynn,40,1
Madison,45,0
Marion,34,1
Martin,19,1
Mason,35,0
Matagorda,274,5
Maverick,550,5
McCulloch,21,0
McLennan,1798,13
McMullen,0,0
Medina,327,3
Menard,12,0
Midland,927,17
Milam,112,1
Mills,1,0
Mitchell,12,0
Montague,21,1
Montgomery,2550,37
Moore,902,15
Morris,49,0
Motley,1,0
Nacogdoches,461,26
Navarro,370,6
Newton,12,0
Nolan,46,0
Nueces,4084,18
Ochiltree,60,2
Oldham,5,1
Orange,327,5
Palo Pinto,47,2
Panola,218,24
Parker,388,1
Parmer,227,8
Pecos,135,1
Polk,205,0
Potter,2978,39
Presidio,19,0
Rains,16,0
Randall,942,7
Reagan,14,0
Real,4,0
Red River,117,12
Reeves,59,1
Refugio,33,0
Roberts,5,0
Robertson,61,0
Rockwall,403,16
Runnels,17,0
Rusk,289,3
Sabine,28,1
San Augustine,114,7
San Jacinto,63,0
San Patricio,204,0
San Saba,5,0
Schleicher,21,0
Scurry,71,1
Shackelford,5,0
Shelby,288,10
Sherman,30,0
Smith,848,5
Somervell,16,0
Starr,829,4
Stephens,9,0
Sterling,0,0
Stonewall,0,0
Sutton,13,0
Swisher,44,1
Tarrant,14828,238
Taylor,543,6
Terrell,2,0
Terry,39,0
Throckmorton,1,0
Titus,842,5
Tom Green,530,1
Travis,11926,144
Trinity,48,0
Tyler,30,0
Upshur,76,0
Upton,7,0
Uvalde,172,1
Val Verde,285,0
Van Zandt,127,3
Victoria,1240,9
Walker,2099,28
Waller,195,0
Ward,29,0
Washington,309,31
Webb,1960,29
Wharton,244,1
Wheeler,19,0
Wichita,464,3
Wilbarger,13,0
Willacy,242,3
Williamson,3151,44
Wilson,144,5
Winkler,37,0
Wise,149,5
Wood,107,5
Yoakum,39,0
Young,34,1
Zapata,62,0
Zavala,29,0
Total,210585,2715
Probable cases are not included in the total case numbers,NA,NA
