county,cases,fatalities
Anderson,2196,8
Andrews,255,6
Angelina,1606,32
Aransas,153,12
Archer,17,0
Armstrong,5,0
Atascosa,405,15
Austin,212,3
Bailey,156,4
Bandera,83,3
Bastrop,1289,18
Baylor,6,0
Bee,498,9
Bell,3467,30
Bexar,33515,578
Blanco,96,3
Borden,0,0
Bosque,121,2
Bowie,693,28
Brazoria,6384,67
Brazos,3850,42
Brewster,180,2
Briscoe,11,1
Brooks,84,1
Brown,351,13
Burleson,229,5
Burnet,539,7
Caldwell,1064,23
Calhoun,453,3
Callahan,40,3
Cameron,10155,325
Camp,211,4
Carson,13,0
Cass,149,6
Castro,167,3
Chambers,870,2
Cherokee,760,4
Childress,33,0
Clay,33,1
Cochran,21,0
Coke,37,1
Coleman,12,0
Collin,6253,71
Collingsworth,7,0
Colorado,238,2
Comal,1662,59
Comanche,108,3
Concho,24,0
Cooke,197,2
Coryell,603,5
Cottle,14,2
Crane,72,2
Crockett,153,2
Crosby,52,1
Culberson,15,2
Dallam,178,5
Dallas,49269,630
Dawson,133,4
DeWitt,528,14
Deaf Smith,581,17
Delta,14,0
Denton,6681,71
Dickens,4,1
Dimmit,121,1
Donley,43,0
Duval,150,3
Eastland,52,1
Ector,2259,35
Edwards,24,0
El Paso,14276,237
Ellis,2452,33
Erath,457,5
Falls,109,2
Fannin,214,8
Fayette,299,13
Fisher,24,1
Floyd,83,5
Foard,2,0
Fort Bend,6960,140
Franklin,83,1
Freestone,138,0
Frio,458,5
Gaines,119,0
Galveston,8605,95
Garza,96,2
Gillespie,171,2
Glasscock,6,0
Goliad,77,3
Gonzales,613,7
Gray,179,2
Grayson,987,11
Gregg,1285,19
Grimes,838,19
Guadalupe,1593,39
Hale,1173,22
Hall,8,1
Hamilton,55,2
Hansford,59,2
Hardeman,15,0
Hardin,800,10
Harris,70850,1258
Harrison,609,22
Hartley,82,0
Haskell,34,0
Hays,4297,31
Hemphill,41,0
Henderson,570,9
Hidalgo,16646,345
Hill,306,3
Hockley,181,4
Hood,425,7
Hopkins,163,1
Houston,241,4
Howard,150,3
Hudspeth,19,2
Hunt,1022,20
Hutchinson,111,2
Irion,8,0
Jack,39,0
Jackson,319,4
Jasper,286,5
Jeff Davis,8,0
Jefferson,5431,65
Jim Hogg,52,1
Jim Wells,584,5
Johnson,1499,23
Jones,624,0
Karnes,266,3
Kaufman,1738,19
Kendall,145,2
Kenedy,5,1
Kent,2,0
Kerr,348,6
Kimble,13,0
King,0,0
Kinney,17,0
Kleberg,341,4
Knox,44,0
La Salle,357,1
Lamar,605,16
Lamb,202,7
Lampasas,83,1
Lavaca,593,14
Lee,151,8
Leon,137,1
Liberty,828,25
Limestone,199,3
Lipscomb,15,0
Live Oak,207,1
Llano,86,1
Loving,0,0
Lubbock,5433,63
Lynn,63,4
Madison,645,0
Marion,123,7
Martin,45,3
Mason,39,0
Matagorda,654,21
Maverick,1802,29
McCulloch,38,1
McLennan,4263,39
McMullen,7,0
Medina,588,23
Menard,16,0
Midland,1476,26
Milam,302,3
Mills,15,0
Mitchell,49,0
Montague,54,1
Montgomery,6077,71
Moore,1008,12
Morris,91,1
Motley,4,0
Nacogdoches,1010,35
Navarro,763,8
Newton,83,4
Nolan,129,3
Nueces,8987,98
Ochiltree,82,2
Oldham,13,1
Orange,999,15
Palo Pinto,192,6
Panola,269,17
Parker,1057,12
Parmer,312,7
Pecos,208,1
Polk,656,9
Potter,3481,39
Presidio,41,0
Rains,45,1
Randall,1558,17
Reagan,55,3
Real,76,0
Red River,134,11
Reeves,129,3
Refugio,183,0
Roberts,6,0
Robertson,212,1
Rockwall,725,11
Runnels,105,1
Rusk,323,2
Sabine,39,6
San Augustine,153,11
San Jacinto,143,7
San Patricio,768,15
San Saba,21,0
Schleicher,34,1
Scurry,433,1
Shackelford,17,0
Shelby,376,16
Sherman,37,0
Smith,2292,15
Somervell,56,0
Starr,1792,49
Stephens,29,2
Sterling,0,0
Stonewall,4,0
Sutton,58,1
Swisher,75,2
Tarrant,27823,365
Taylor,1068,19
Terrell,2,0
Terry,110,1
Throckmorton,3,0
Titus,1156,14
Tom Green,1530,18
Travis,20465,229
Trinity,129,2
Tyler,112,1
Upshur,188,2
Upton,15,1
Uvalde,471,7
Val Verde,1332,17
Van Zandt,328,3
Victoria,3203,28
Walker,2792,38
Waller,393,2
Ward,83,1
Washington,465,38
Webb,5878,72
Wharton,610,20
Wheeler,31,0
Wichita,886,9
Wilbarger,49,1
Willacy,580,18
Williamson,5616,76
Wilson,414,16
Winkler,66,1
Wise,309,5
Wood,284,5
Yoakum,77,1
Young,133,3
Zapata,156,2
Zavala,170,5
Unknown,0,2
Total,420946,6569
Probable cases are not included in the total case numbers,NA,NA
