county,cases,fatalities
Anderson,1032,2
Andrews,75,0
Angelina,476,6
Aransas,23,0
Archer,7,0
Armstrong,3,0
Atascosa,106,2
Austin,71,0
Bailey,94,1
Bandera,16,0
Bastrop,442,6
Baylor,1,0
Bee,46,0
Bell,1187,13
Bexar,10797,109
Blanco,27,1
Borden,0,0
Bosque,13,0
Bowie,427,13
Brazoria,2269,21
Brazos,1943,29
Brewster,130,1
Briscoe,2,0
Brooks,3,0
Brown,73,10
Burleson,76,0
Burnet,129,3
Caldwell,336,2
Calhoun,74,3
Callahan,16,2
Cameron,2296,55
Camp,117,1
Carson,6,0
Cass,38,2
Castro,75,1
Chambers,288,2
Cherokee,148,2
Childress,7,0
Clay,7,0
Cochran,1,0
Coke,5,1
Coleman,3,0
Collin,2882,42
Collingsworth,6,0
Colorado,87,0
Comal,470,7
Comanche,17,1
Concho,9,0
Cooke,43,0
Coryell,331,2
Cottle,4,1
Crane,54,8
Crockett,9,0
Crosby,21,1
Culberson,3,0
Dallam,83,1
Dallas,20737,353
Dawson,52,1
DeWitt,56,1
Deaf Smith,292,16
Delta,6,0
Denton,2740,37
Dickens,2,0
Dimmit,13,0
Donley,27,0
Duval,41,0
Eastland,10,0
Ector,558,7
Edwards,2,0
El Paso,5928,130
Ellis,820,19
Erath,87,1
Falls,29,0
Fannin,88,7
Fayette,86,2
Fisher,5,1
Floyd,28,0
Foard,0,0
Fort Bend,3722,53
Franklin,41,0
Freestone,28,0
Frio,192,0
Gaines,16,0
Galveston,3062,40
Garza,12,0
Gillespie,42,0
Glasscock,5,0
Goliad,14,0
Gonzales,260,4
Gray,114,4
Grayson,572,5
Gregg,355,13
Grimes,513,2
Guadalupe,698,1
Hale,285,7
Hall,2,1
Hamilton,20,1
Hansford,28,2
Hardeman,5,0
Hardin,232,5
Harris,30729,376
Harrison,308,30
Hartley,26,2
Haskell,5,0
Hays,2661,6
Hemphill,7,0
Henderson,128,4
Hidalgo,3542,32
Hill,66,1
Hockley,38,1
Hood,61,4
Hopkins,56,0
Houston,160,0
Howard,40,1
Hudspeth,15,0
Hunt,392,6
Hutchinson,62,0
Irion,2,0
Jack,9,0
Jackson,41,1
Jasper,51,1
Jeff Davis,4,0
Jefferson,1787,33
Jim Hogg,15,0
Jim Wells,142,0
Johnson,436,4
Jones,611,0
Karnes,29,0
Kaufman,586,4
Kendall,66,0
Kenedy,0,0
Kent,0,0
Kerr,77,1
Kimble,5,0
King,0,0
Kinney,2,0
Kleberg,66,1
Knox,3,0
La Salle,13,0
Lamar,283,13
Lamb,37,0
Lampasas,20,0
Lavaca,131,1
Lee,59,3
Leon,27,0
Liberty,314,3
Limestone,49,1
Lipscomb,9,0
Live Oak,31,0
Llano,10,0
Loving,0,0
Lubbock,2095,51
Lynn,33,1
Madison,30,0
Marion,26,1
Martin,16,1
Mason,33,0
Matagorda,172,5
Maverick,311,2
McCulloch,12,0
McLennan,795,8
McMullen,0,0
Medina,255,2
Menard,6,0
Midland,651,14
Milam,83,1
Mills,1,0
Mitchell,5,0
Montague,18,1
Montgomery,2028,36
Moore,889,15
Morris,38,0
Motley,1,0
Nacogdoches,397,26
Navarro,230,6
Newton,12,0
Nolan,33,0
Nueces,2120,8
Ochiltree,53,2
Oldham,4,1
Orange,212,3
Palo Pinto,19,2
Panola,209,25
Parker,286,1
Parmer,191,8
Pecos,124,0
Polk,113,0
Potter,2873,39
Presidio,19,0
Rains,12,0
Randall,844,7
Reagan,4,0
Real,1,0
Red River,110,10
Reeves,29,0
Refugio,12,0
Roberts,3,0
Robertson,42,0
Rockwall,360,16
Runnels,7,0
Rusk,268,3
Sabine,24,1
San Augustine,105,7
San Jacinto,33,0
San Patricio,133,0
San Saba,4,0
Schleicher,20,0
Scurry,32,0
Shackelford,1,0
Shelby,277,9
Sherman,30,0
Smith,566,4
Somervell,6,0
Starr,578,3
Stephens,8,0
Sterling,0,0
Stonewall,0,0
Sutton,5,0
Swisher,31,1
Tarrant,11739,225
Taylor,366,5
Terrell,2,0
Terry,17,0
Throckmorton,0,0
Titus,702,4
Tom Green,299,1
Travis,8969,121
Trinity,32,0
Tyler,25,0
Upshur,53,0
Upton,3,0
Uvalde,80,1
Val Verde,108,0
Van Zandt,85,3
Victoria,480,8
Walker,1991,28
Waller,152,0
Ward,19,0
Washington,267,31
Webb,1503,25
Wharton,197,1
Wheeler,16,0
Wichita,318,2
Wilbarger,10,0
Willacy,154,3
Williamson,2100,37
Wilson,98,5
Winkler,21,0
Wise,104,5
Wood,82,5
Yoakum,24,0
Young,24,1
Zapata,47,0
Zavala,21,0
Total,159986,2424
