county,cases,fatalities
Anderson,2417,18
Andrews,355,8
Angelina,1953,58
Aransas,194,16
Archer,36,0
Armstrong,10,0
Atascosa,526,21
Austin,368,4
Bailey,196,4
Bandera,105,3
Bastrop,1513,25
Baylor,12,0
Bee,1450,18
Bell,4501,52
Bexar,36484,981
Blanco,128,5
Borden,0,0
Bosque,194,4
Bowie,859,41
Brazoria,8514,122
Brazos,4251,52
Brewster,187,2
Briscoe,12,1
Brooks,182,10
Brown,428,19
Burleson,267,6
Burnet,593,12
Caldwell,1198,31
Calhoun,579,7
Callahan,56,3
Cameron,18774,629
Camp,270,7
Carson,17,0
Cass,222,9
Castro,214,4
Chambers,1080,5
Cherokee,1325,13
Childress,53,0
Clay,59,1
Cochran,35,1
Coke,45,2
Coleman,43,2
Collin,10451,102
Collingsworth,16,0
Colorado,399,3
Comal,2263,92
Comanche,185,3
Concho,35,0
Cooke,284,4
Coryell,763,7
Cottle,18,2
Crane,70,2
Crockett,159,4
Crosby,74,1
Culberson,22,2
Dallam,201,6
Dallas,66772,868
Dawson,184,7
DeWitt,776,24
Deaf Smith,762,19
Delta,18,0
Denton,8841,116
Dickens,6,1
Dimmit,169,4
Donley,52,1
Duval,212,8
Eastland,102,1
Ector,2658,59
Edwards,34,0
El Paso,19177,387
Ellis,3486,54
Erath,614,7
Falls,150,3
Fannin,384,10
Fayette,351,15
Fisher,47,1
Floyd,98,7
Foard,3,0
Fort Bend,13688,211
Franklin,100,4
Freestone,199,0
Frio,607,7
Gaines,225,5
Galveston,10283,130
Garza,101,3
Gillespie,192,6
Glasscock,6,0
Goliad,121,6
Gonzales,749,11
Gray,238,3
Grayson,1353,18
Gregg,1751,43
Grimes,955,29
Guadalupe,1851,66
Hale,1538,39
Hall,16,1
Hamilton,95,3
Hansford,99,2
Hardeman,22,0
Hardin,1217,18
Harris,95631,1978
Harrison,772,26
Hartley,98,0
Haskell,51,1
Hays,5230,48
Hemphill,47,0
Henderson,745,14
Hidalgo,23513,931
Hill,343,7
Hockley,236,5
Hood,675,18
Hopkins,232,3
Houston,323,8
Howard,244,8
Hudspeth,36,2
Hunt,1336,24
Hutchinson,138,3
Irion,9,0
Jack,112,0
Jackson,477,13
Jasper,390,16
Jeff Davis,8,0
Jefferson,6456,98
Jim Hogg,69,2
Jim Wells,906,21
Johnson,2379,38
Jones,600,0
Karnes,696,10
Kaufman,2653,32
Kendall,191,4
Kenedy,7,1
Kent,6,0
Kerr,423,8
Kimble,16,1
King,0,0
Kinney,22,0
Kleberg,544,20
Knox,63,6
La Salle,368,2
Lamar,773,20
Lamb,256,18
Lampasas,140,5
Lavaca,661,28
Lee,187,13
Leon,162,4
Liberty,1268,39
Limestone,355,5
Lipscomb,22,0
Live Oak,255,5
Llano,95,1
Loving,0,0
Lubbock,6750,82
Lynn,76,4
Madison,688,3
Marion,139,10
Martin,68,5
Mason,64,0
Matagorda,852,37
Maverick,2596,67
McCulloch,74,1
McLennan,5595,72
McMullen,10,0
Medina,1064,33
Menard,20,0
Midland,3011,43
Milam,400,4
Mills,31,0
Mitchell,72,1
Montague,104,3
Montgomery,7743,110
Moore,1101,16
Morris,137,3
Motley,6,0
Nacogdoches,1251,44
Navarro,1006,13
Newton,162,6
Nolan,143,4
Nueces,14143,232
Ochiltree,102,3
Oldham,14,1
Orange,1704,31
Palo Pinto,397,10
Panola,302,18
Parker,1566,22
Parmer,369,7
Pecos,270,2
Polk,773,15
Potter,3901,44
Presidio,49,4
Rains,55,1
Randall,2010,25
Reagan,72,5
Real,91,5
Red River,140,13
Reeves,159,5
Refugio,247,9
Roberts,6,0
Robertson,242,3
Rockwall,1260,20
Runnels,175,3
Rusk,440,3
Sabine,72,6
San Augustine,185,12
San Jacinto,193,8
San Patricio,1168,50
San Saba,32,0
Schleicher,36,1
Scurry,507,2
Shackelford,20,0
Shelby,425,18
Sherman,49,0
Smith,2955,46
Somervell,108,1
Starr,2517,100
Stephens,115,3
Sterling,1,0
Stonewall,7,1
Sutton,76,2
Swisher,88,3
Tarrant,37210,547
Taylor,1210,31
Terrell,3,0
Terry,188,2
Throckmorton,4,2
Titus,1285,18
Tom Green,1922,41
Travis,25353,328
Trinity,169,4
Tyler,172,3
Upshur,309,5
Upton,18,1
Uvalde,647,15
Val Verde,1775,58
Van Zandt,485,9
Victoria,3681,67
Walker,3247,46
Waller,579,5
Ward,100,1
Washington,553,43
Webb,10047,146
Wharton,1067,36
Wheeler,40,0
Wichita,1192,14
Wilbarger,92,2
Willacy,802,39
Williamson,7646,112
Wilson,520,23
Winkler,88,1
Wise,599,11
Wood,377,12
Yoakum,135,4
Young,207,6
Zapata,235,3
Zavala,253,8
Unknown,0,6
Total,567580,11051
Probable cases are not included in the total case numbers,NA,NA
