county,cases,fatalities
Anderson,1533,3
Andrews,132,2
Angelina,645,9
Aransas,49,0
Archer,11,0
Armstrong,3,0
Atascosa,188,2
Austin,117,0
Bailey,111,1
Bandera,33,0
Bastrop,659,8
Baylor,1,0
Bee,135,0
Bell,1852,13
Bexar,16725,146
Blanco,50,1
Borden,0,0
Bosque,36,0
Bowie,471,15
Brazoria,3146,24
Brazos,2704,34
Brewster,148,1
Briscoe,9,0
Brooks,29,0
Brown,156,13
Burleson,131,0
Burnet,215,3
Caldwell,580,4
Calhoun,126,3
Callahan,25,2
Cameron,3120,71
Camp,130,2
Carson,10,0
Cass,52,2
Castro,110,1
Chambers,469,2
Cherokee,286,2
Childress,7,0
Clay,13,0
Cochran,5,0
Coke,5,1
Coleman,4,0
Collin,3948,53
Collingsworth,6,0
Colorado,143,0
Comal,825,15
Comanche,25,1
Concho,13,0
Cooke,83,0
Coryell,356,2
Cottle,4,1
Crane,62,9
Crockett,18,0
Crosby,34,1
Culberson,6,0
Dallam,104,1
Dallas,29160,426
Dawson,75,1
DeWitt,131,3
Deaf Smith,401,17
Delta,7,0
Denton,3582,37
Dickens,2,0
Dimmit,25,0
Donley,28,0
Duval,70,0
Eastland,17,0
Ector,1105,13
Edwards,2,0
El Paso,8385,145
Ellis,1424,20
Erath,200,1
Falls,46,0
Fannin,130,8
Fayette,136,3
Fisher,11,1
Floyd,49,0
Foard,0,0
Fort Bend,4413,60
Franklin,53,1
Freestone,64,0
Frio,293,0
Gaines,39,0
Galveston,5063,50
Garza,19,0
Gillespie,55,0
Glasscock,6,0
Goliad,21,0
Gonzales,316,4
Gray,126,4
Grayson,695,7
Gregg,682,13
Grimes,638,2
Guadalupe,929,3
Hale,661,8
Hall,2,1
Hamilton,28,1
Hansford,31,2
Hardeman,5,0
Hardin,306,5
Harris,40012,411
Harrison,392,31
Hartley,45,2
Haskell,7,0
Hays,3328,11
Hemphill,18,0
Henderson,225,4
Hidalgo,5782,90
Hill,130,2
Hockley,96,1
Hood,162,5
Hopkins,77,0
Houston,175,0
Howard,64,1
Hudspeth,16,0
Hunt,637,8
Hutchinson,71,0
Irion,3,0
Jack,12,0
Jackson,73,1
Jasper,70,1
Jeff Davis,5,0
Jefferson,3235,36
Jim Hogg,27,0
Jim Wells,242,0
Johnson,782,4
Jones,607,0
Karnes,62,0
Kaufman,927,5
Kendall,95,0
Kenedy,1,0
Kent,0,0
Kerr,129,1
Kimble,9,0
King,0,0
Kinney,3,0
Kleberg,111,1
Knox,5,0
La Salle,51,0
Lamar,354,13
Lamb,71,0
Lampasas,32,0
Lavaca,212,1
Lee,92,3
Leon,82,0
Liberty,464,3
Limestone,86,1
Lipscomb,11,0
Live Oak,63,0
Llano,27,0
Loving,0,0
Lubbock,3231,58
Lynn,49,1
Madison,96,0
Marion,37,1
Martin,22,1
Mason,35,0
Matagorda,295,5
Maverick,677,6
McCulloch,23,0
McLennan,2283,14
McMullen,0,0
Medina,338,3
Menard,12,0
Midland,1020,19
Milam,133,1
Mills,6,0
Mitchell,21,0
Montague,25,1
Montgomery,2784,38
Moore,912,15
Morris,50,0
Motley,2,0
Nacogdoches,516,29
Navarro,421,6
Newton,12,0
Nolan,55,0
Nueces,4917,35
Ochiltree,60,2
Oldham,4,1
Orange,443,5
Palo Pinto,55,2
Panola,221,24
Parker,507,1
Parmer,236,8
Pecos,138,1
Polk,268,0
Potter,3025,39
Presidio,26,0
Rains,17,0
Randall,1001,7
Reagan,23,0
Real,4,0
Red River,117,12
Reeves,63,1
Refugio,39,0
Roberts,6,0
Robertson,86,0
Rockwall,413,16
Runnels,19,0
Rusk,266,3
Sabine,28,1
San Augustine,119,7
San Jacinto,61,0
San Patricio,267,0
San Saba,7,0
Schleicher,21,1
Scurry,84,1
Shackelford,6,0
Shelby,292,14
Sherman,32,0
Smith,1164,7
Somervell,22,0
Starr,868,4
Stephens,12,0
Sterling,0,0
Stonewall,0,0
Sutton,16,0
Swisher,51,1
Tarrant,16180,254
Taylor,597,6
Terrell,2,0
Terry,47,0
Throckmorton,1,0
Titus,846,6
Tom Green,608,1
Travis,13161,159
Trinity,52,0
Tyler,30,0
Upshur,82,0
Upton,10,0
Uvalde,190,1
Val Verde,387,1
Van Zandt,158,3
Victoria,1334,9
Walker,2172,28
Waller,216,0
Ward,31,0
Washington,337,32
Webb,2163,36
Wharton,262,1
Wheeler,19,0
Wichita,548,3
Wilbarger,17,0
Willacy,251,3
Williamson,3442,48
Wilson,166,5
Winkler,40,0
Wise,164,5
Wood,118,5
Yoakum,40,0
Young,42,1
Zapata,64,0
Zavala,41,0
Total,230346,2918
Probable cases are not included in the total case numbers,NA,NA
