county,cases,fatalities
Anderson,1796,3
Andrews,155,2
Angelina,743,9
Aransas,50,0
Archer,10,0
Armstrong,3,0
Atascosa,207,2
Austin,128,0
Bailey,112,1
Bandera,44,0
Bastrop,727,11
Baylor,1,0
Bee,135,0
Bell,2083,14
Bexar,18602,166
Blanco,49,1
Borden,0,0
Bosque,41,0
Bowie,496,15
Brazoria,3358,25
Brazos,2901,35
Brewster,150,1
Briscoe,9,1
Brooks,37,0
Brown,171,13
Burleson,148,0
Burnet,230,3
Caldwell,645,5
Calhoun,153,3
Callahan,27,2
Cameron,3496,77
Camp,131,2
Carson,10,0
Cass,52,2
Castro,120,1
Chambers,555,2
Cherokee,357,2
Childress,7,0
Clay,16,0
Cochran,6,0
Coke,6,1
Coleman,5,0
Collin,4308,56
Collingsworth,6,0
Colorado,161,0
Comal,952,21
Comanche,26,1
Concho,13,0
Cooke,87,0
Coryell,398,2
Cottle,4,1
Crane,64,9
Crockett,35,0
Crosby,35,2
Culberson,6,1
Dallam,116,1
Dallas,31525,445
Dawson,83,1
DeWitt,159,3
Deaf Smith,409,17
Delta,7,0
Denton,3810,39
Dickens,2,0
Dimmit,31,0
Donley,32,0
Duval,75,0
Eastland,20,0
Ector,1235,14
Edwards,4,0
El Paso,9099,150
Ellis,1510,20
Erath,216,1
Falls,56,0
Fannin,137,8
Fayette,151,3
Fisher,13,1
Floyd,52,1
Foard,1,0
Fort Bend,4617,61
Franklin,55,1
Freestone,73,0
Frio,338,0
Gaines,43,0
Galveston,5630,54
Garza,21,1
Gillespie,65,0
Glasscock,6,0
Goliad,30,0
Gonzales,323,4
Gray,133,4
Grayson,731,7
Gregg,762,13
Grimes,642,2
Guadalupe,1014,3
Hale,763,11
Hall,2,1
Hamilton,32,1
Hansford,35,2
Hardeman,5,0
Hardin,404,5
Harris,42000,439
Harrison,401,31
Hartley,55,2
Haskell,6,0
Hays,3501,11
Hemphill,20,0
Henderson,256,4
Hidalgo,7334,123
Hill,143,2
Hockley,108,1
Hood,185,5
Hopkins,79,0
Houston,176,0
Howard,67,1
Hudspeth,17,0
Hunt,697,8
Hutchinson,73,0
Irion,3,0
Jack,12,0
Jackson,89,1
Jasper,70,1
Jeff Davis,5,0
Jefferson,3532,39
Jim Hogg,32,0
Jim Wells,261,0
Johnson,788,4
Jones,604,0
Karnes,80,0
Kaufman,971,5
Kendall,101,0
Kenedy,1,0
Kent,0,0
Kerr,143,1
Kimble,9,0
King,0,0
Kinney,3,0
Kleberg,159,1
Knox,6,0
La Salle,76,0
Lamar,392,14
Lamb,75,0
Lampasas,39,0
Lavaca,238,1
Lee,92,3
Leon,96,0
Liberty,508,3
Limestone,102,1
Lipscomb,11,0
Live Oak,65,0
Llano,34,0
Loving,0,0
Lubbock,3524,60
Lynn,53,1
Madison,107,0
Marion,37,1
Martin,25,1
Mason,35,0
Matagorda,348,5
Maverick,776,7
McCulloch,23,0
McLennan,2442,15
McMullen,0,0
Medina,343,3
Menard,14,0
Midland,1104,19
Milam,149,1
Mills,7,0
Mitchell,25,0
Montague,26,1
Montgomery,3007,41
Moore,916,15
Morris,48,0
Motley,2,0
Nacogdoches,554,31
Navarro,433,7
Newton,12,0
Nolan,70,0
Nueces,5672,42
Ochiltree,63,2
Oldham,4,1
Orange,498,5
Palo Pinto,61,2
Panola,228,24
Parker,556,1
Parmer,236,8
Pecos,139,1
Polk,321,0
Potter,3048,39
Presidio,26,0
Rains,17,0
Randall,1045,7
Reagan,31,0
Real,6,0
Red River,119,12
Reeves,77,1
Refugio,43,0
Roberts,6,0
Robertson,111,0
Rockwall,433,16
Runnels,24,0
Rusk,251,3
Sabine,31,1
San Augustine,126,9
San Jacinto,63,0
San Patricio,310,0
San Saba,10,0
Schleicher,24,1
Scurry,321,1
Shackelford,8,0
Shelby,294,14
Sherman,32,0
Smith,1299,7
Somervell,25,0
Starr,896,4
Stephens,15,0
Sterling,0,0
Stonewall,0,0
Sutton,21,0
Swisher,53,1
Tarrant,17334,262
Taylor,654,7
Terrell,2,0
Terry,48,0
Throckmorton,1,0
Titus,855,6
Tom Green,670,1
Travis,14304,166
Trinity,60,0
Tyler,36,0
Upshur,90,0
Upton,10,0
Uvalde,224,2
Val Verde,503,3
Van Zandt,182,3
Victoria,1599,10
Walker,2223,28
Waller,235,0
Ward,46,0
Washington,349,33
Webb,2547,40
Wharton,328,1
Wheeler,20,0
Wichita,585,3
Wilbarger,17,0
Willacy,267,3
Williamson,3654,51
Wilson,190,5
Winkler,40,0
Wise,184,5
Wood,123,5
Yoakum,42,0
Young,53,1
Zapata,66,0
Zavala,49,0
Total,250462,3112
Probable cases are not included in the total case numbers,NA,NA
