state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,130,0.004393673110720563
Texas,48,cases,ages,1-9 years,563,0.019027984317966744
Texas,48,cases,ages,10-19 years,1464,0.04947951872380695
Texas,48,cases,ages,20-29 years,5602,0.18933351358658915
Texas,48,cases,ages,30-39 years,5594,0.18906313370285252
Texas,48,cases,ages,40-49 years,5252,0.17750439367311072
Texas,48,cases,ages,50-59 years,4878,0.16486413410842232
Texas,48,cases,ages,60-64 years,1945,0.06573610923347303
Texas,48,cases,ages,65-69 years,1419,0.047958631877788295
Texas,48,cases,ages,70-74 years,893,0.030181154522103557
Texas,48,cases,ages,75-79 years,653,0.022069758010004055
Texas,48,cases,ages,80+ years,1175,0.039712045423820466
Texas,48,cases,ages,Unknown,20,6.75949709341625e-4
Texas,48,cases,gender,Female,13566,0.4584966878464242
Texas,48,cases,gender,Male,15634,0.5283898877923483
Texas,48,cases,gender,Unknown,388,0.013113424361227524
Texas,48,cases,race,Asian,671,0.0226781127484115
Texas,48,cases,race,Black,3491,0.117987021765581
Texas,48,cases,race,Hispanic,11999,0.405536028119508
Texas,48,cases,race,Other,148,0.00500202784912802
Texas,48,cases,race,White,7428,0.25104772204948
Texas,48,cases,race,Unknown,5851,0.197749087467892
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,0,0
Texas,48,fatalities,ages,20-29 years,7,0.009162303664921465
Texas,48,fatalities,ages,30-39 years,12,0.015706806282722512
Texas,48,fatalities,ages,40-49 years,30,0.03926701570680628
Texas,48,fatalities,ages,50-59 years,81,0.10602094240837696
Texas,48,fatalities,ages,60-64 years,78,0.10209424083769633
Texas,48,fatalities,ages,65-69 years,88,0.11518324607329843
Texas,48,fatalities,ages,70-74 years,84,0.1099476439790576
Texas,48,fatalities,ages,75-79 years,89,0.11649214659685864
Texas,48,fatalities,ages,80+ years,295,0.38612565445026176
Texas,48,fatalities,ages,Unknown,0,0
Texas,48,fatalities,gender,Female,315,0.412303664921466
Texas,48,fatalities,gender,Male,448,0.5863874345549738
Texas,48,fatalities,gender,Unknown,1,0.0013089005235602095
Texas,48,fatalities,race,Asian,15,0.01963350785340314
Texas,48,fatalities,race,Black,95,0.1243455497382199
Texas,48,fatalities,race,Hispanic,229,0.299738219895288
Texas,48,fatalities,race,Other,1,0.0013089005235602095
Texas,48,fatalities,race,White,329,0.4306282722513089
Texas,48,fatalities,race,Unknown,95,0.1243455497382199
