county,cases,fatalities
Anderson,2437,14
Andrews,316,7
Angelina,1869,49
Aransas,183,16
Archer,29,0
Armstrong,8,0
Atascosa,499,19
Austin,297,4
Bailey,180,4
Bandera,95,3
Bastrop,1409,23
Baylor,13,0
Bee,1303,13
Bell,4071,46
Bexar,35673,850
Blanco,114,5
Borden,0,0
Bosque,178,2
Bowie,774,36
Brazoria,7789,105
Brazos,4107,50
Brewster,187,2
Briscoe,12,1
Brooks,143,4
Brown,403,17
Burleson,248,6
Burnet,577,10
Caldwell,1171,29
Calhoun,551,6
Callahan,51,3
Cameron,17316,506
Camp,247,6
Carson,17,0
Cass,193,9
Castro,206,4
Chambers,1008,4
Cherokee,1184,9
Childress,50,0
Clay,45,1
Cochran,32,0
Coke,42,2
Coleman,29,0
Collin,8313,89
Collingsworth,12,0
Colorado,345,2
Comal,1993,77
Comanche,171,3
Concho,32,0
Cooke,256,3
Coryell,710,5
Cottle,18,2
Crane,70,2
Crockett,157,4
Crosby,65,1
Culberson,21,2
Dallam,196,6
Dallas,55787,781
Dawson,157,4
DeWitt,727,20
Deaf Smith,702,18
Delta,17,0
Denton,7959,98
Dickens,5,1
Dimmit,161,4
Donley,49,0
Duval,193,7
Eastland,86,1
Ector,2488,46
Edwards,29,0
El Paso,17378,311
Ellis,3244,48
Erath,577,6
Falls,142,3
Fannin,310,8
Fayette,321,14
Fisher,30,1
Floyd,91,6
Foard,2,0
Fort Bend,10487,183
Franklin,92,2
Freestone,172,0
Frio,563,6
Gaines,186,3
Galveston,9707,117
Garza,100,3
Gillespie,179,6
Glasscock,6,0
Goliad,96,5
Gonzales,703,11
Gray,221,2
Grayson,1199,13
Gregg,1604,28
Grimes,918,26
Guadalupe,1735,56
Hale,1443,31
Hall,15,1
Hamilton,89,3
Hansford,82,2
Hardeman,22,0
Hardin,1090,18
Harris,88494,1713
Harrison,728,24
Hartley,92,0
Haskell,44,0
Hays,5083,44
Hemphill,44,0
Henderson,664,12
Hidalgo,20767,701
Hill,336,7
Hockley,219,4
Hood,625,11
Hopkins,212,3
Houston,320,7
Howard,184,6
Hudspeth,33,2
Hunt,1241,21
Hutchinson,131,3
Irion,9,0
Jack,70,0
Jackson,411,10
Jasper,332,12
Jeff Davis,8,0
Jefferson,6126,88
Jim Hogg,65,1
Jim Wells,802,18
Johnson,2073,31
Jones,599,0
Karnes,648,9
Kaufman,2364,28
Kendall,167,4
Kenedy,6,1
Kent,3,0
Kerr,411,6
Kimble,15,1
King,0,0
Kinney,21,0
Kleberg,471,12
Knox,62,2
La Salle,362,2
Lamar,677,18
Lamb,238,14
Lampasas,126,4
Lavaca,637,22
Lee,177,11
Leon,154,3
Liberty,1047,34
Limestone,287,3
Lipscomb,22,0
Live Oak,240,4
Llano,89,1
Loving,0,0
Lubbock,6365,75
Lynn,74,4
Madison,685,2
Marion,135,9
Martin,65,5
Mason,60,0
Matagorda,807,31
Maverick,2569,45
McCulloch,54,1
McLennan,5164,60
McMullen,10,0
Medina,949,29
Menard,18,0
Midland,2788,34
Milam,357,3
Mills,26,0
Mitchell,69,1
Montague,79,2
Montgomery,6820,93
Moore,1077,14
Morris,130,3
Motley,6,0
Nacogdoches,1184,43
Navarro,917,10
Newton,116,4
Nolan,137,3
Nueces,13061,175
Ochiltree,100,2
Oldham,14,1
Orange,1497,24
Palo Pinto,328,9
Panola,301,18
Parker,1366,19
Parmer,351,7
Pecos,251,2
Polk,762,14
Potter,3731,41
Presidio,49,3
Rains,52,1
Randall,1804,23
Reagan,64,3
Real,90,1
Red River,140,11
Reeves,147,5
Refugio,238,4
Roberts,6,0
Robertson,238,2
Rockwall,1057,15
Runnels,149,2
Rusk,396,2
Sabine,62,6
San Augustine,175,11
San Jacinto,183,8
San Patricio,1051,33
San Saba,26,0
Schleicher,36,1
Scurry,503,1
Shackelford,21,0
Shelby,411,18
Sherman,43,0
Smith,2666,30
Somervell,83,0
Starr,2294,81
Stephens,47,3
Sterling,1,0
Stonewall,6,0
Sutton,67,1
Swisher,82,2
Tarrant,33070,480
Taylor,1137,28
Terrell,2,0
Terry,161,2
Throckmorton,4,2
Titus,1250,15
Tom Green,1806,30
Travis,23421,285
Trinity,162,4
Tyler,127,2
Upshur,262,2
Upton,16,1
Uvalde,573,10
Val Verde,1332,39
Van Zandt,434,7
Victoria,3560,54
Walker,3128,42
Waller,491,5
Ward,95,1
Washington,523,40
Webb,8814,111
Wharton,945,27
Wheeler,35,0
Wichita,1079,11
Wilbarger,77,1
Willacy,734,30
Williamson,7075,99
Wilson,475,19
Winkler,86,1
Wise,494,10
Wood,350,9
Yoakum,114,3
Young,196,5
Zapata,188,3
Zavala,234,6
Unknown,0,4
Total,513575,9289
Probable cases are not included in the total case numbers,NA,NA
