county,cases,fatalities
Anderson,2174,7
Andrews,253,6
Angelina,1606,32
Aransas,149,12
Archer,17,0
Armstrong,5,0
Atascosa,405,13
Austin,211,3
Bailey,151,3
Bandera,83,1
Bastrop,1277,18
Baylor,5,0
Bee,482,7
Bell,3375,29
Bexar,32486,545
Blanco,93,2
Borden,0,0
Bosque,112,2
Bowie,693,26
Brazoria,6218,62
Brazos,3813,42
Brewster,180,2
Briscoe,11,1
Brooks,81,1
Brown,348,13
Burleson,228,5
Burnet,536,7
Caldwell,1056,22
Calhoun,453,3
Callahan,38,3
Cameron,9424,304
Camp,199,4
Carson,13,0
Cass,143,5
Castro,163,2
Chambers,870,2
Cherokee,746,4
Childress,33,0
Clay,32,1
Cochran,20,0
Coke,37,1
Coleman,11,0
Collin,6177,67
Collingsworth,7,0
Colorado,238,2
Comal,1635,58
Comanche,106,3
Concho,23,0
Cooke,189,2
Coryell,589,5
Cottle,11,2
Crane,72,2
Crockett,150,2
Crosby,51,1
Culberson,15,2
Dallam,177,5
Dallas,48732,609
Dawson,133,4
DeWitt,522,13
Deaf Smith,565,17
Delta,13,0
Denton,6493,68
Dickens,4,1
Dimmit,121,0
Donley,43,0
Duval,148,2
Eastland,49,1
Ector,2174,32
Edwards,24,0
El Paso,13939,232
Ellis,2407,33
Erath,447,5
Falls,108,2
Fannin,211,7
Fayette,297,13
Fisher,23,1
Floyd,82,4
Foard,2,0
Fort Bend,6852,136
Franklin,84,1
Freestone,137,0
Frio,458,5
Gaines,114,0
Galveston,8494,92
Garza,95,2
Gillespie,171,2
Glasscock,6,0
Goliad,77,3
Gonzales,613,7
Gray,167,2
Grayson,972,11
Gregg,1270,19
Grimes,832,19
Guadalupe,1593,37
Hale,1162,20
Hall,8,1
Hamilton,54,1
Hansford,59,2
Hardeman,14,0
Hardin,800,10
Harris,69126,1206
Harrison,604,22
Hartley,82,0
Haskell,33,0
Hays,4276,29
Hemphill,40,0
Henderson,542,8
Hidalgo,16375,312
Hill,301,1
Hockley,177,4
Hood,402,7
Hopkins,159,1
Houston,240,4
Howard,149,3
Hudspeth,19,2
Hunt,1010,20
Hutchinson,110,2
Irion,8,0
Jack,28,0
Jackson,319,4
Jasper,286,5
Jeff Davis,8,0
Jefferson,5369,64
Jim Hogg,50,1
Jim Wells,573,5
Johnson,1432,22
Jones,621,0
Karnes,266,3
Kaufman,1681,19
Kendall,145,1
Kenedy,5,1
Kent,2,0
Kerr,348,5
Kimble,13,0
King,0,0
Kinney,17,0
Kleberg,328,4
Knox,44,0
La Salle,357,1
Lamar,605,16
Lamb,196,5
Lampasas,83,0
Lavaca,593,13
Lee,148,8
Leon,137,1
Liberty,815,24
Limestone,169,3
Lipscomb,15,0
Live Oak,207,1
Llano,85,0
Loving,0,0
Lubbock,5328,63
Lynn,63,4
Madison,637,0
Marion,122,7
Martin,44,2
Mason,39,0
Matagorda,644,20
Maverick,1730,29
McCulloch,35,1
McLennan,4192,39
McMullen,7,0
Medina,582,20
Menard,16,0
Midland,1476,25
Milam,297,3
Mills,14,0
Mitchell,47,0
Montague,49,1
Montgomery,5990,69
Moore,1008,12
Morris,85,1
Motley,4,0
Nacogdoches,957,33
Navarro,751,8
Newton,83,4
Nolan,127,3
Nueces,8792,88
Ochiltree,78,2
Oldham,13,1
Orange,999,15
Palo Pinto,166,5
Panola,267,17
Parker,1026,12
Parmer,305,7
Pecos,208,1
Polk,656,8
Potter,3454,37
Presidio,42,0
Rains,42,1
Randall,1528,16
Reagan,55,3
Real,76,0
Red River,133,11
Reeves,128,3
Refugio,182,0
Roberts,6,0
Robertson,204,1
Rockwall,718,11
Runnels,101,1
Rusk,328,2
Sabine,39,6
San Augustine,153,10
San Jacinto,143,7
San Patricio,694,15
San Saba,21,0
Schleicher,34,1
Scurry,415,1
Shackelford,17,0
Shelby,371,16
Sherman,37,0
Smith,2251,15
Somervell,51,0
Starr,1784,38
Stephens,28,2
Sterling,0,0
Stonewall,4,0
Sutton,59,1
Swisher,74,2
Tarrant,27151,359
Taylor,1049,18
Terrell,2,0
Terry,105,1
Throckmorton,2,0
Titus,1141,13
Tom Green,1512,16
Travis,20187,220
Trinity,129,2
Tyler,112,1
Upshur,180,2
Upton,15,1
Uvalde,456,3
Val Verde,1163,14
Van Zandt,321,2
Victoria,3120,27
Walker,2772,39
Waller,391,2
Ward,82,1
Washington,452,37
Webb,5676,72
Wharton,591,19
Wheeler,31,0
Wichita,874,9
Wilbarger,43,1
Willacy,577,18
Williamson,5551,76
Wilson,414,16
Winkler,66,1
Wise,303,5
Wood,276,5
Yoakum,78,1
Young,116,3
Zapata,153,1
Zavala,170,5
Unknown,0,2
Total,412107,6274
Probable cases are not included in the total case numbers,NA,NA
