county,cases,fatalities
Anderson,2538,18
Andrews,386,8
Angelina,2013,70
Aransas,293,18
Archer,58,1
Armstrong,11,0
Atascosa,576,28
Austin,434,6
Bailey,203,4
Bandera,109,6
Bastrop,1633,27
Baylor,15,0
Bee,1792,24
Bell,4974,67
Bexar,38467,1145
Blanco,132,5
Borden,0,0
Bosque,240,5
Bowie,1013,44
Brazoria,9670,145
Brazos,4975,57
Brewster,203,2
Briscoe,12,1
Brooks,269,16
Brown,491,20
Burleson,296,6
Burnet,664,12
Caldwell,1281,34
Calhoun,614,7
Callahan,73,3
Cameron,21460,806
Camp,318,8
Carson,17,0
Cass,262,12
Castro,231,4
Chambers,1166,5
Cherokee,1444,19
Childress,60,0
Clay,70,1
Cochran,40,1
Coke,49,3
Coleman,56,3
Collin,11306,115
Collingsworth,17,0
Colorado,466,4
Comal,2440,97
Comanche,218,3
Concho,58,1
Cooke,335,5
Coryell,1443,10
Cottle,18,2
Crane,71,2
Crockett,162,6
Crosby,81,1
Culberson,37,2
Dallam,210,8
Dallas,72860,991
Dawson,237,8
DeWitt,870,25
Deaf Smith,816,20
Delta,18,0
Denton,10422,135
Dickens,45,1
Dimmit,186,7
Donley,55,1
Duval,358,10
Eastland,120,3
Ector,2876,69
Edwards,34,1
El Paso,20686,449
Ellis,3856,60
Erath,712,10
Falls,173,3
Fannin,612,12
Fayette,379,17
Fisher,60,1
Floyd,99,9
Foard,3,0
Fort Bend,15081,244
Franklin,117,6
Freestone,389,1
Frio,644,7
Gaines,264,8
Galveston,10715,143
Garza,102,3
Gillespie,205,7
Glasscock,6,0
Goliad,121,6
Gonzales,819,13
Gray,249,5
Grayson,1550,29
Gregg,1952,51
Grimes,998,31
Guadalupe,1903,74
Hale,1675,49
Hall,16,1
Hamilton,105,3
Hansford,104,3
Hardeman,22,0
Hardin,1195,21
Harris,108819,2300
Harrison,816,28
Hartley,104,0
Haskell,56,2
Hays,5446,58
Hemphill,64,0
Henderson,842,18
Hidalgo,28178,1228
Hill,390,11
Hockley,281,5
Hood,794,23
Hopkins,253,8
Houston,342,9
Howard,302,8
Hudspeth,39,2
Hunt,1450,31
Hutchinson,150,3
Irion,10,0
Jack,128,1
Jackson,505,14
Jasper,411,19
Jeff Davis,14,0
Jefferson,6722,109
Jim Hogg,79,2
Jim Wells,1312,26
Johnson,2577,45
Jones,601,0
Karnes,750,13
Kaufman,2839,41
Kendall,197,5
Kenedy,8,1
Kent,7,0
Kerr,439,9
Kimble,16,1
King,0,0
Kinney,23,1
Kleberg,902,29
Knox,67,8
La Salle,366,4
Lamar,908,28
Lamb,298,20
Lampasas,158,7
Lavaca,688,32
Lee,197,14
Leon,205,5
Liberty,1843,44
Limestone,473,8
Lipscomb,25,0
Live Oak,353,8
Llano,104,1
Loving,0,0
Lubbock,8331,102
Lynn,83,4
Madison,693,5
Marion,146,12
Martin,74,5
Mason,75,1
Matagorda,940,39
Maverick,3335,84
McCulloch,120,1
McLennan,6629,85
McMullen,18,0
Medina,1134,37
Menard,20,0
Midland,3336,54
Milam,445,5
Mills,35,0
Mitchell,75,1
Montague,144,3
Montgomery,9046,132
Moore,1124,18
Morris,159,3
Motley,7,0
Nacogdoches,1386,50
Navarro,1110,18
Newton,164,8
Nolan,164,4
Nueces,15170,291
Ochiltree,110,4
Oldham,15,1
Orange,1809,36
Palo Pinto,442,11
Panola,328,22
Parker,1677,27
Parmer,391,7
Pecos,320,4
Polk,778,18
Potter,4143,49
Presidio,91,5
Rains,60,3
Randall,2303,31
Reagan,86,6
Real,105,5
Red River,151,14
Reeves,177,5
Refugio,301,10
Roberts,8,0
Robertson,254,5
Rockwall,1405,21
Runnels,209,3
Rusk,732,5
Sabine,75,8
San Augustine,192,12
San Jacinto,205,8
San Patricio,1333,60
San Saba,40,0
Schleicher,51,2
Scurry,559,2
Shackelford,23,0
Shelby,445,20
Sherman,55,0
Smith,3389,73
Somervell,123,4
Starr,3138,140
Stephens,112,4
Sterling,4,0
Stonewall,9,1
Sutton,77,2
Swisher,95,3
Tarrant,39819,630
Taylor,1342,35
Terrell,3,0
Terry,209,3
Throckmorton,5,2
Titus,1381,25
Tom Green,2067,57
Travis,26726,378
Trinity,180,6
Tyler,192,4
Upshur,332,8
Upton,20,2
Uvalde,715,25
Val Verde,1957,78
Van Zandt,527,18
Victoria,3836,82
Walker,3415,48
Waller,692,8
Ward,111,1
Washington,576,45
Webb,11642,199
Wharton,1215,43
Wheeler,42,0
Wichita,1377,16
Wilbarger,114,2
Willacy,1142,43
Williamson,8006,128
Wilson,545,26
Winkler,98,1
Wise,670,12
Wood,418,16
Yoakum,163,4
Young,231,6
Zapata,282,4
Zavala,266,12
Unknown,0,8
Total,630829,13231
Probable cases are not included in the total case numbers,NA,NA
