county,cases,fatalities
Anderson,2453,18
Andrews,357,8
Angelina,1968,63
Aransas,198,16
Archer,42,0
Armstrong,11,0
Atascosa,558,24
Austin,401,5
Bailey,199,4
Bandera,106,3
Bastrop,1561,25
Baylor,13,0
Bee,1490,22
Bell,4679,59
Bexar,37156,1026
Blanco,124,5
Borden,0,0
Bosque,206,5
Bowie,914,43
Brazoria,8886,130
Brazos,4433,53
Brewster,189,2
Briscoe,12,1
Brooks,197,16
Brown,461,19
Burleson,275,6
Burnet,628,12
Caldwell,1226,32
Calhoun,589,7
Callahan,62,3
Cameron,19862,688
Camp,290,7
Carson,17,0
Cass,246,9
Castro,220,4
Chambers,1123,5
Cherokee,1377,14
Childress,55,0
Clay,61,1
Cochran,37,1
Coke,48,3
Coleman,47,2
Collin,10570,106
Collingsworth,15,0
Colorado,421,3
Comal,2293,94
Comanche,207,3
Concho,42,0
Cooke,300,4
Coryell,793,9
Cottle,18,2
Crane,70,2
Crockett,161,5
Crosby,81,1
Culberson,23,2
Dallam,206,7
Dallas,69303,912
Dawson,190,8
DeWitt,798,25
Deaf Smith,785,19
Delta,17,0
Denton,9406,122
Dickens,16,1
Dimmit,176,6
Donley,53,1
Duval,234,9
Eastland,109,2
Ector,2750,59
Edwards,34,1
El Paso,19753,395
Ellis,3670,55
Erath,647,8
Falls,158,3
Fannin,566,10
Fayette,359,16
Fisher,52,1
Floyd,98,7
Foard,3,0
Fort Bend,14645,226
Franklin,107,4
Freestone,378,0
Frio,623,7
Gaines,239,5
Galveston,10430,135
Garza,101,3
Gillespie,197,6
Glasscock,6,0
Goliad,121,6
Gonzales,805,12
Gray,242,4
Grayson,1408,22
Gregg,1824,43
Grimes,977,29
Guadalupe,1882,70
Hale,1584,40
Hall,17,1
Hamilton,98,3
Hansford,101,3
Hardeman,22,0
Hardin,1254,19
Harris,100171,2106
Harrison,783,26
Hartley,99,0
Haskell,52,1
Hays,5308,53
Hemphill,53,0
Henderson,771,16
Hidalgo,25951,1027
Hill,361,8
Hockley,253,5
Hood,737,21
Hopkins,238,5
Houston,531,8
Howard,260,8
Hudspeth,37,2
Hunt,1383,26
Hutchinson,144,3
Irion,9,0
Jack,119,0
Jackson,492,13
Jasper,393,18
Jeff Davis,8,0
Jefferson,6569,104
Jim Hogg,75,2
Jim Wells,957,23
Johnson,2451,42
Jones,602,0
Karnes,732,11
Kaufman,2705,33
Kendall,199,4
Kenedy,7,1
Kent,7,0
Kerr,431,9
Kimble,16,1
King,0,0
Kinney,22,1
Kleberg,591,22
Knox,64,8
La Salle,366,2
Lamar,791,24
Lamb,272,19
Lampasas,146,5
Lavaca,670,28
Lee,191,13
Leon,173,4
Liberty,1665,41
Limestone,396,5
Lipscomb,23,0
Live Oak,330,6
Llano,100,1
Loving,0,0
Lubbock,6975,91
Lynn,76,4
Madison,836,4
Marion,139,10
Martin,70,5
Mason,68,0
Matagorda,891,38
Maverick,3228,73
McCulloch,82,1
McLennan,5907,77
McMullen,11,0
Medina,1101,34
Menard,20,0
Midland,3134,45
Milam,409,4
Mills,31,0
Mitchell,73,1
Montague,112,3
Montgomery,8268,117
Moore,1112,18
Morris,147,3
Motley,6,0
Nacogdoches,1305,47
Navarro,1048,14
Newton,162,6
Nolan,147,4
Nueces,14721,253
Ochiltree,104,3
Oldham,14,1
Orange,1817,35
Palo Pinto,413,11
Panola,309,20
Parker,1615,24
Parmer,380,7
Pecos,287,3
Polk,774,16
Potter,3966,46
Presidio,49,4
Rains,58,1
Randall,2102,26
Reagan,78,5
Real,101,5
Red River,144,14
Reeves,169,5
Refugio,254,10
Roberts,8,0
Robertson,247,3
Rockwall,1284,21
Runnels,183,3
Rusk,700,4
Sabine,72,6
San Augustine,186,12
San Jacinto,198,8
San Patricio,1226,52
San Saba,34,0
Schleicher,38,2
Scurry,532,2
Shackelford,23,0
Shelby,430,19
Sherman,53,0
Smith,3136,54
Somervell,114,2
Starr,2624,121
Stephens,113,3
Sterling,1,0
Stonewall,9,1
Sutton,76,2
Swisher,91,3
Tarrant,38283,586
Taylor,1254,33
Terrell,3,0
Terry,194,3
Throckmorton,4,2
Titus,1319,21
Tom Green,1981,46
Travis,26017,342
Trinity,173,5
Tyler,175,3
Upshur,318,5
Upton,18,1
Uvalde,663,16
Val Verde,1775,60
Van Zandt,508,12
Victoria,3755,72
Walker,3426,46
Waller,639,8
Ward,103,1
Washington,560,44
Webb,10345,167
Wharton,1165,41
Wheeler,41,0
Wichita,1242,14
Wilbarger,100,2
Willacy,822,41
Williamson,7747,116
Wilson,533,24
Winkler,88,1
Wise,624,12
Wood,392,13
Yoakum,141,4
Young,213,6
Zapata,247,3
Zavala,259,10
Unknown,0,7
Total,592137,11805
Probable cases are not included in the total case numbers,NA,NA
