county,cases,fatalities
Anderson,2527,18
Andrews,374,8
Angelina,2013,69
Aransas,217,18
Archer,53,1
Armstrong,11,0
Atascosa,572,27
Austin,419,6
Bailey,202,4
Bandera,109,5
Bastrop,1608,27
Baylor,15,0
Bee,1621,23
Bell,4896,65
Bexar,38136,1119
Blanco,129,5
Borden,0,0
Bosque,229,5
Bowie,969,44
Brazoria,9592,139
Brazos,4772,56
Brewster,203,2
Briscoe,12,1
Brooks,239,16
Brown,483,20
Burleson,293,6
Burnet,675,12
Caldwell,1248,34
Calhoun,611,7
Callahan,71,3
Cameron,21211,775
Camp,316,8
Carson,17,0
Cass,261,12
Castro,229,4
Chambers,1155,5
Cherokee,1427,17
Childress,57,0
Clay,69,1
Cochran,37,1
Coke,49,3
Coleman,54,2
Collin,11119,114
Collingsworth,16,0
Colorado,448,3
Comal,2382,96
Comanche,218,3
Concho,58,1
Cooke,331,4
Coryell,1432,10
Cottle,18,2
Crane,71,2
Crockett,162,6
Crosby,81,1
Culberson,35,2
Dallam,210,8
Dallas,72252,973
Dawson,228,8
DeWitt,850,25
Deaf Smith,808,20
Delta,17,0
Denton,10239,134
Dickens,39,1
Dimmit,183,6
Donley,55,1
Duval,331,10
Eastland,117,3
Ector,2852,68
Edwards,34,1
El Paso,20611,439
Ellis,3828,58
Erath,704,10
Falls,169,3
Fannin,606,12
Fayette,375,16
Fisher,59,1
Floyd,99,7
Foard,3,0
Fort Bend,14983,240
Franklin,116,6
Freestone,386,1
Frio,641,7
Gaines,258,7
Galveston,10613,142
Garza,102,3
Gillespie,202,7
Glasscock,6,0
Goliad,121,6
Gonzales,817,13
Gray,244,4
Grayson,1527,28
Gregg,1926,51
Grimes,995,30
Guadalupe,1901,72
Hale,1644,45
Hall,16,1
Hamilton,105,3
Hansford,102,3
Hardeman,22,0
Hardin,1166,21
Harris,107490,2247
Harrison,809,28
Hartley,102,0
Haskell,55,2
Hays,5410,56
Hemphill,58,0
Henderson,830,16
Hidalgo,27669,1166
Hill,378,10
Hockley,272,5
Hood,789,22
Hopkins,250,7
Houston,341,9
Howard,280,8
Hudspeth,39,2
Hunt,1429,30
Hutchinson,148,3
Irion,10,0
Jack,127,1
Jackson,503,14
Jasper,406,19
Jeff Davis,13,0
Jefferson,6659,107
Jim Hogg,79,2
Jim Wells,1057,24
Johnson,2554,45
Jones,598,0
Karnes,747,12
Kaufman,2827,41
Kendall,195,5
Kenedy,7,1
Kent,7,0
Kerr,438,9
Kimble,16,1
King,0,0
Kinney,22,1
Kleberg,642,27
Knox,67,8
La Salle,365,4
Lamar,791,28
Lamb,290,19
Lampasas,155,6
Lavaca,686,32
Lee,196,14
Leon,201,5
Liberty,1835,43
Limestone,465,8
Lipscomb,25,0
Live Oak,349,6
Llano,101,1
Loving,0,0
Lubbock,7754,97
Lynn,82,4
Madison,694,5
Marion,142,10
Martin,73,5
Mason,73,1
Matagorda,921,39
Maverick,3335,82
McCulloch,114,1
McLennan,6454,82
McMullen,16,0
Medina,1132,36
Menard,20,0
Midland,3272,52
Milam,440,5
Mills,35,0
Mitchell,73,1
Montague,134,3
Montgomery,8800,130
Moore,1123,18
Morris,158,3
Motley,7,0
Nacogdoches,1370,50
Navarro,1103,17
Newton,163,6
Nolan,154,4
Nueces,15145,282
Ochiltree,110,3
Oldham,16,1
Orange,1782,35
Palo Pinto,428,11
Panola,320,21
Parker,1662,25
Parmer,389,7
Pecos,303,4
Polk,778,18
Potter,4098,49
Presidio,66,5
Rains,60,3
Randall,2236,31
Reagan,86,6
Real,105,5
Red River,146,14
Reeves,172,5
Refugio,272,10
Roberts,8,0
Robertson,251,5
Rockwall,1374,21
Runnels,208,3
Rusk,714,5
Sabine,73,8
San Augustine,192,12
San Jacinto,202,8
San Patricio,1313,60
San Saba,38,0
Schleicher,38,2
Scurry,548,2
Shackelford,23,0
Shelby,442,19
Sherman,54,0
Smith,3339,66
Somervell,119,4
Starr,2782,135
Stephens,113,4
Sterling,4,0
Stonewall,10,1
Sutton,76,2
Swisher,94,3
Tarrant,39488,620
Taylor,1322,35
Terrell,3,0
Terry,206,3
Throckmorton,5,2
Titus,1371,25
Tom Green,2052,55
Travis,26523,366
Trinity,179,6
Tyler,185,4
Upshur,329,6
Upton,19,2
Uvalde,704,19
Val Verde,1957,78
Van Zandt,521,18
Victoria,3796,80
Walker,3663,48
Waller,675,8
Ward,109,1
Washington,573,45
Webb,11094,189
Wharton,1201,43
Wheeler,42,0
Wichita,1347,16
Wilbarger,106,2
Willacy,866,42
Williamson,7969,125
Wilson,541,25
Winkler,95,1
Wise,665,12
Wood,408,15
Yoakum,155,4
Young,226,6
Zapata,281,4
Zavala,264,11
Unknown,0,8
Total,621667,12870
Probable cases are not included in the total case numbers,NA,NA
