county,cases,fatalities
Anderson,2438,17
Andrews,346,7
Angelina,1930,54
Aransas,190,16
Archer,33,0
Armstrong,8,0
Atascosa,519,19
Austin,335,4
Bailey,195,4
Bandera,100,3
Bastrop,1469,23
Baylor,13,0
Bee,1412,17
Bell,4369,50
Bexar,36131,913
Blanco,127,5
Borden,0,0
Bosque,181,2
Bowie,811,39
Brazoria,8303,114
Brazos,4192,51
Brewster,187,2
Briscoe,12,1
Brooks,151,7
Brown,419,18
Burleson,257,6
Burnet,578,11
Caldwell,1189,30
Calhoun,558,7
Callahan,56,3
Cameron,18170,589
Camp,255,7
Carson,17,0
Cass,206,9
Castro,210,4
Chambers,1028,5
Cherokee,1262,12
Childress,53,0
Clay,47,1
Cochran,34,0
Coke,43,2
Coleman,37,0
Collin,10169,95
Collingsworth,14,0
Colorado,364,2
Comal,2132,81
Comanche,182,3
Concho,36,0
Cooke,282,3
Coryell,737,6
Cottle,18,2
Crane,70,2
Crockett,157,4
Crosby,69,1
Culberson,22,2
Dallam,199,6
Dallas,65278,831
Dawson,172,5
DeWitt,760,21
Deaf Smith,738,19
Delta,17,0
Denton,8427,107
Dickens,5,1
Dimmit,167,4
Donley,49,0
Duval,205,7
Eastland,98,1
Ector,2561,55
Edwards,30,0
El Paso,18682,346
Ellis,3433,51
Erath,603,7
Falls,146,3
Fannin,352,9
Fayette,325,14
Fisher,36,1
Floyd,94,6
Foard,3,0
Fort Bend,12623,194
Franklin,98,4
Freestone,187,0
Frio,588,7
Gaines,199,4
Galveston,10033,126
Garza,101,3
Gillespie,190,6
Glasscock,6,0
Goliad,121,6
Gonzales,738,11
Gray,230,2
Grayson,1298,16
Gregg,1680,33
Grimes,935,29
Guadalupe,1810,59
Hale,1491,32
Hall,15,1
Hamilton,96,3
Hansford,97,2
Hardeman,22,0
Hardin,1144,18
Harris,92944,1875
Harrison,749,24
Hartley,95,0
Haskell,53,0
Hays,5150,46
Hemphill,45,0
Henderson,712,13
Hidalgo,22013,834
Hill,341,7
Hockley,228,5
Hood,665,13
Hopkins,222,3
Houston,323,8
Howard,217,8
Hudspeth,35,2
Hunt,1284,21
Hutchinson,133,3
Irion,9,0
Jack,102,0
Jackson,438,11
Jasper,362,15
Jeff Davis,8,0
Jefferson,6316,96
Jim Hogg,65,2
Jim Wells,872,19
Johnson,2320,34
Jones,603,0
Karnes,691,10
Kaufman,2606,32
Kendall,185,4
Kenedy,7,1
Kent,4,0
Kerr,418,6
Kimble,16,1
King,0,0
Kinney,21,0
Kleberg,517,19
Knox,62,5
La Salle,364,2
Lamar,730,19
Lamb,249,18
Lampasas,132,5
Lavaca,650,25
Lee,183,12
Leon,159,3
Liberty,1132,37
Limestone,318,3
Lipscomb,22,0
Live Oak,240,5
Llano,92,1
Loving,0,0
Lubbock,6542,80
Lynn,74,4
Madison,684,3
Marion,136,10
Martin,69,5
Mason,63,0
Matagorda,840,36
Maverick,2596,54
McCulloch,63,1
McLennan,5372,65
McMullen,10,0
Medina,1002,33
Menard,19,0
Midland,2948,40
Milam,374,3
Mills,27,0
Mitchell,70,1
Montague,89,2
Montgomery,7160,107
Moore,1092,14
Morris,135,3
Motley,6,0
Nacogdoches,1221,44
Navarro,981,12
Newton,124,4
Nolan,141,3
Nueces,13819,199
Ochiltree,100,2
Oldham,14,1
Orange,1624,29
Palo Pinto,378,10
Panola,301,18
Parker,1492,20
Parmer,363,7
Pecos,263,2
Polk,772,14
Potter,3823,43
Presidio,49,4
Rains,54,1
Randall,1927,25
Reagan,66,5
Real,91,3
Red River,140,12
Reeves,154,5
Refugio,246,9
Roberts,6,0
Robertson,240,3
Rockwall,1241,17
Runnels,169,2
Rusk,409,2
Sabine,66,6
San Augustine,181,11
San Jacinto,189,8
San Patricio,1141,41
San Saba,29,0
Schleicher,36,1
Scurry,507,2
Shackelford,20,0
Shelby,416,18
Sherman,46,0
Smith,2839,37
Somervell,95,0
Starr,2449,96
Stephens,130,3
Sterling,1,0
Stonewall,7,0
Sutton,70,1
Swisher,84,3
Tarrant,36239,513
Taylor,1160,30
Terrell,3,0
Terry,173,2
Throckmorton,4,2
Titus,1273,18
Tom Green,1882,36
Travis,24409,306
Trinity,163,4
Tyler,152,3
Upshur,279,2
Upton,16,1
Uvalde,609,14
Val Verde,1687,47
Van Zandt,463,8
Victoria,3631,58
Walker,3197,44
Waller,531,5
Ward,100,1
Washington,534,41
Webb,9646,135
Wharton,1031,30
Wheeler,39,0
Wichita,1149,13
Wilbarger,86,1
Willacy,781,33
Williamson,7482,105
Wilson,503,20
Winkler,88,1
Wise,568,10
Wood,365,11
Yoakum,124,3
Young,205,6
Zapata,224,3
Zavala,244,6
Unknown,0,4
Total,550232,10250
Probable cases are not included in the total case numbers,NA,NA
