county,cases,fatalities
Anderson,2406,14
Andrews,304,7
Angelina,1828,46
Aransas,182,15
Archer,27,0
Armstrong,8,0
Atascosa,456,18
Austin,269,4
Bailey,175,4
Bandera,92,3
Bastrop,1375,21
Baylor,12,0
Bee,1246,11
Bell,3957,39
Bexar,35303,806
Blanco,114,5
Borden,0,0
Bosque,166,2
Bowie,762,33
Brazoria,7591,96
Brazos,4069,47
Brewster,187,2
Briscoe,12,1
Brooks,135,3
Brown,398,16
Burleson,248,6
Burnet,567,9
Caldwell,1158,26
Calhoun,546,5
Callahan,47,3
Cameron,16906,454
Camp,242,6
Carson,16,0
Cass,185,8
Castro,205,4
Chambers,981,3
Cherokee,1151,8
Childress,47,0
Clay,43,1
Cochran,32,0
Coke,42,2
Coleman,24,0
Collin,7833,84
Collingsworth,12,0
Colorado,308,2
Comal,1929,70
Comanche,150,3
Concho,31,0
Cooke,248,3
Coryell,686,5
Cottle,18,2
Crane,70,2
Crockett,158,3
Crosby,63,1
Culberson,17,2
Dallam,193,5
Dallas,55255,752
Dawson,157,4
DeWitt,700,19
Deaf Smith,674,17
Delta,17,0
Denton,7745,91
Dickens,5,1
Dimmit,155,3
Donley,49,0
Duval,188,6
Eastland,79,1
Ector,2439,45
Edwards,28,0
El Paso,16936,299
Ellis,3120,43
Erath,555,5
Falls,135,3
Fannin,266,8
Fayette,313,14
Fisher,29,1
Floyd,91,6
Foard,2,0
Fort Bend,10021,164
Franklin,92,2
Freestone,162,0
Frio,514,5
Gaines,172,3
Galveston,9514,114
Garza,99,3
Gillespie,176,6
Glasscock,6,0
Goliad,96,5
Gonzales,684,10
Gray,218,2
Grayson,1169,13
Gregg,1416,27
Grimes,891,23
Guadalupe,1696,56
Hale,1439,29
Hall,14,1
Hamilton,91,3
Hansford,80,2
Hardeman,21,0
Hardin,973,15
Harris,86563,1616
Harrison,713,23
Hartley,90,0
Haskell,43,0
Hays,5050,41
Hemphill,42,0
Henderson,641,12
Hidalgo,20148,654
Hill,328,7
Hockley,214,4
Hood,567,10
Hopkins,206,2
Houston,317,7
Howard,177,6
Hudspeth,24,2
Hunt,1202,21
Hutchinson,128,3
Irion,9,0
Jack,67,0
Jackson,408,7
Jasper,332,11
Jeff Davis,8,0
Jefferson,5977,84
Jim Hogg,64,1
Jim Wells,777,16
Johnson,1980,30
Jones,600,0
Karnes,644,7
Kaufman,2289,25
Kendall,163,4
Kenedy,6,1
Kent,3,0
Kerr,400,6
Kimble,14,1
King,0,0
Kinney,19,0
Kleberg,451,8
Knox,60,1
La Salle,362,2
Lamar,655,18
Lamb,233,11
Lampasas,110,3
Lavaca,633,19
Lee,177,10
Leon,145,3
Liberty,1002,34
Limestone,254,3
Lipscomb,20,0
Live Oak,230,4
Llano,89,1
Loving,0,0
Lubbock,6222,75
Lynn,73,4
Madison,667,2
Marion,134,9
Martin,63,5
Mason,54,0
Matagorda,770,28
Maverick,2321,44
McCulloch,51,1
McLennan,5031,57
McMullen,9,0
Medina,892,26
Menard,18,0
Midland,2676,33
Milam,350,3
Mills,22,0
Mitchell,68,1
Montague,77,2
Montgomery,6654,87
Moore,1063,14
Morris,125,3
Motley,6,0
Nacogdoches,1167,42
Navarro,883,9
Newton,116,4
Nolan,136,3
Nueces,12376,150
Ochiltree,95,2
Oldham,14,1
Orange,1493,22
Palo Pinto,297,9
Panola,297,18
Parker,1292,19
Parmer,345,7
Pecos,249,1
Polk,750,12
Potter,3689,40
Presidio,47,2
Rains,51,1
Randall,1747,21
Reagan,63,3
Real,88,1
Red River,137,11
Reeves,148,5
Refugio,234,4
Roberts,6,0
Robertson,234,2
Rockwall,1031,13
Runnels,129,2
Rusk,377,2
Sabine,62,6
San Augustine,162,11
San Jacinto,182,8
San Patricio,972,30
San Saba,24,0
Schleicher,36,1
Scurry,488,1
Shackelford,19,0
Shelby,405,18
Sherman,41,0
Smith,2524,24
Somervell,77,0
Starr,2249,73
Stephens,49,3
Sterling,0,0
Stonewall,5,0
Sutton,66,1
Swisher,82,2
Tarrant,32469,457
Taylor,1130,27
Terrell,2,0
Terry,159,2
Throckmorton,4,2
Titus,1226,15
Tom Green,1760,26
Travis,22953,271
Trinity,156,4
Tyler,127,2
Upshur,250,2
Upton,16,1
Uvalde,555,10
Val Verde,1332,32
Van Zandt,394,3
Victoria,3494,47
Walker,3074,41
Waller,465,5
Ward,93,1
Washington,515,39
Webb,8262,100
Wharton,815,26
Wheeler,33,0
Wichita,1039,11
Wilbarger,75,1
Willacy,710,30
Williamson,6893,95
Wilson,448,19
Winkler,85,1
Wise,449,8
Wood,321,7
Yoakum,106,3
Young,185,5
Zapata,179,2
Zavala,220,6
Unknown,0,2
Total,500620,8710
Probable cases are not included in the total case numbers,NA,NA
