state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,148,0.0032
Texas,48,cases,ages,1-9 years,681,0.0146
Texas,48,cases,ages,10-19 years,1788,0.0383
Texas,48,cases,ages,20-29 years,8913,0.1911
Texas,48,cases,ages,30-39 years,9847,0.21109999999999998
Texas,48,cases,ages,40-49 years,8934,0.19149999999999998
Texas,48,cases,ages,50-59 years,7880,0.1689
Texas,48,cases,ages,60-64 years,2990,0.064105312808
Texas,48,cases,ages,65-69 years,2078,0.044552120407000004
Texas,48,cases,ages,70-74 years,1222,0.0262
Texas,48,cases,ages,75-79 years,810,0.0174
Texas,48,cases,ages,80+ years,1320,0.028300000000000002
Texas,48,cases,ages,Unknown,31,7.000000000000001e-4
Texas,48,cases,gender,Female,15714,0.3369
Texas,48,cases,gender,Male,29912,0.6413
Texas,48,cases,gender,Unknown,1016,0.0218
Texas,48,cases,race,Asian,741,0.0159
Texas,48,cases,race,Black,7441,0.1595
Texas,48,cases,race,Hispanic,18597,0.3987
Texas,48,cases,race,Other,205,0.0044
Texas,48,cases,race,White,13094,0.2807
Texas,48,cases,race,Unknown,6564,0.1407
Texas,48,fatalities,ages,<1 year,3,3e-4
Texas,48,fatalities,ages,1-9 years,5,4e-4
Texas,48,fatalities,ages,10-19 years,11,0.001
Texas,48,fatalities,ages,20-29 years,79,0.0069
Texas,48,fatalities,ages,30-39 years,226,0.019799999999999998
Texas,48,fatalities,ages,40-49 years,615,0.054000000000000006
Texas,48,fatalities,ages,50-59 years,1344,0.11789999999999999
Texas,48,fatalities,ages,60-64 years,1083,0.095
Texas,48,fatalities,ages,65-69 years,1331,0.1168
Texas,48,fatalities,ages,70-74 years,1487,0.1305
Texas,48,fatalities,ages,75-79 years,1399,0.12279999999999999
Texas,48,fatalities,ages,80+ years,3812,0.3345
Texas,48,fatalities,ages,Unknown,0,0
Texas,48,fatalities,gender,Female,4723,0.41450000000000004
Texas,48,fatalities,gender,Male,6672,0.5855
Texas,48,fatalities,gender,Unknown,0,0
Texas,48,fatalities,race,Asian,243,0.0213
Texas,48,fatalities,race,Black,1358,0.1192
Texas,48,fatalities,race,Hispanic,6214,0.5453
Texas,48,fatalities,race,Other,68,0.006
Texas,48,fatalities,race,White,3508,0.3079
Texas,48,fatalities,race,Unknown,4,4e-4
