county,cases,fatalities
Anderson,60,0
Andrews,22,0
Angelina,154,1
Aransas,3,0
Archer,1,0
Armstrong,2,0
Atascosa,32,1
Austin,20,0
Bailey,10,0
Bandera,6,0
Bastrop,148,2
Baylor,0,0
Bee,6,0
Bell,260,3
Bexar,2192,62
Blanco,6,0
Borden,0,0
Bosque,6,0
Bowie,137,5
Brazoria,786,11
Brazos,333,18
Brewster,1,0
Briscoe,1,0
Brooks,1,0
Brown,51,7
Burleson,20,0
Burnet,28,0
Caldwell,39,0
Calhoun,36,3
Callahan,8,1
Cameron,635,29
Camp,26,0
Carson,5,0
Cass,21,0
Castro,28,1
Chambers,55,0
Cherokee,36,2
Childress,2,0
Clay,3,0
Cochran,1,0
Coke,1,0
Coleman,2,0
Collin,1047,31
Collingsworth,4,0
Colorado,19,0
Comal,71,6
Comanche,5,1
Concho,1,0
Cooke,13,0
Coryell,226,2
Cottle,4,1
Crane,2,0
Crockett,0,0
Crosby,3,1
Culberson,0,0
Dallam,18,0
Dallas,7679,177
Dawson,38,1
DeWitt,17,1
Deaf Smith,133,7
Delta,1,0
Denton,1088,28
Dickens,1,0
Dimmit,1,0
Donley,27,0
Duval,5,0
Eastland,5,0
Ector,115,4
Edwards,0,0
El Paso,1852,52
Ellis,258,12
Erath,15,1
Falls,6,0
Fannin,27,2
Fayette,31,2
Fisher,2,0
Floyd,5,0
Foard,0,0
Fort Bend,1559,40
Franklin,7,0
Freestone,7,0
Frio,35,0
Gaines,6,0
Galveston,706,31
Garza,4,0
Gillespie,5,0
Glasscock,1,0
Goliad,7,0
Gonzales,86,2
Gray,94,1
Grayson,165,0
Gregg,173,0
Grimes,65,1
Guadalupe,110,0
Hale,49,4
Hall,0,0
Hamilton,7,0
Hansford,16,2
Hardeman,0,0
Hardin,118,4
Harris,9635,205
Harrison,205,21
Hartley,11,2
Haskell,2,0
Hays,219,3
Hemphill,1,0
Henderson,49,0
Hidalgo,448,10
Hill,23,1
Hockley,24,1
Hood,22,3
Hopkins,8,0
Houston,81,0
Howard,6,1
Hudspeth,0,0
Hunt,68,3
Hutchinson,30,0
Irion,0,0
Jack,4,0
Jackson,15,1
Jasper,26,1
Jeff Davis,0,0
Jefferson,451,26
Jim Hogg,4,0
Jim Wells,8,0
Johnson,136,4
Jones,115,0
Karnes,4,0
Kaufman,155,2
Kendall,23,0
Kenedy,0,0
Kent,0,0
Kerr,10,0
Kimble,1,0
King,0,0
Kinney,0,0
Kleberg,14,1
Knox,1,0
La Salle,4,0
Lamar,116,9
Lamb,11,0
Lampasas,8,0
Lavaca,8,1
Lee,7,0
Leon,9,0
Liberty,75,3
Limestone,17,1
Lipscomb,2,0
Live Oak,7,0
Llano,3,0
Loving,0,0
Lubbock,624,50
Lynn,5,1
Madison,8,0
Marion,15,0
Martin,3,1
Mason,31,0
Matagorda,63,5
Maverick,89,0
McCulloch,3,0
McLennan,98,4
McMullen,0,0
Medina,59,2
Menard,0,0
Midland,122,12
Milam,25,1
Mills,1,0
Mitchell,1,0
Montague,9,1
Montgomery,817,18
Moore,575,12
Morris,13,0
Motley,1,0
Nacogdoches,241,17
Navarro,38,2
Newton,4,0
Nolan,2,0
Nueces,242,3
Ochiltree,40,2
Oldham,3,1
Orange,87,2
Palo Pinto,9,2
Panola,162,16
Parker,63,0
Parmer,36,0
Pecos,23,0
Polk,50,0
Potter,2145,23
Presidio,0,0
Rains,2,0
Randall,611,5
Reagan,0,0
Real,0,0
Red River,36,0
Reeves,3,0
Refugio,3,0
Roberts,2,0
Robertson,7,0
Rockwall,136,5
Runnels,2,0
Rusk,42,2
Sabine,4,0
San Augustine,26,1
San Jacinto,12,0
San Patricio,26,0
San Saba,1,0
Schleicher,0,0
Scurry,2,0
Shackelford,1,0
Shelby,175,5
Sherman,23,0
Smith,192,3
Somervell,0,0
Starr,19,0
Stephens,2,0
Sterling,0,0
Stonewall,0,0
Sutton,0,0
Swisher,15,0
Tarrant,4559,123
Taylor,222,6
Terrell,0,0
Terry,13,0
Throckmorton,0,0
Titus,129,1
Tom Green,62,1
Travis,2537,79
Trinity,11,0
Tyler,10,0
Upshur,18,0
Upton,0,0
Uvalde,6,0
Val Verde,13,0
Van Zandt,23,1
Victoria,157,7
Walker,442,26
Waller,43,0
Ward,0,0
Washington,184,22
Webb,479,18
Wharton,44,0
Wheeler,14,0
Wichita,80,2
Wilbarger,6,0
Willacy,14,1
Williamson,486,19
Wilson,37,5
Winkler,3,0
Wise,38,2
Wood,22,0
Yoakum,2,0
Young,4,1
Zapata,7,0
Zavala,9,0
Total,49912,1369
