state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,30,0.002840909090909091
Texas,48,cases,ages,1-9 years,105,0.009943181818181818
Texas,48,cases,ages,10-19 years,294,0.02784090909090909
Texas,48,cases,ages,20-29 years,1622,0.15359848484848485
Texas,48,cases,ages,30-39 years,1892,0.17916666666666667
Texas,48,cases,ages,40-49 years,2051,0.19422348484848484
Texas,48,cases,ages,50-59 years,1960,0.1856060606060606
Texas,48,cases,ages,60-64 years,830,0.07859848484848485
Texas,48,cases,ages,65-69 years,581,0.05501893939393939
Texas,48,cases,ages,70-74 years,410,0.038825757575757576
Texas,48,cases,ages,75-79 years,276,0.026136363636363635
Texas,48,cases,ages,80+ years,473,0.04479166666666667
Texas,48,cases,ages,Unknown,36,0.003409090909090909
Texas,48,cases,gender,Female,5010,0.4744318181818182
Texas,48,cases,gender,Male,5293,0.5012310606060606
Texas,48,cases,gender,Unknown,257,0.024337121212121213
Texas,48,cases,race,Asian,421,0.039867424242424246
Texas,48,cases,race,Black,1643,0.1555871212121212
Texas,48,cases,race,Hispanic,3846,0.36420454545454545
Texas,48,cases,race,Other,83,0.007859848484848485
Texas,48,cases,race,White,2999,0.2839962121212121
Texas,48,cases,race,Unknown,1568,0.1484848484848485
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,2,0.004830917874396135
Texas,48,fatalities,ages,20-29 years,7,0.016908212560386472
Texas,48,fatalities,ages,30-39 years,9,0.021739130434782608
Texas,48,fatalities,ages,40-49 years,19,0.04589371980676329
Texas,48,fatalities,ages,50-59 years,45,0.10869565217391304
Texas,48,fatalities,ages,60-64 years,35,0.08454106280193237
Texas,48,fatalities,ages,65-69 years,52,0.12560386473429952
Texas,48,fatalities,ages,70-74 years,39,0.09420289855072464
Texas,48,fatalities,ages,75-79 years,41,0.09903381642512077
Texas,48,fatalities,ages,80+ years,163,0.39371980676328505
Texas,48,fatalities,ages,Unknown,2,0.004830917874396135
Texas,48,fatalities,gender,Female,165,0.39855072463768115
Texas,48,fatalities,gender,Male,217,0.5241545893719807
Texas,48,fatalities,gender,Unknown,32,0.07729468599033816
Texas,48,fatalities,race,Asian,6,0.014492753623188406
Texas,48,fatalities,race,Black,58,0.14009661835748793
Texas,48,fatalities,race,Hispanic,89,0.21497584541062803
Texas,48,fatalities,race,Other,1,0.0024154589371980675
Texas,48,fatalities,race,White,150,0.36231884057971014
Texas,48,fatalities,race,Unknown,110,0.26570048309178745
