county,cases,fatalities
Anderson,2172,8
Andrews,238,6
Angelina,1566,31
Aransas,136,10
Archer,15,0
Armstrong,5,0
Atascosa,396,13
Austin,209,5
Bailey,148,3
Bandera,79,1
Bastrop,1273,17
Baylor,5,0
Bee,461,7
Bell,3231,28
Bexar,31804,521
Blanco,92,2
Borden,0,0
Bosque,111,2
Bowie,693,29
Brazoria,6032,60
Brazos,3781,44
Brewster,177,2
Briscoe,11,1
Brooks,80,1
Brown,343,13
Burleson,228,5
Burnet,533,11
Caldwell,1053,22
Calhoun,439,4
Callahan,38,3
Cameron,8777,294
Camp,197,4
Carson,12,0
Cass,141,5
Castro,161,2
Chambers,850,2
Cherokee,717,4
Childress,28,0
Clay,32,1
Cochran,18,0
Coke,35,1
Coleman,9,0
Collin,6147,67
Collingsworth,6,0
Colorado,237,2
Comal,1602,57
Comanche,102,3
Concho,23,1
Cooke,189,3
Coryell,585,5
Cottle,9,2
Crane,66,2
Crockett,141,2
Crosby,51,2
Culberson,15,2
Dallam,173,5
Dallas,48028,610
Dawson,128,4
DeWitt,522,12
Deaf Smith,538,16
Delta,13,0
Denton,6331,73
Dickens,4,1
Dimmit,119,0
Donley,43,0
Duval,146,1
Eastland,45,1
Ector,2174,32
Edwards,22,0
El Paso,13807,232
Ellis,2387,33
Erath,430,5
Falls,106,1
Fannin,206,7
Fayette,296,13
Fisher,23,1
Floyd,76,4
Foard,2,0
Fort Bend,6772,135
Franklin,80,1
Freestone,138,0
Frio,447,5
Gaines,106,0
Galveston,8367,92
Garza,95,1
Gillespie,165,2
Glasscock,6,0
Goliad,77,3
Gonzales,606,8
Gray,160,3
Grayson,963,10
Gregg,1264,20
Grimes,828,20
Guadalupe,1542,35
Hale,1162,21
Hall,7,1
Hamilton,54,1
Hansford,59,2
Hardeman,14,0
Hardin,786,8
Harris,67660,1182
Harrison,596,22
Hartley,81,0
Haskell,30,0
Hays,4245,28
Hemphill,38,0
Henderson,526,8
Hidalgo,16088,302
Hill,300,1
Hockley,171,4
Hood,380,6
Hopkins,157,1
Houston,238,4
Howard,132,3
Hudspeth,19,2
Hunt,1010,19
Hutchinson,109,2
Irion,7,0
Jack,26,0
Jackson,272,3
Jasper,281,6
Jeff Davis,8,0
Jefferson,5321,61
Jim Hogg,49,1
Jim Wells,560,6
Johnson,1403,21
Jones,621,0
Karnes,239,3
Kaufman,1617,17
Kendall,139,1
Kenedy,5,1
Kent,2,0
Kerr,336,4
Kimble,13,0
King,0,0
Kinney,16,0
Kleberg,315,2
Knox,44,0
La Salle,350,1
Lamar,592,16
Lamb,194,4
Lampasas,82,1
Lavaca,582,11
Lee,146,10
Leon,135,1
Liberty,813,26
Limestone,163,3
Lipscomb,15,0
Live Oak,126,1
Llano,85,0
Loving,0,0
Lubbock,5254,69
Lynn,62,4
Madison,633,0
Marion,122,7
Martin,44,2
Mason,39,0
Matagorda,641,20
Maverick,1390,26
McCulloch,34,1
McLennan,4108,37
McMullen,7,0
Medina,571,19
Menard,16,0
Midland,1364,23
Milam,293,4
Mills,14,0
Mitchell,42,0
Montague,47,1
Montgomery,5852,65
Moore,1000,13
Morris,84,1
Motley,4,0
Nacogdoches,936,34
Navarro,734,9
Newton,83,4
Nolan,127,3
Nueces,8559,82
Ochiltree,78,3
Oldham,13,1
Orange,945,15
Palo Pinto,158,3
Panola,261,18
Parker,1029,10
Parmer,299,7
Pecos,208,1
Polk,648,6
Potter,3419,42
Presidio,35,0
Rains,41,2
Randall,1505,18
Reagan,55,3
Real,74,0
Red River,133,11
Reeves,119,2
Refugio,179,0
Roberts,6,0
Robertson,202,1
Rockwall,699,12
Runnels,100,1
Rusk,325,8
Sabine,39,6
San Augustine,153,10
San Jacinto,138,6
San Patricio,694,15
San Saba,21,0
Schleicher,34,1
Scurry,403,1
Shackelford,16,0
Shelby,366,17
Sherman,36,0
Smith,2222,16
Somervell,49,0
Starr,1761,33
Stephens,28,2
Sterling,0,0
Stonewall,4,0
Sutton,58,1
Swisher,73,2
Tarrant,26315,351
Taylor,1036,17
Terrell,2,0
Terry,104,2
Throckmorton,2,0
Titus,1123,14
Tom Green,1505,14
Travis,19952,214
Trinity,122,2
Tyler,109,0
Upshur,176,2
Upton,13,1
Uvalde,448,3
Val Verde,1163,14
Van Zandt,319,1
Victoria,2960,26
Walker,2757,43
Waller,388,4
Ward,81,1
Washington,452,38
Webb,5396,71
Wharton,590,17
Wheeler,31,0
Wichita,862,9
Wilbarger,41,1
Willacy,572,18
Williamson,5433,79
Wilson,412,15
Winkler,65,1
Wise,299,4
Wood,262,6
Yoakum,68,1
Young,114,3
Zapata,127,1
Zavala,169,4
Unknown,0,2
Total,403307,6190
Probable cases are not included in the total case numbers,NA,NA
