state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,99,0.0041936713686618375
Texas,48,cases,ages,1-9 years,424,0.01796077434659211
Texas,48,cases,ages,10-19 years,1122,0.04752827551150082
Texas,48,cases,ages,20-29 years,4235,0.1793959418816453
Texas,48,cases,ages,30-39 years,4365,0.18490278307281738
Texas,48,cases,ages,40-49 years,4235,0.1793959418816453
Texas,48,cases,ages,50-59 years,3968,0.16808573728131487
Texas,48,cases,ages,60-64 years,1593,0.06747998475028594
Texas,48,cases,ages,65-69 years,1157,0.049010886601431776
Texas,48,cases,ages,70-74 years,745,0.03155843605710171
Texas,48,cases,ages,75-79 years,564,0.023891218706315925
Texas,48,cases,ages,80+ years,1084,0.045918583471004366
Texas,48,cases,ages,Unknown,16,6.777650696827213e-4
Texas,48,cases,gender,Female,11432,0.4842631422883043
Texas,48,cases,gender,Male,11944,0.5059516245181513
Texas,48,cases,gender,Unknown,231,0.009785233193544287
Texas,48,cases,race,Asian,630,0.0266869996187571
Texas,48,cases,race,Black,2747,0.116363790401152
Texas,48,cases,race,Hispanic,9111,0.385944846867455
Texas,48,cases,race,Other,123,0.00521031897318592
Texas,48,cases,race,White,5971,0.252933451942221
Texas,48,cases,race,Unknown,5025,0.21286059219723
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,0,0
Texas,48,fatalities,ages,20-29 years,4,0.005805515239477504
Texas,48,fatalities,ages,30-39 years,12,0.01741654571843251
Texas,48,fatalities,ages,40-49 years,25,0.036284470246734396
Texas,48,fatalities,ages,50-59 years,72,0.10449927431059507
Texas,48,fatalities,ages,60-64 years,70,0.10159651669085631
Texas,48,fatalities,ages,65-69 years,76,0.11030478955007257
Texas,48,fatalities,ages,70-74 years,73,0.10595065312046444
Texas,48,fatalities,ages,75-79 years,77,0.11175616835994194
Texas,48,fatalities,ages,80+ years,280,0.40638606676342526
Texas,48,fatalities,ages,Unknown,0,0
Texas,48,fatalities,gender,Female,288,0.41799709724238027
Texas,48,fatalities,gender,Male,398,0.5776487663280117
Texas,48,fatalities,gender,Unknown,3,0.0043541364296081275
Texas,48,fatalities,race,Asian,14,0.020319303338171262
Texas,48,fatalities,race,Black,89,0.12917271407837447
Texas,48,fatalities,race,Hispanic,197,0.28592162554426703
Texas,48,fatalities,race,Other,1,0.001451378809869376
Texas,48,fatalities,race,White,301,0.43686502177068215
Texas,48,fatalities,race,Unknown,87,0.1262699564586357
