county,cases,fatalities
Anderson,1082,2
Andrews,103,1
Angelina,541,9
Aransas,43,0
Archer,8,0
Armstrong,3,0
Atascosa,135,2
Austin,92,0
Bailey,102,1
Bandera,27,0
Bastrop,522,6
Baylor,1,0
Bee,85,0
Bell,1523,13
Bexar,14751,130
Blanco,31,1
Borden,0,0
Bosque,18,0
Bowie,461,13
Brazoria,2829,22
Brazos,2484,34
Brewster,143,1
Briscoe,7,0
Brooks,10,0
Brown,99,13
Burleson,93,0
Burnet,181,3
Caldwell,449,2
Calhoun,97,3
Callahan,19,2
Cameron,2779,67
Camp,123,2
Carson,7,0
Cass,49,2
Castro,99,1
Chambers,352,2
Cherokee,212,2
Childress,7,0
Clay,9,0
Cochran,1,0
Coke,5,1
Coleman,3,0
Collin,3521,46
Collingsworth,6,0
Colorado,108,0
Comal,690,9
Comanche,21,1
Concho,11,0
Cooke,61,0
Coryell,336,2
Cottle,4,1
Crane,60,9
Crockett,13,0
Crosby,26,1
Culberson,3,0
Dallam,91,1
Dallas,25840,395
Dawson,70,1
DeWitt,96,1
Deaf Smith,355,17
Delta,7,0
Denton,3338,37
Dickens,2,0
Dimmit,13,0
Donley,27,0
Duval,62,0
Eastland,11,0
Ector,718,9
Edwards,2,0
El Paso,7461,135
Ellis,1046,19
Erath,146,1
Falls,35,0
Fannin,112,7
Fayette,104,3
Fisher,11,1
Floyd,36,0
Foard,0,0
Fort Bend,4120,56
Franklin,50,0
Freestone,39,0
Frio,233,0
Gaines,28,0
Galveston,3990,46
Garza,12,0
Gillespie,45,0
Glasscock,5,0
Goliad,14,0
Gonzales,307,4
Gray,121,4
Grayson,633,5
Gregg,417,13
Grimes,558,2
Guadalupe,858,3
Hale,500,7
Hall,2,1
Hamilton,22,1
Hansford,31,2
Hardeman,5,0
Hardin,260,5
Harris,36597,400
Harrison,363,30
Hartley,36,2
Haskell,5,0
Hays,3088,7
Hemphill,15,0
Henderson,168,4
Hidalgo,5345,59
Hill,82,2
Hockley,68,1
Hood,120,4
Hopkins,70,1
Houston,171,0
Howard,43,1
Hudspeth,16,0
Hunt,533,8
Hutchinson,70,0
Irion,2,0
Jack,12,0
Jackson,53,1
Jasper,61,1
Jeff Davis,4,0
Jefferson,2727,35
Jim Hogg,22,0
Jim Wells,208,0
Johnson,553,4
Jones,610,0
Karnes,53,0
Kaufman,758,5
Kendall,89,0
Kenedy,1,0
Kent,0,0
Kerr,110,1
Kimble,6,0
King,0,0
Kinney,2,0
Kleberg,97,1
Knox,3,0
La Salle,21,0
Lamar,332,13
Lamb,50,0
Lampasas,20,0
Lavaca,184,1
Lee,85,3
Leon,43,0
Liberty,410,3
Limestone,62,1
Lipscomb,11,0
Live Oak,42,0
Llano,11,0
Loving,0,0
Lubbock,2620,52
Lynn,39,1
Madison,45,0
Marion,29,1
Martin,18,1
Mason,34,0
Matagorda,266,5
Maverick,519,5
McCulloch,20,0
McLennan,1684,11
McMullen,0,0
Medina,295,2
Menard,8,0
Midland,772,15
Milam,92,1
Mills,1,0
Mitchell,12,0
Montague,21,1
Montgomery,2353,37
Moore,897,15
Morris,43,0
Motley,1,0
Nacogdoches,444,26
Navarro,283,6
Newton,12,0
Nolan,46,0
Nueces,3796,14
Ochiltree,53,2
Oldham,4,1
Orange,303,5
Palo Pinto,38,2
Panola,217,24
Parker,344,1
Parmer,215,8
Pecos,131,0
Polk,170,0
Potter,2937,39
Presidio,19,0
Rains,14,0
Randall,918,7
Reagan,14,0
Real,4,0
Red River,117,12
Reeves,48,0
Refugio,31,0
Roberts,4,0
Robertson,61,0
Rockwall,395,16
Runnels,17,0
Rusk,283,3
Sabine,27,1
San Augustine,114,7
San Jacinto,63,0
San Patricio,187,0
San Saba,5,0
Schleicher,21,0
Scurry,59,0
Shackelford,4,0
Shelby,287,10
Sherman,30,0
Smith,771,4
Somervell,11,0
Starr,804,3
Stephens,8,0
Sterling,1,0
Stonewall,0,0
Sutton,11,0
Swisher,38,1
Tarrant,14008,236
Taylor,526,6
Terrell,2,0
Terry,36,0
Throckmorton,1,0
Titus,742,4
Tom Green,510,1
Travis,11679,137
Trinity,48,0
Tyler,27,0
Upshur,71,0
Upton,6,0
Uvalde,161,1
Val Verde,285,0
Van Zandt,112,3
Victoria,1063,8
Walker,2095,28
Waller,186,0
Ward,24,0
Washington,309,31
Webb,1868,28
Wharton,236,1
Wheeler,19,0
Wichita,442,3
Wilbarger,12,0
Willacy,233,3
Williamson,2469,42
Wilson,132,5
Winkler,29,0
Wise,135,5
Wood,98,5
Yoakum,38,0
Young,34,1
Zapata,58,0
Zavala,25,0
Total,200557,2655
Probable cases are not included in the total case numbers,NA,NA
