county,cases,fatalities
Anderson,2776,20
Andrews,394,8
Angelina,2045,72
Aransas,299,18
Archer,64,1
Armstrong,11,0
Atascosa,596,29
Austin,452,7
Bailey,203,4
Bandera,110,6
Bastrop,1670,27
Baylor,14,0
Bee,1787,26
Bell,5068,70
Bexar,39108,1181
Blanco,134,5
Borden,0,0
Bosque,245,6
Bowie,1132,45
Brazoria,10074,150
Brazos,5506,60
Brewster,208,2
Briscoe,12,1
Brooks,280,20
Brown,508,20
Burleson,306,6
Burnet,680,12
Caldwell,1384,34
Calhoun,615,7
Callahan,74,3
Cameron,21833,833
Camp,328,9
Carson,17,0
Cass,273,13
Castro,240,4
Chambers,1200,8
Cherokee,1458,22
Childress,61,0
Clay,72,1
Cochran,45,1
Coke,50,3
Coleman,60,3
Collin,11734,122
Collingsworth,17,0
Colorado,451,4
Comal,2481,102
Comanche,227,3
Concho,60,2
Cooke,350,5
Coryell,1746,11
Cottle,20,2
Crane,71,2
Crockett,164,6
Crosby,82,1
Culberson,38,2
Dallam,213,8
Dallas,74476,1025
Dawson,245,8
DeWitt,893,27
Deaf Smith,822,20
Delta,21,0
Denton,10847,139
Dickens,46,2
Dimmit,188,7
Donley,57,1
Duval,405,13
Eastland,140,3
Ector,2932,71
Edwards,34,1
El Paso,21335,466
Ellis,3971,61
Erath,741,10
Falls,180,3
Fannin,624,12
Fayette,383,18
Fisher,62,1
Floyd,100,9
Foard,3,0
Fort Bend,15249,261
Franklin,118,6
Freestone,388,1
Frio,645,8
Gaines,268,8
Galveston,11101,147
Garza,102,4
Gillespie,207,9
Glasscock,6,0
Goliad,126,6
Gonzales,820,14
Gray,251,5
Grayson,1577,32
Gregg,1996,54
Grimes,1048,31
Guadalupe,1935,75
Hale,1702,49
Hall,16,1
Hamilton,105,4
Hansford,108,4
Hardeman,24,0
Hardin,1273,25
Harris,112762,2385
Harrison,828,29
Hartley,106,0
Haskell,58,2
Hays,5560,59
Hemphill,71,0
Henderson,879,19
Hidalgo,29082,1298
Hill,395,12
Hockley,295,6
Hood,826,25
Hopkins,270,8
Houston,349,9
Howard,351,9
Hudspeth,43,2
Hunt,1498,32
Hutchinson,155,3
Irion,10,0
Jack,127,1
Jackson,514,15
Jasper,411,21
Jeff Davis,14,0
Jefferson,6894,117
Jim Hogg,96,2
Jim Wells,1355,30
Johnson,2634,48
Jones,560,0
Karnes,752,14
Kaufman,2893,43
Kendall,201,5
Kenedy,7,1
Kent,7,0
Kerr,443,9
Kimble,16,1
King,0,0
Kinney,23,1
Kleberg,951,34
Knox,67,8
La Salle,361,10
Lamar,948,29
Lamb,304,20
Lampasas,197,7
Lavaca,695,32
Lee,208,14
Leon,208,5
Liberty,2067,46
Limestone,502,8
Lipscomb,26,0
Live Oak,359,8
Llano,106,1
Loving,0,0
Lubbock,9277,107
Lynn,87,5
Madison,702,5
Marion,147,13
Martin,74,6
Mason,76,1
Matagorda,969,40
Maverick,3458,102
McCulloch,126,1
McLennan,6882,91
McMullen,19,0
Medina,1138,38
Menard,22,0
Midland,3421,56
Milam,460,5
Mills,41,0
Mitchell,80,1
Montague,155,3
Montgomery,9466,140
Moore,1128,19
Morris,165,3
Motley,7,0
Nacogdoches,1417,54
Navarro,1168,22
Newton,164,8
Nolan,182,4
Nueces,15331,317
Ochiltree,114,4
Oldham,15,1
Orange,1801,38
Palo Pinto,465,14
Panola,336,24
Parker,1720,28
Parmer,400,7
Pecos,351,4
Polk,794,20
Potter,4211,49
Presidio,91,5
Rains,60,3
Randall,2366,32
Reagan,86,6
Real,105,6
Red River,154,14
Reeves,180,5
Refugio,301,10
Roberts,8,0
Robertson,269,5
Rockwall,1426,23
Runnels,226,4
Rusk,766,6
Sabine,75,8
San Augustine,195,13
San Jacinto,208,8
San Patricio,1372,63
San Saba,41,0
Schleicher,51,2
Scurry,574,2
Shackelford,23,0
Shelby,450,21
Sherman,57,0
Smith,3455,81
Somervell,131,5
Starr,3223,145
Stephens,127,4
Sterling,4,0
Stonewall,9,1
Sutton,77,2
Swisher,96,3
Tarrant,40793,654
Taylor,1380,41
Terrell,3,0
Terry,210,4
Throckmorton,5,2
Titus,1395,26
Tom Green,2105,59
Travis,27206,387
Trinity,183,6
Tyler,192,4
Upshur,347,9
Upton,21,2
Uvalde,729,27
Val Verde,1957,85
Van Zandt,537,18
Victoria,3902,84
Walker,3406,51
Waller,747,10
Ward,113,1
Washington,592,47
Webb,12371,216
Wharton,1258,47
Wheeler,42,0
Wichita,1439,18
Wilbarger,120,2
Willacy,1176,45
Williamson,8107,134
Wilson,560,26
Winkler,104,1
Wise,683,12
Wood,449,17
Yoakum,173,4
Young,238,6
Zapata,317,4
Zavala,274,13
Unknown,0,8
Total,649809,13853
Probable cases are not included in the total case numbers,NA,NA
