state,industry,date,variable,pct,prev_date,prev_day,change,change_lbl,color
TX,Home and Repair,2020-03-28,hours_worked,-70.8,-47.8,2020-03-21,-23,,#F26852
TX,Leisure and Entertainment,2020-03-28,hours_worked,-84.5,-73.6,2020-03-21,-10.900000000000006,,#F26852
TX,Other,2020-03-28,hours_worked,-60.2,-48,2020-03-21,-12.200000000000003,,#F26852
TX,Professional Services,2020-03-28,hours_worked,-49,-39.4,2020-03-21,-9.600000000000001,,#F26852
TX,Retail,2020-03-28,hours_worked,-55.5,-36.3,2020-03-21,-19.200000000000003,,#F26852
TX,Transportation,2020-03-28,hours_worked,-43.3,-46.5,2020-03-21,3.200000000000003,+,#66E8C6
TX,Beauty & Personal Care,2020-03-28,locations_open,-92.5,-41.8,2020-03-21,-50.7,,#F26852
TX,"Charities, Education & Membership",2020-03-28,locations_open,-61,-39.5,2020-03-21,-21.5,,#F26852
TX,Food & Drink,2020-03-28,locations_open,-40.3,-29.3,2020-03-21,-10.999999999999996,,#F26852
TX,Health Care and Fitness,2020-03-28,locations_open,-56.9,-29.4,2020-03-21,-27.5,,#F26852
TX,Home and Repair,2020-03-28,locations_open,-37.2,-11.6,2020-03-21,-25.6,,#F26852
TX,Leisure and Entertainment,2020-03-28,locations_open,-70,-52.9,2020-03-21,-17.1,,#F26852
TX,Other,2020-03-28,locations_open,-46.7,-33.9,2020-03-21,-12.800000000000004,,#F26852
TX,Professional Services,2020-03-28,locations_open,-37,-19.6,2020-03-21,-17.4,,#F26852
TX,Retail,2020-03-28,locations_open,-49.1,-25.8,2020-03-21,-23.3,,#F26852
TX,Transportation,2020-03-28,locations_open,-37.7,-42.9,2020-03-21,5.199999999999996,+,#66E8C6
TX,Beauty & Personal Care,2020-03-28,employees_working,-92.5,-49.3,2020-03-21,-43.2,,#F26852
TX,"Charities, Education & Membership",2020-03-28,employees_working,-63.4,-59.9,2020-03-21,-3.5,,#F26852
TX,Food & Drink,2020-03-28,employees_working,-58.1,-49.3,2020-03-21,-8.800000000000004,,#F26852
TX,Health Care and Fitness,2020-03-28,employees_working,-53.7,-33.7,2020-03-21,-20,,#F26852
TX,Home and Repair,2020-03-28,employees_working,-62.4,-38.3,2020-03-21,-24.1,,#F26852
TX,Leisure and Entertainment,2020-03-28,employees_working,-80.4,-70.4,2020-03-21,-10,,#F26852
TX,Other,2020-03-28,employees_working,-58.7,-46.3,2020-03-21,-12.400000000000006,,#F26852
TX,Professional Services,2020-03-28,employees_working,-48.4,-36.7,2020-03-21,-11.699999999999996,,#F26852
TX,Retail,2020-03-28,employees_working,-53.5,-34.6,2020-03-21,-18.9,,#F26852
TX,Transportation,2020-03-28,employees_working,-40.4,-43.5,2020-03-21,3.1000000000000014,+,#66E8C6
TX,Beauty & Personal Care,2020-03-29,hours_worked,-98.1,-66,2020-03-22,-32.099999999999994,,#F26852
TX,"Charities, Education & Membership",2020-03-29,hours_worked,-60,-62.6,2020-03-22,2.6000000000000014,+,#66E8C6
TX,Food & Drink,2020-03-29,hours_worked,-63.4,-57.2,2020-03-22,-6.199999999999996,,#F26852
TX,Health Care and Fitness,2020-03-29,hours_worked,-28.1,-24.5,2020-03-22,-3.6000000000000014,,#F26852
TX,Home and Repair,2020-03-29,hours_worked,-89.4,-92.3,2020-03-22,2.8999999999999915,+,#66E8C6
TX,Leisure and Entertainment,2020-03-29,hours_worked,-80.5,-78.2,2020-03-22,-2.299999999999997,,#F26852
TX,Other,2020-03-29,hours_worked,-60.1,-52.4,2020-03-22,-7.700000000000003,,#F26852
TX,Professional Services,2020-03-29,hours_worked,-40,-35.3,2020-03-22,-4.700000000000003,,#F26852
TX,Retail,2020-03-29,hours_worked,-51.2,-34.9,2020-03-22,-16.300000000000004,,#F26852
TX,Transportation,2020-03-29,hours_worked,-53,-45.8,2020-03-22,-7.200000000000003,,#F26852
TX,Beauty & Personal Care,2020-03-29,locations_open,-92.5,-66.4,2020-03-22,-26.099999999999994,,#F26852
TX,"Charities, Education & Membership",2020-03-29,locations_open,-54.9,-43.7,2020-03-22,-11.199999999999996,,#F26852
TX,Food & Drink,2020-03-29,locations_open,-44.1,-35.2,2020-03-22,-8.899999999999999,,#F26852
TX,Health Care and Fitness,2020-03-29,locations_open,-50.4,-27.7,2020-03-22,-22.7,,#F26852
TX,Home and Repair,2020-03-29,locations_open,-60,-33.3,2020-03-22,-26.700000000000003,,#F26852
TX,Leisure and Entertainment,2020-03-29,locations_open,-67.5,-65.9,2020-03-22,-1.5999999999999943,,#F26852
TX,Other,2020-03-29,locations_open,-47.6,-37.9,2020-03-22,-9.700000000000003,,#F26852
TX,Professional Services,2020-03-29,locations_open,-34.3,-30.1,2020-03-22,-4.199999999999996,,#F26852
TX,Retail,2020-03-29,locations_open,-51.6,-33.1,2020-03-22,-18.5,,#F26852
TX,Transportation,2020-03-29,locations_open,-56.5,-47.8,2020-03-22,-8.700000000000003,,#F26852
TX,Beauty & Personal Care,2020-03-29,employees_working,-97.1,-62,2020-03-22,-35.099999999999994,,#F26852
TX,"Charities, Education & Membership",2020-03-29,employees_working,-65.6,-67.3,2020-03-22,1.7000000000000028,+,#66E8C6
TX,Food & Drink,2020-03-29,employees_working,-60.5,-52.4,2020-03-22,-8.100000000000001,,#F26852
TX,Health Care and Fitness,2020-03-29,employees_working,-38.7,-30,2020-03-22,-8.700000000000003,,#F26852
TX,Home and Repair,2020-03-29,employees_working,-85.2,-83.3,2020-03-22,-1.9000000000000057,,#F26852
TX,Leisure and Entertainment,2020-03-29,employees_working,-81.2,-75.2,2020-03-22,-6,,#F26852
TX,Other,2020-03-29,employees_working,-59,-49.6,2020-03-22,-9.399999999999999,,#F26852
TX,Professional Services,2020-03-29,employees_working,-40.4,-36.7,2020-03-22,-3.6999999999999957,,#F26852
TX,Retail,2020-03-29,employees_working,-50.3,-35.3,2020-03-22,-15,,#F26852
TX,Transportation,2020-03-29,employees_working,-43.3,-35.1,2020-03-22,-8.199999999999996,,#F26852
TX,Beauty & Personal Care,2020-03-30,hours_worked,-79.2,-65.8,2020-03-23,-13.400000000000006,,#F26852
TX,"Charities, Education & Membership",2020-03-30,hours_worked,-57.6,-50.4,2020-03-23,-7.200000000000003,,#F26852
TX,Food & Drink,2020-03-30,hours_worked,-57.1,-50.9,2020-03-23,-6.200000000000003,,#F26852
TX,Health Care and Fitness,2020-03-30,hours_worked,-39.5,-29.2,2020-03-23,-10.3,,#F26852
TX,Home and Repair,2020-03-30,hours_worked,-21.3,-6.9,2020-03-23,-14.4,,#F26852
TX,Leisure and Entertainment,2020-03-30,hours_worked,-66,-61,2020-03-23,-5,,#F26852
TX,Other,2020-03-30,hours_worked,-42.8,-31.8,2020-03-23,-10.999999999999996,,#F26852
TX,Professional Services,2020-03-30,hours_worked,-43.4,-30.4,2020-03-23,-13,,#F26852
TX,Retail,2020-03-30,hours_worked,-51.5,-33.3,2020-03-23,-18.200000000000003,,#F26852
TX,Transportation,2020-03-30,hours_worked,-43.5,-30.1,2020-03-23,-13.399999999999999,,#F26852
TX,Beauty & Personal Care,2020-03-30,locations_open,-80,-65,2020-03-23,-15,,#F26852
TX,"Charities, Education & Membership",2020-03-30,locations_open,-36,-26.3,2020-03-23,-9.7,,#F26852
TX,Food & Drink,2020-03-30,locations_open,-40.7,-32,2020-03-23,-8.700000000000003,,#F26852
TX,Health Care and Fitness,2020-03-30,locations_open,-33.7,-25.4,2020-03-23,-8.300000000000004,,#F26852
TX,Home and Repair,2020-03-30,locations_open,-34.6,-22.2,2020-03-23,-12.400000000000002,,#F26852
TX,Leisure and Entertainment,2020-03-30,locations_open,-62.8,-46,2020-03-23,-16.799999999999997,,#F26852
TX,Other,2020-03-30,locations_open,-35.6,-24.7,2020-03-23,-10.900000000000002,,#F26852
TX,Professional Services,2020-03-30,locations_open,-30.6,-20.6,2020-03-23,-10,,#F26852
TX,Retail,2020-03-30,locations_open,-44.5,-26.3,2020-03-23,-18.2,,#F26852
TX,Transportation,2020-03-30,locations_open,-26.4,-13.6,2020-03-23,-12.799999999999999,,#F26852
TX,Beauty & Personal Care,2020-03-30,employees_working,-77.7,-61.9,2020-03-23,-15.800000000000004,,#F26852
TX,"Charities, Education & Membership",2020-03-30,employees_working,-49.5,-44.6,2020-03-23,-4.899999999999999,,#F26852
TX,Food & Drink,2020-03-30,employees_working,-54.2,-47.3,2020-03-23,-6.900000000000006,,#F26852
TX,Health Care and Fitness,2020-03-30,employees_working,-36.5,-27.1,2020-03-23,-9.399999999999999,,#F26852
TX,Home and Repair,2020-03-30,employees_working,-21.6,-7.4,2020-03-23,-14.200000000000001,,#F26852
TX,Leisure and Entertainment,2020-03-30,employees_working,-70.2,-61.7,2020-03-23,-8.5,,#F26852
TX,Other,2020-03-30,employees_working,-41.4,-30.5,2020-03-23,-10.899999999999999,,#F26852
TX,Professional Services,2020-03-30,employees_working,-38.1,-26.9,2020-03-23,-11.200000000000003,,#F26852
TX,Retail,2020-03-30,employees_working,-49.6,-31.3,2020-03-23,-18.3,,#F26852
TX,Transportation,2020-03-30,employees_working,-38.1,-22.3,2020-03-23,-15.8,,#F26852
TX,Beauty & Personal Care,2020-03-31,hours_worked,-82.1,-71.3,2020-03-24,-10.799999999999997,,#F26852
TX,"Charities, Education & Membership",2020-03-31,hours_worked,-65.9,-60.8,2020-03-24,-5.1000000000000085,,#F26852
TX,Food & Drink,2020-03-31,hours_worked,-57,-53.6,2020-03-24,-3.3999999999999986,,#F26852
TX,Health Care and Fitness,2020-03-31,hours_worked,-41.5,-35.8,2020-03-24,-5.700000000000003,,#F26852
TX,Home and Repair,2020-03-31,hours_worked,-17.7,-8.6,2020-03-24,-9.1,,#F26852
TX,Leisure and Entertainment,2020-03-31,hours_worked,-61.3,-55.3,2020-03-24,-6,,#F26852
TX,Other,2020-03-31,hours_worked,-43,-36.5,2020-03-24,-6.5,,#F26852
TX,Professional Services,2020-03-31,hours_worked,-46.7,-40.9,2020-03-24,-5.800000000000004,,#F26852
TX,Retail,2020-03-31,hours_worked,-51.7,-38.7,2020-03-24,-13,,#F26852
TX,Transportation,2020-03-31,hours_worked,-38.2,-25.2,2020-03-24,-13.000000000000004,,#F26852
TX,Beauty & Personal Care,2020-03-31,locations_open,-81,-59.8,2020-03-24,-21.200000000000003,,#F26852
TX,"Charities, Education & Membership",2020-03-31,locations_open,-44.4,-37.5,2020-03-24,-6.899999999999999,,#F26852
TX,Food & Drink,2020-03-31,locations_open,-41.4,-36.5,2020-03-24,-4.899999999999999,,#F26852
TX,Health Care and Fitness,2020-03-31,locations_open,-35.6,-30.1,2020-03-24,-5.5,,#F26852
TX,Home and Repair,2020-03-31,locations_open,-31.9,-25.8,2020-03-24,-6.099999999999998,,#F26852
TX,Leisure and Entertainment,2020-03-31,locations_open,-55,-55,2020-03-24,0,,#FFD100
TX,Other,2020-03-31,locations_open,-38.3,-29.7,2020-03-24,-8.599999999999998,,#F26852
TX,Professional Services,2020-03-31,locations_open,-32.5,-27.2,2020-03-24,-5.300000000000001,,#F26852
TX,Retail,2020-03-31,locations_open,-45.3,-33.6,2020-03-24,-11.699999999999996,,#F26852
TX,Transportation,2020-03-31,locations_open,-29.6,-16.8,2020-03-24,-12.8,,#F26852
TX,Beauty & Personal Care,2020-03-31,employees_working,-79.2,-67.3,2020-03-24,-11.900000000000006,,#F26852
TX,"Charities, Education & Membership",2020-03-31,employees_working,-59.2,-57.1,2020-03-24,-2.1000000000000014,,#F26852
TX,Food & Drink,2020-03-31,employees_working,-55.1,-51.3,2020-03-24,-3.8000000000000043,,#F26852
TX,Health Care and Fitness,2020-03-31,employees_working,-41.3,-34.4,2020-03-24,-6.899999999999999,,#F26852
TX,Home and Repair,2020-03-31,employees_working,-21.7,-9.6,2020-03-24,-12.1,,#F26852
TX,Leisure and Entertainment,2020-03-31,employees_working,-62.6,-58.2,2020-03-24,-4.399999999999999,,#F26852
TX,Other,2020-03-31,employees_working,-43.7,-38.3,2020-03-24,-5.400000000000006,,#F26852
TX,Professional Services,2020-03-31,employees_working,-41.8,-34.3,2020-03-24,-7.5,,#F26852
TX,Retail,2020-03-31,employees_working,-50.5,-36.8,2020-03-24,-13.700000000000003,,#F26852
TX,Transportation,2020-03-31,employees_working,-28.1,-21.9,2020-03-24,-6.200000000000003,,#F26852
TX,Beauty & Personal Care,2020-04-01,hours_worked,-85.8,-80.6,2020-03-25,-5.200000000000003,,#F26852
TX,"Charities, Education & Membership",2020-04-01,hours_worked,-63.9,-65.2,2020-03-25,1.3000000000000043,+,#66E8C6
TX,Food & Drink,2020-04-01,hours_worked,-58.1,-56.4,2020-03-25,-1.7000000000000028,,#F26852
TX,Health Care and Fitness,2020-04-01,hours_worked,-41.4,-37.5,2020-03-25,-3.8999999999999986,,#F26852
TX,Home and Repair,2020-04-01,hours_worked,-14.3,-8.2,2020-03-25,-6.100000000000001,,#F26852
TX,Leisure and Entertainment,2020-04-01,hours_worked,-65.8,-63.9,2020-03-25,-1.8999999999999986,,#F26852
TX,Other,2020-04-01,hours_worked,-43.7,-39,2020-03-25,-4.700000000000003,,#F26852
TX,Professional Services,2020-04-01,hours_worked,-44.6,-43.9,2020-03-25,-0.7000000000000028,,#F26852
TX,Retail,2020-04-01,hours_worked,-52.6,-51.1,2020-03-25,-1.5,,#F26852
TX,Transportation,2020-04-01,hours_worked,-39.4,-32.9,2020-03-25,-6.5,,#F26852
TX,Beauty & Personal Care,2020-04-01,locations_open,-88.2,-86.2,2020-03-25,-2,,#F26852
TX,"Charities, Education & Membership",2020-04-01,locations_open,-47.8,-45.4,2020-03-25,-2.3999999999999986,,#F26852
TX,Food & Drink,2020-04-01,locations_open,-42.3,-39,2020-03-25,-3.299999999999997,,#F26852
TX,Health Care and Fitness,2020-04-01,locations_open,-36.1,-31.6,2020-03-25,-4.5,,#F26852
TX,Home and Repair,2020-04-01,locations_open,-30.6,-31.9,2020-03-25,1.2999999999999972,+,#66E8C6
TX,Leisure and Entertainment,2020-04-01,locations_open,-58.8,-58.8,2020-03-25,0,,#FFD100
TX,Other,2020-04-01,locations_open,-36.1,-34.7,2020-03-25,-1.3999999999999986,,#F26852
TX,Professional Services,2020-04-01,locations_open,-30.3,-34.6,2020-03-25,4.300000000000001,+,#66E8C6
TX,Retail,2020-04-01,locations_open,-43.6,-42.7,2020-03-25,-0.8999999999999986,,#F26852
TX,Transportation,2020-04-01,locations_open,-29.8,-20.6,2020-03-25,-9.2,,#F26852
TX,Beauty & Personal Care,2020-04-01,employees_working,-84.2,-77.7,2020-03-25,-6.5,,#F26852
TX,"Charities, Education & Membership",2020-04-01,employees_working,-59,-61.9,2020-03-25,2.8999999999999986,+,#66E8C6
TX,Food & Drink,2020-04-01,employees_working,-56.7,-54,2020-03-25,-2.700000000000003,,#F26852
TX,Health Care and Fitness,2020-04-01,employees_working,-39.8,-35.4,2020-03-25,-4.399999999999999,,#F26852
TX,Home and Repair,2020-04-01,employees_working,-18.3,-14.4,2020-03-25,-3.9000000000000004,,#F26852
TX,Leisure and Entertainment,2020-04-01,employees_working,-68.1,-67.1,2020-03-25,-1,,#F26852
TX,Other,2020-04-01,employees_working,-43.4,-40.7,2020-03-25,-2.6999999999999957,,#F26852
TX,Professional Services,2020-04-01,employees_working,-40,-39.1,2020-03-25,-0.8999999999999986,,#F26852
TX,Retail,2020-04-01,employees_working,-50.4,-49,2020-03-25,-1.3999999999999986,,#F26852
TX,Transportation,2020-04-01,employees_working,-33,-27.3,2020-03-25,-5.699999999999999,,#F26852
TX,Beauty & Personal Care,2020-04-02,hours_worked,-90,-83.7,2020-03-26,-6.299999999999997,,#F26852
TX,"Charities, Education & Membership",2020-04-02,hours_worked,-66.4,-66.3,2020-03-26,-0.10000000000000853,,#F26852
TX,Food & Drink,2020-04-02,hours_worked,-58.8,-57.3,2020-03-26,-1.5,,#F26852
TX,Health Care and Fitness,2020-04-02,hours_worked,-43.4,-40,2020-03-26,-3.3999999999999986,,#F26852
TX,Home and Repair,2020-04-02,hours_worked,-19.6,-15,2020-03-26,-4.600000000000001,,#F26852
TX,Leisure and Entertainment,2020-04-02,hours_worked,-63.7,-63.2,2020-03-26,-0.5,,#F26852
TX,Other,2020-04-02,hours_worked,-44.9,-42.8,2020-03-26,-2.1000000000000014,,#F26852
TX,Professional Services,2020-04-02,hours_worked,-47.1,-43.8,2020-03-26,-3.3000000000000043,,#F26852
TX,Retail,2020-04-02,hours_worked,-51.6,-49.5,2020-03-26,-2.1000000000000014,,#F26852
TX,Transportation,2020-04-02,hours_worked,-34,-30,2020-03-26,-4,,#F26852
TX,Beauty & Personal Care,2020-04-02,locations_open,-86.5,-84.5,2020-03-26,-2,,#F26852
TX,"Charities, Education & Membership",2020-04-02,locations_open,-45.8,-43.5,2020-03-26,-2.299999999999997,,#F26852
TX,Food & Drink,2020-04-02,locations_open,-41.6,-39.1,2020-03-26,-2.5,,#F26852
TX,Health Care and Fitness,2020-04-02,locations_open,-39.8,-35.6,2020-03-26,-4.199999999999996,,#F26852
TX,Home and Repair,2020-04-02,locations_open,-31.2,-30,2020-03-26,-1.1999999999999993,,#F26852
TX,Leisure and Entertainment,2020-04-02,locations_open,-61.8,-63.2,2020-03-26,1.4000000000000057,+,#66E8C6
TX,Other,2020-04-02,locations_open,-39.6,-37.7,2020-03-26,-1.8999999999999986,,#F26852
TX,Professional Services,2020-04-02,locations_open,-30.2,-32.6,2020-03-26,2.400000000000002,+,#66E8C6
TX,Retail,2020-04-02,locations_open,-45.7,-43.3,2020-03-26,-2.4000000000000057,,#F26852
TX,Transportation,2020-04-02,locations_open,-20,-26.4,2020-03-26,6.399999999999999,+,#66E8C6
TX,Beauty & Personal Care,2020-04-02,employees_working,-87,-80.9,2020-03-26,-6.099999999999994,,#F26852
TX,"Charities, Education & Membership",2020-04-02,employees_working,-61.2,-62.8,2020-03-26,1.5999999999999943,+,#66E8C6
TX,Food & Drink,2020-04-02,employees_working,-56.8,-54.5,2020-03-26,-2.299999999999997,,#F26852
TX,Health Care and Fitness,2020-04-02,employees_working,-42.9,-38.4,2020-03-26,-4.5,,#F26852
TX,Home and Repair,2020-04-02,employees_working,-23,-19.1,2020-03-26,-3.8999999999999986,,#F26852
TX,Leisure and Entertainment,2020-04-02,employees_working,-68.6,-66.6,2020-03-26,-2,,#F26852
TX,Other,2020-04-02,employees_working,-46.2,-43.9,2020-03-26,-2.3000000000000043,,#F26852
TX,Professional Services,2020-04-02,employees_working,-41.5,-38.3,2020-03-26,-3.200000000000003,,#F26852
TX,Retail,2020-04-02,employees_working,-49.8,-48.1,2020-03-26,-1.6999999999999957,,#F26852
TX,Transportation,2020-04-02,employees_working,-27.4,-25.6,2020-03-26,-1.7999999999999972,,#F26852
TX,Beauty & Personal Care,2020-04-03,hours_worked,-93.3,-93.8,2020-03-27,0.5,+,#66E8C6
TX,"Charities, Education & Membership",2020-04-03,hours_worked,-65.6,-65.7,2020-03-27,0.10000000000000853,+,#66E8C6
TX,Food & Drink,2020-04-03,hours_worked,-59.2,-59.2,2020-03-27,0,,#FFD100
TX,Health Care and Fitness,2020-04-03,hours_worked,-44.9,-42.6,2020-03-27,-2.299999999999997,,#F26852
TX,Home and Repair,2020-04-03,hours_worked,-23.3,-19.1,2020-03-27,-4.199999999999999,,#F26852
TX,Leisure and Entertainment,2020-04-03,hours_worked,-71.8,-67.1,2020-03-27,-4.700000000000003,,#F26852
TX,Other,2020-04-03,hours_worked,-47.2,-44.2,2020-03-27,-3,,#F26852
TX,Professional Services,2020-04-03,hours_worked,-45.7,-44.3,2020-03-27,-1.4000000000000057,,#F26852
TX,Retail,2020-04-03,hours_worked,-52.6,-50.6,2020-03-27,-2,,#F26852
TX,Transportation,2020-04-03,hours_worked,-41.3,-33.4,2020-03-27,-7.899999999999999,,#F26852
TX,Beauty & Personal Care,2020-04-03,locations_open,-89.2,-94.6,2020-03-27,5.3999999999999915,+,#66E8C6
TX,"Charities, Education & Membership",2020-04-03,locations_open,-43.4,-47.5,2020-03-27,4.100000000000001,+,#66E8C6
TX,Food & Drink,2020-04-03,locations_open,-40.4,-39.1,2020-03-27,-1.2999999999999972,,#F26852
TX,Health Care and Fitness,2020-04-03,locations_open,-38.7,-37.7,2020-03-27,-1,,#F26852
TX,Home and Repair,2020-04-03,locations_open,-33.3,-33.3,2020-03-27,0,,#FFD100
TX,Leisure and Entertainment,2020-04-03,locations_open,-66.8,-65.3,2020-03-27,-1.5,,#F26852
TX,Other,2020-04-03,locations_open,-38.7,-36.9,2020-03-27,-1.8000000000000043,,#F26852
TX,Professional Services,2020-04-03,locations_open,-28.9,-31.9,2020-03-27,3,+,#66E8C6
TX,Retail,2020-04-03,locations_open,-45.2,-43.8,2020-03-27,-1.4000000000000057,,#F26852
TX,Transportation,2020-04-03,locations_open,-26.4,-20,2020-03-27,-6.399999999999999,,#F26852
TX,Beauty & Personal Care,2020-04-03,employees_working,-91.7,-91.7,2020-03-27,0,,#FFD100
TX,"Charities, Education & Membership",2020-04-03,employees_working,-61.2,-63.6,2020-03-27,2.3999999999999986,+,#66E8C6
TX,Food & Drink,2020-04-03,employees_working,-56.4,-56,2020-03-27,-0.3999999999999986,,#F26852
TX,Health Care and Fitness,2020-04-03,employees_working,-43.7,-41.7,2020-03-27,-2,,#F26852
TX,Home and Repair,2020-04-03,employees_working,-24.7,-22.8,2020-03-27,-1.8999999999999986,,#F26852
TX,Leisure and Entertainment,2020-04-03,employees_working,-72.5,-67.9,2020-03-27,-4.599999999999994,,#F26852
TX,Other,2020-04-03,employees_working,-46.4,-44.6,2020-03-27,-1.7999999999999972,,#F26852
TX,Professional Services,2020-04-03,employees_working,-40.1,-38,2020-03-27,-2.1000000000000014,,#F26852
TX,Retail,2020-04-03,employees_working,-50.5,-48.4,2020-03-27,-2.1000000000000014,,#F26852
TX,Transportation,2020-04-03,employees_working,-33.2,-29.2,2020-03-27,-4.0000000000000036,,#F26852
TX,Beauty & Personal Care,2020-04-04,hours_worked,-94,-95.3,2020-03-28,1.2999999999999972,+,#66E8C6
TX,"Charities, Education & Membership",2020-04-04,hours_worked,-56.3,-65.6,2020-03-28,9.299999999999997,+,#66E8C6
TX,Food & Drink,2020-04-04,hours_worked,-63,-61.8,2020-03-28,-1.2000000000000028,,#F26852
TX,Health Care and Fitness,2020-04-04,hours_worked,-50.9,-45.8,2020-03-28,-5.100000000000001,,#F26852
TX,Home and Repair,2020-04-04,hours_worked,-81.4,-70.8,2020-03-28,-10.600000000000009,,#F26852
TX,Leisure and Entertainment,2020-04-04,hours_worked,-84.4,-84.5,2020-03-28,0.09999999999999432,+,#66E8C6
TX,Other,2020-04-04,hours_worked,-62.6,-60.2,2020-03-28,-2.3999999999999986,,#F26852
TX,Professional Services,2020-04-04,hours_worked,-48.9,-49,2020-03-28,0.10000000000000142,+,#66E8C6
TX,Retail,2020-04-04,hours_worked,-58.8,-55.5,2020-03-28,-3.299999999999997,,#F26852
TX,Transportation,2020-04-04,hours_worked,-53.3,-43.3,2020-03-28,-10,,#F26852
TX,Beauty & Personal Care,2020-04-04,locations_open,-88.7,-92.5,2020-03-28,3.799999999999997,+,#66E8C6
TX,"Charities, Education & Membership",2020-04-04,locations_open,-64.9,-61,2020-03-28,-3.9000000000000057,,#F26852
TX,Food & Drink,2020-04-04,locations_open,-42.4,-40.3,2020-03-28,-2.1000000000000014,,#F26852
TX,Health Care and Fitness,2020-04-04,locations_open,-60.8,-56.9,2020-03-28,-3.8999999999999986,,#F26852
TX,Home and Repair,2020-04-04,locations_open,-41.9,-37.2,2020-03-28,-4.699999999999996,,#F26852
TX,Leisure and Entertainment,2020-04-04,locations_open,-68.6,-70,2020-03-28,1.4000000000000057,+,#66E8C6
TX,Other,2020-04-04,locations_open,-48.2,-46.7,2020-03-28,-1.5,,#F26852
TX,Professional Services,2020-04-04,locations_open,-37,-37,2020-03-28,0,,#FFD100
TX,Retail,2020-04-04,locations_open,-50.2,-49.1,2020-03-28,-1.1000000000000014,,#F26852
TX,Transportation,2020-04-04,locations_open,-48.1,-37.7,2020-03-28,-10.399999999999999,,#F26852
TX,Beauty & Personal Care,2020-04-04,employees_working,-91.1,-92.5,2020-03-28,1.4000000000000057,+,#66E8C6
TX,"Charities, Education & Membership",2020-04-04,employees_working,-59.4,-63.4,2020-03-28,4,+,#66E8C6
TX,Food & Drink,2020-04-04,employees_working,-59.3,-58.1,2020-03-28,-1.1999999999999957,,#F26852
TX,Health Care and Fitness,2020-04-04,employees_working,-56.8,-53.7,2020-03-28,-3.0999999999999943,,#F26852
TX,Home and Repair,2020-04-04,employees_working,-74.2,-62.4,2020-03-28,-11.800000000000004,,#F26852
TX,Leisure and Entertainment,2020-04-04,employees_working,-81.9,-80.4,2020-03-28,-1.5,,#F26852
TX,Other,2020-04-04,employees_working,-59.9,-58.7,2020-03-28,-1.1999999999999957,,#F26852
TX,Professional Services,2020-04-04,employees_working,-45.4,-48.4,2020-03-28,3,+,#66E8C6
TX,Retail,2020-04-04,employees_working,-54.7,-53.5,2020-03-28,-1.2000000000000028,,#F26852
TX,Transportation,2020-04-04,employees_working,-48.2,-40.4,2020-03-28,-7.800000000000004,,#F26852
TX,Beauty & Personal Care,2020-04-05,hours_worked,-91,-98.1,2020-03-29,7.099999999999994,+,#66E8C6
TX,"Charities, Education & Membership",2020-04-05,hours_worked,-46,-60,2020-03-29,14,+,#66E8C6
TX,Food & Drink,2020-04-05,hours_worked,-64.1,-63.4,2020-03-29,-0.6999999999999957,,#F26852
TX,Health Care and Fitness,2020-04-05,hours_worked,-29.9,-28.1,2020-03-29,-1.7999999999999972,,#F26852
TX,Home and Repair,2020-04-05,hours_worked,-93.5,-89.4,2020-03-29,-4.099999999999994,,#F26852
TX,Leisure and Entertainment,2020-04-05,hours_worked,-83,-80.5,2020-03-29,-2.5,,#F26852
TX,Other,2020-04-05,hours_worked,-61.8,-60.1,2020-03-29,-1.6999999999999957,,#F26852
TX,Professional Services,2020-04-05,hours_worked,-40,-40,2020-03-29,0,,#FFD100
TX,Retail,2020-04-05,hours_worked,-54,-51.2,2020-03-29,-2.799999999999997,,#F26852
TX,Transportation,2020-04-05,hours_worked,-49.5,-53,2020-03-29,3.5,+,#66E8C6
TX,Beauty & Personal Care,2020-04-05,locations_open,-92.5,-92.5,2020-03-29,0,,#FFD100
TX,"Charities, Education & Membership",2020-04-05,locations_open,-46.5,-54.9,2020-03-29,8.399999999999999,+,#66E8C6
TX,Food & Drink,2020-04-05,locations_open,-45.1,-44.1,2020-03-29,-1,,#F26852
TX,Health Care and Fitness,2020-04-05,locations_open,-53.8,-50.4,2020-03-29,-3.3999999999999986,,#F26852
TX,Home and Repair,2020-04-05,locations_open,-53.3,-60,2020-03-29,6.700000000000003,+,#66E8C6
TX,Leisure and Entertainment,2020-04-05,locations_open,-70.7,-67.5,2020-03-29,-3.200000000000003,,#F26852
TX,Other,2020-04-05,locations_open,-48.7,-47.6,2020-03-29,-1.1000000000000014,,#F26852
TX,Professional Services,2020-04-05,locations_open,-37.1,-34.3,2020-03-29,-2.8000000000000043,,#F26852
TX,Retail,2020-04-05,locations_open,-54.8,-51.6,2020-03-29,-3.1999999999999957,,#F26852
TX,Transportation,2020-04-05,locations_open,-47.8,-56.5,2020-03-29,8.700000000000003,+,#66E8C6
TX,Beauty & Personal Care,2020-04-05,employees_working,-88.3,-97.1,2020-03-29,8.799999999999997,+,#66E8C6
TX,"Charities, Education & Membership",2020-04-05,employees_working,-54.7,-65.6,2020-03-29,10.899999999999991,+,#66E8C6
TX,Food & Drink,2020-04-05,employees_working,-61.3,-60.5,2020-03-29,-0.7999999999999972,,#F26852
TX,Health Care and Fitness,2020-04-05,employees_working,-43.9,-38.7,2020-03-29,-5.199999999999996,,#F26852
